Department Area,,Service Area,,Description,,,Line,,HBC Ref No.,,Name:  ,,,Payment Date,,Amount Paid
RESO - Resources,,AAH - Facilities,,"Amenity Lighting 01.10.25 ?
  31.10.25",,,1,,CRINV0014799,,EDF - 5946759290 - Unmetered Supply Street Lightin,,,13/11/25,,20.69
RESO - Resources,,AAH - Facilities,,Amenity Lighting 01.10.25 ? 31.10.25,,,2,,CRINV0014799,,EDF - 5946759290 - Unmetered Supply Street Lightin,,,13/11/25,,610.34
RESO - Resources,,AAH - Facilities,,Amenity Lighting 01.10.25 ? 31.10.25,,,3,,CRINV0014799,,EDF - 5946759290 - Unmetered Supply Street Lightin,,,13/11/25,,224.14
RESO - Resources,,AAH - Facilities,,Amenity Lighting 01.10.25 ? 31.10.25,,,4,,CRINV0014799,,EDF - 5946759290 - Unmetered Supply Street Lightin,,,13/11/25,,482.75
RESO - Resources,,AAH - Facilities,,Amenity Lighting 01.10.25 ? 31.10.25,,,5,,CRINV0014799,,EDF - 5946759290 - Unmetered Supply Street Lightin,,,13/11/25,,41.38
RESO - Resources,,AAH - Facilities,,Amenity Lighting 01.10.25 ? 31.10.25,,,6,,CRINV0014799,,EDF - 5946759290 - Unmetered Supply Street Lightin,,,13/11/25,,72.47-
RESO - Resources,,AAH - Facilities,,Electricity Town Hall 01/10/25 to 31/10/25,,,1,,CRINV0014803,,Total Energies - Acc Town Hall - 3009581025,,,13/11/25,,"2,351.79"
ENVS - Environmental Services,,CAB - Other Environmental Services,,Disbursements,,,1,,CRINV0014809,,Weightmans LLP,,,25/11/25,,342.00
RESO - Resources,,AAF - Finance,,Additional Account Fees,,,1,,CRINV0014815,,Allpay Ltd,,,13/11/25,,"1,214.24"
RESO - Resources,,AAH - Facilities,,Alarm call outs,,,1,,CRINV0014816,,Keyplus Security Ltd,,,25/11/25,,618.80
RESO - Resources,,AAH - Facilities,,Air Con Maintenance Scaitclife,,,1,,CRINV0014824,,Airco,,,27/11/25,,"4,004.09"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Utility Oct 25,,,1,,CRINV0014825,,Smartest Energy - 100011736903 77-79 Blackburn Rd,,,11/11/25,,"1,319.05"
RESO - Resources,,AAH - Facilities,,electricity,,,1,,CRINV0014829,,TotalEnergies - Civic Theatre - 3009581014,,,18/11/25,,771.51
RESO - Resources,,AAD - ICT,,charges,,,1,,CRINV0014831,,Aspire Technology Solutions Limited,,,25/11/25,,958.45
ENVS - Environmental Services,,CAF - CVMU,,Agency Costs IN Period Ending 09/11/2025,,,1,,CRINV0014846,,Autotech Recruit,,,11/11/25,,"1,287.60"
ENVS - Environmental Services,,CAF - CVMU,,Vehicle Goods/Parts,,,1,,CRINV0014847,,Dennis Eagle Limited,,,20/11/25,,564.89
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Electricity Charges 1st October 2025 - 31st October 2025,,,1,,CRINV0014848,,E-On Next Energy - A-B930C930 73 Blackburn Road,,,11/11/25,,588.92
LEGL - Legal & Democratic,,DAB - Human Resources,,Acc Market Chambers - Work between Sept-Nov 25,,,1,,CRINV0014856,,GSS Consulting Ltd,,,18/11/25,,699.90
RESO - Resources,,AAH - Facilities,,Charges - 01.10.25 - 31.10.25,,,1,,CRINV0014857,,NPOWER - A0010655700 -Accrington Market Hall,,,18/11/25,,"3,908.59"
ENVS - Environmental Services,,CAA - Environmental Maintenance,,Charges - 01.10.25 - 31.10.25,,,1,,CRINV0014858,,Drax,,,13/11/25,,296.59
LEGL - Legal & Democratic,,DAG - Elections,,Postal Charges,,,1,,CRINV0014876,,Royal Mail Group Ltd,,,27/11/25,,"4,128.96"
LEGL - Legal & Democratic,,DAK - Community Safety,,Domestic Abuse DHR Funding,,,1,,CRINV0014877,,Lancashire County Council,,,27/11/25,,633.00
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,EA Permit Costs,,,1,,CRINV0014879,,Environment Agency,,,25/11/25,,"3,423.80"
REGN - Regeneration & Housing,,FAG - Regeneration,,Hyndburn Leisure Centre SPSF - Phase 2,,,1,,CRINV0014896,,Alliance Leisure Services Limited,,,20/11/25,,"59,113.80"
RESO - Resources,,AAB - Benefits & Customer Contact,,Agency staff - w/e 02.11.25,,,1,,CRINV0014899,,Eden Brown Limited,,,18/11/25,,"1,212.12"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees ,,,1,,CRINV0014901,,Stephensons Solicitors LLP,,,18/11/25,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Fees ,,,2,,CRINV0014901,,Stephensons Solicitors LLP,,,18/11/25,,720.00
RESO - Resources,,AAH - Facilities,,Electric Scaitcliffe,,,1,,CRINV0014905,,Total Energies - Scaitcliffe - 3009525640,,,18/11/25,,"6,332.02"
RESO - Resources,,AAH - Facilities,,Period: 1.10.25 to 31.10.25,,,1,,CRINV0014912,,Total Energies Gas & Power Ltd,,,18/11/25,,982.10
RESO - Resources,,AAH - Facilities,,Period: 1.10.25 to 31.10.25,,,1,,CRINV0014913,,Total Energies - Vehicle Maintenance - 3009525651,,,18/11/25,,"1,837.90"
PLAN - Planning & Transportation,,EAA - Building Control,,Agency staff - w/e 07.11.25,,,1,,CRINV0014916,,Deekay Tech Recruitment Ltd,,,18/11/25,,"1,657.10"
RESO - Resources,,AAF - Finance,,HMRC Oct 25 Tax,,,1,,CRINV0014917,,HM Revenue & Customs (Direct Debit),,,13/11/25,,"101,515.70"
RESO - Resources,,AAF - Finance,,HMRC Oct 25 Student Loans,,,2,,CRINV0014917,,HM Revenue & Customs (Direct Debit),,,13/11/25,,"2,550.00"
RESO - Resources,,AAF - Finance,,HMRC Apprenticeship Levy Oct 25,,,3,,CRINV0014917,,HM Revenue & Customs (Direct Debit),,,13/11/25,,"2,847.00"
RESO - Resources,,AAF - Finance,,HMRC NI Oct 25,,,4,,CRINV0014917,,HM Revenue & Customs (Direct Debit),,,13/11/25,,"139,285.19"
ENVS - Environmental Services,,CAE - Waste Services,,subsistence charges,,,1,,CRINV0014950,,Environment Agency,,,25/11/25,,"1,092.66"
ENVS - Environmental Services,,CAE - Waste Services,,subsistence charges,,,2,,CRINV0014950,,Environment Agency,,,25/11/25,,"1,092.66"
ENVS - Environmental Services,,CAE - Waste Services,,subsistence charges,,,3,,CRINV0014950,,Environment Agency,,,25/11/25,,"1,092.68"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Charges ,,,1,,CRINV0014958,,Greenhalgh Kerr,,,18/11/25,,"4,327.80"
RESO - Resources,,AAB - Benefits & Customer Contact,,Non-Vat Disbursements - NNDR,,,1,,CRINV0014960,,Greenhalgh Kerr,,,18/11/25,,"2,059.80"
RESO - Resources,,AAB - Benefits & Customer Contact,,Interim Professional Charges - C/Tax,,,1,,CRINV0014961,,Greenhalgh Kerr,,,18/11/25,,"1,344.00"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Rent - 30.10.25 - 16.11.25,,,1,,CRINV0014976,,Onward Homes,,,25/11/25,,318.84
ENVS - Environmental Services,,CAB - Other Environmental Services,,Registration renewal,,,1,,CRINV0014982,,Environmental Leadership Ltd,,,27/11/25,,660.70
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Cemetery Audit,,,1,,CRINV0014983,,Embed,,,18/11/25,,"1,482.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Supplementary cleaning Rhyddings Park,,,1,,CRINV0014988,,ServiceMaster Clean Contract Services AAA,,,25/11/25,,722.53
PLAN - Planning & Transportation,,EAD - Planning,,Temp staff w/e 19.10.25 ,,,1,,CRINV0014989,,Vivid Resourcing,,,27/11/25,,"2,178.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Cleaning Nov 25,,,1,,CRINV0014991,,ServiceMaster Clean Contract Services AAA,,,25/11/25,,294.18
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Staff WE 02.11.25  ,,,1,,CRINV0014992,,Rapid Recruitment Ltd,,,25/11/25,,804.02
RESO - Resources,,AAF - Finance,,Period: 1.10.25 to 31.10.25,,,1,,CRINV0015007,,Lloyds Bank Cardnet,,,20/11/25,,"3,163.40"
RESO - Resources,,AAF - Finance,,Charges: 1.9.25 to 30.9.25,,,1,,CRINV0015009,,G4S Cash Solutions (UK) Limited,,,20/11/25,,320.42
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,1,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,14.30
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,2,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,15.37
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,3,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,714.73
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,4,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,"1,820.48"
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,5,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,668.07
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,6,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,"4,620.39"
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,7,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,87.53
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,8,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,"2,122.06"
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,9,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,76.92
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,10,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,467.29
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,11,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,"2,145.29"
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,12,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,691.27
RESO - Resources,,AAH - Facilities,,Gas various sites 01.10.25 ? 30.10.25,,,13,,CRINV0015027,,SEFE Energy - 10174064 Consolidated,,,18/11/25,,263.17
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Service agreement,,,1,,CRINV0015032,,Facultatieve Technologies,,,20/11/25,,"13,646.68"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Billing Period - 15.11.25 - 14.11.26,,,1,,CRINV0015035,,Team Viewer Gmbh,,,25/11/25,,428.30
PLAN - Planning & Transportation,,EAD - Planning,,2026 Membership,,,1,,CRINV0015036,,Royal Town Planning Institute (RTPI),,,27/11/25,,390.00
RESO - Resources,,AAG - Management Resources,,Cabinet Action Fund Grant - CAF57,,,1,,CRINV0015038,,Oswaldtwistle Girls Brigade,,,20/11/25,,"1,470.40"
RESO - Resources,,AAH - Facilities,,"Site 7 01/09/2025 - 30/09/2025 Peel
  Park Bowling Kiosk",,,1,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,45.91
RESO - Resources,,AAH - Facilities,,"Site 14 02/09/2025 -
  30/09/2025 Bandstand Oakhill Park",,,2,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,46.44
RESO - Resources,,AAH - Facilities,,"Site 25 26/07/2023 -
  01/09/2023 Wall of Rememberence Burnley Rd",,,3,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,29.43-
RESO - Resources,,AAH - Facilities,,"Site 25 26/07/2023 -
  01/09/2023 Wall of Rememberence Burnley Rd",,,4,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,18.44
RESO - Resources,,AAH - Facilities,,"Site 25 02/10/2023 -
  01/11/2023 Wall of Rememberence Burnley Rd",,,5,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,24.86-
RESO - Resources,,AAH - Facilities,,"Site 25 02/10/2023 -
  01/11/2023 Wall of Rememberence Burnley Rd",,,6,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.40
RESO - Resources,,AAH - Facilities,,"Site 25 02/11/2023 -
  01/12/2023 Wall of Rememberence Burnley Rd",,,7,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,25.56-
RESO - Resources,,AAH - Facilities,,"Site 25 02/11/2023 -
  01/12/2023 Wall of Rememberence Burnley Rd",,,8,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.52
RESO - Resources,,AAH - Facilities,,"Site 25 02/12/2023 -
  01/01/2024 Wall of Rememberence Burnley Rd",,,9,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,26.43-
RESO - Resources,,AAH - Facilities,,"Site 25 02/12/2023 -
  01/01/2024 Wall of Rememberence Burnley Rd",,,10,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.00
RESO - Resources,,AAH - Facilities,,"Site 25 02/01/2024 -
  01/02/2024 Wall of Rememberence Burnley Rd",,,11,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,26.47-
RESO - Resources,,AAH - Facilities,,"Site 25 02/01/2024 -
  01/02/2024 Wall of Rememberence Burnley Rd",,,12,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.00
RESO - Resources,,AAH - Facilities,,"Site 25 02/02/2024 -
  01/03/2024 Wall of Rememberence Burnley Rd",,,13,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,23.90-
RESO - Resources,,AAH - Facilities,,"Site 25 02/02/2024 -
  01/03/2024 Wall of Rememberence Burnley Rd",,,14,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.44
RESO - Resources,,AAH - Facilities,,"Site 25 01/04/2024 -
  01/05/2024 Wall of Rememberence Burnley Rd",,,15,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.00
RESO - Resources,,AAH - Facilities,,"Site 25 02/05/2024 -
  01/06/2024 Wall of Rememberence Burnley Rd",,,16,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.00
RESO - Resources,,AAH - Facilities,,"Site 25 02/06/2024 -
  01/07/2024 Wall of Rememberence Burnley Rd",,,17,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.72
RESO - Resources,,AAH - Facilities,,"Site 25 02/07/2024 -
  01/08/2024 Wall of Rememberence Burnley Rd",,,18,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.40
RESO - Resources,,AAH - Facilities,,"Site 25 02/08/2024 -
  01/09/2024 Wall of Rememberence Burnley Rd",,,19,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,23.34-
RESO - Resources,,AAH - Facilities,,"Site 25 02/08/2024 -
  01/09/2024 Wall of Rememberence Burnley Rd",,,20,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.00
RESO - Resources,,AAH - Facilities,,"Site 25 02/09/2024 -
  30/09/2024 Wall of Rememberence Burnley Rd",,,21,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,22.77-
RESO - Resources,,AAH - Facilities,,"Site 25 02/09/2024 -
  30/09/2024 Wall of Rememberence Burnley Rd",,,22,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.04
RESO - Resources,,AAH - Facilities,,"Site 25 01/10/2024 -
  01/11/2024 Wall of Rememberence Burnley Rd",,,23,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,25.43-
RESO - Resources,,AAH - Facilities,,"Site 25 01/10/2024 -
  01/11/2024 Wall of Rememberence Burnley Rd",,,24,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.50
RESO - Resources,,AAH - Facilities,,"Site 25 02/11/2024 -
  01/12/2024 Wall of Rememberence Burnley Rd",,,25,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,25.24-
RESO - Resources,,AAH - Facilities,,"Site 25 02/11/2024 -
  01/12/2024 Wall of Rememberence Burnley Rd",,,26,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.52
RESO - Resources,,AAH - Facilities,,"Site 25 02/12/2024 -
  31/12/2024 Wall of Rememberence Burnley Rd",,,27,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,25.24-
RESO - Resources,,AAH - Facilities,,"Site 25 02/12/2024 -
  31/12/2024 Wall of Rememberence Burnley Rd",,,28,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.92
RESO - Resources,,AAH - Facilities,,"Site 25 01/01/2025 -
  01/02/2025 Wall of Rememberence Burnley Rd",,,29,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,28.20-
RESO - Resources,,AAH - Facilities,,"Site 25 01/01/2025 -
  01/02/2025 Wall of Rememberence Burnley Rd",,,30,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.50
RESO - Resources,,AAH - Facilities,,"Site 25 02/02/2025 -
  01/03/2025 Wall of Rememberence Burnley Rd",,,31,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,24.69-
RESO - Resources,,AAH - Facilities,,"Site 25 02/02/2025 -
  01/03/2025 Wall of Rememberence Burnley Rd",,,32,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,13.57
RESO - Resources,,AAH - Facilities,,"Site 25 02/03/2025 -
  01/04/2025 Wall of Rememberence Burnley Rd",,,33,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,26.52-
RESO - Resources,,AAH - Facilities,,"Site 25 02/03/2025 -
  01/04/2025 Wall of Rememberence Burnley Rd",,,34,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.00
RESO - Resources,,AAH - Facilities,,"Site 25 02/04/2025 -
  01/05/2025 Wall of Rememberence Burnley Rd",,,35,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,24.06-
RESO - Resources,,AAH - Facilities,,"Site 25 02/04/2025 -
  01/05/2025 Wall of Rememberence Burnley Rd",,,36,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.52
RESO - Resources,,AAH - Facilities,,"Site 25 02/05/2025 -
  01/06/2025 Wall of Rememberence Burnley Rd",,,37,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,18.97-
RESO - Resources,,AAH - Facilities,,"Site 25 02/05/2025 -
  01/06/2025 Wall of Rememberence Burnley Rd",,,38,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,15.40
RESO - Resources,,AAH - Facilities,,"Site 25 02/06/2025 -
  01/07/2025 Wall of Rememberence Burnley Rd",,,39,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,18.49-
RESO - Resources,,AAH - Facilities,,"Site 25 02/06/2025 -
  01/07/2025 Wall of Rememberence Burnley Rd",,,40,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,14.52
RESO - Resources,,AAH - Facilities,,"01/09/2025 -
  30/09/2025 Community Hub - Fielding Lane",,,41,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,932.16-
RESO - Resources,,AAH - Facilities,,"01/09/2025 -
  30/09/2025 Community Hub - Fielding Lane",,,42,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,939.53
RESO - Resources,,AAH - Facilities,,"Site 32 02/09/2025 -
  30/09/2025 Bullough Park Pavilion",,,43,,CRINV0015045,,EDF Energy - 9044031649 Consolidated Invoice,,,20/11/25,,"1,256.32"
RESO - Resources,,AAB - Benefits & Customer Contact,,Disbursements,,,1,,CRINV0015049,,Stephensons Solicitors LLP,,,20/11/25,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Disbursements,,,2,,CRINV0015049,,Stephensons Solicitors LLP,,,20/11/25,,720.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Disbursements,,,1,,CRINV0015050,,Stephensons Solicitors LLP,,,20/11/25,,"3,664.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Disbursements,,,2,,CRINV0015050,,Stephensons Solicitors LLP,,,20/11/25,,"1,440.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Disbursements,,,1,,CRINV0015051,,Stephensons Solicitors LLP,,,20/11/25,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Disbursements,,,2,,CRINV0015051,,Stephensons Solicitors LLP,,,20/11/25,,720.00
LEGL - Legal & Democratic,,DAA - Democratic Services,,PA System,,,1,,CRINV0015055,,International Music Event Production,,,27/11/25,,300.00
LEGL - Legal & Democratic,,DAA - Democratic Services,,Equipment for Remembrance Day - Oak Hill Park,,,1,,CRINV0015059,,International Music Event Production,,,27/11/25,,300.00
PLAN - Planning & Transportation,,EAB - Engineers & Transportation,,Culvert clearance,,,1,,CRINV0015061,,Sterling Construction (Services) Ltd,,,25/11/25,,720.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Charges - 13.10.25 - 12.11.25,,,1,,CRINV0015065,,Water Plus - 4082169088 Pavillion Bullough Park,,,20/11/25,,"1,453.65"
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Christmas Tree Festival - Part 1,,,1,,CRINV0015075,,Accrington Community Events,,,25/11/25,,"1,500.00"
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Oswaldtwistle Lights Switch On,,,1,,CRINV0015076,,Accrington Community Events,,,25/11/25,,250.00
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Deposit - Accrington Christmas Lights 2025,,,1,,CRINV0015078,,Scott Dawson Advertising Ltd,,,25/11/25,,"14,400.00"
LEGL - Legal & Democratic,,DAG - Elections,,"Printing, Envelopes, Fees, Postage Charges",,,1,,CRINV0015081,,Civica Election Services,,,27/11/25,,"1,813.02"
LEGL - Legal & Democratic,,DAG - Elections,,"Printed Items, Envelopes, Fees",,,1,,CRINV0015082,,Civica Election Services,,,27/11/25,,"1,434.00"
LEGL - Legal & Democratic,,DAG - Elections,,Postage and Delivery Charges,,,2,,CRINV0015082,,Civica Election Services,,,27/11/25,,"6,184.04"
RESO - Resources,,AAF - Finance,,BRR & RSG November 25,,,1,,CRINV0015083,,"(DD) Department of Levelling Up, Housing & Comm...",,,20/11/25,,"165,546.00-"
RESO - Resources,,AAF - Finance,,BRR & RSG Central Share November 25,,,2,,CRINV0015083,,"(DD) Department of Levelling Up, Housing & Comm...",,,20/11/25,,"1,000,106.00"
RESO - Resources,,AAF - Finance,,BRR & RSG TR Payments November 25,,,3,,CRINV0015083,,"(DD) Department of Levelling Up, Housing & Comm...",,,20/11/25,,"8,048.00-"
RESO - Resources,,AAF - Finance,,BRR & RSG Surplus for 24-25 November 25,,,4,,CRINV0015083,,"(DD) Department of Levelling Up, Housing & Comm...",,,20/11/25,,"58,995.00"
RESO - Resources,,AAF - Finance,,Final Deficit for 23-24 November 25,,,5,,CRINV0015083,,"(DD) Department of Levelling Up, Housing & Comm...",,,20/11/25,,"2,017.00-"
ENVS - Environmental Services,,CAD - Town Centre & Markets,,Grant re Gt Hwd Town Crier Comp 25.10.25,,,1,,CRINV0015084,,Great Harwood Civic Society,,,25/11/25,,820.00
RESO - Resources,,AAH - Facilities,,Third interim payment for works carried out - HBC0000936,,,1,,CRINV0015085,,Greenable Construction Ltd,,,20/11/25,,"10,000.00"
RESO - Resources,,AAF - Finance,,RVBC Tariff Due November 25,,,1,,CRINV0015090,,(DD ONLY) Ribble Valley Borough Council,,,20/11/25,,"407,534.00"
ENVS - Environmental Services,,CAF - CVMU,,Agency staff - p/e 16.11.25 ,,,1,,CRINV0015094,,Autotech Recruit,,,20/11/25,,"1,287.60"
RESO - Resources,,AAB - Benefits & Customer Contact,,Recharge of Cleaning Costs @ Broadway Offices October 2025,,,1,,CRINV0015102,,Hyndburn Leisure,,,25/11/25,,"2,074.44"
RESO - Resources,,AAB - Benefits & Customer Contact,,Recharge of Electricity Costs @ ATH Broadway Offices,,,1,,CRINV0015103,,Hyndburn Leisure,,,25/11/25,,"1,684.70"
RESO - Resources,,AAB - Benefits & Customer Contact,,Recharge of Gas ATH Broadway Offices October 2025,,,2,,CRINV0015103,,Hyndburn Leisure,,,25/11/25,,630.18
RESO - Resources,,AAB - Benefits & Customer Contact,,Recharge of Water ATH Broadway Offices October 2025,,,3,,CRINV0015103,,Hyndburn Leisure,,,25/11/25,,105.91
RESO - Resources,,AAB - Benefits & Customer Contact,,Agency Costs - W/E 09/11/2025,,,1,,CRINV0015105,,Eden Brown Limited,,,25/11/25,,"1,212.12"
ENVS - Environmental Services,,CAF - CVMU,,Parts,,,1,,CRINV0015107,,Rob Mercer,,,25/11/25,,191.00
ENVS - Environmental Services,,CAF - CVMU,,Labour,,,2,,CRINV0015107,,Rob Mercer,,,25/11/25,,193.00
ENVS - Environmental Services,,CAF - CVMU,,Parts,,,1,,CRINV0015111,,Rob Mercer,,,25/11/25,,128.69
ENVS - Environmental Services,,CAF - CVMU,,Labour,,,2,,CRINV0015111,,Rob Mercer,,,25/11/25,,138.07
PLAN - Planning & Transportation,,EAA - Building Control,,Agency staff - w/e 14.11.25 ,,,1,,CRINV0015118,,Deekay Tech Recruitment Ltd,,,25/11/25,,"1,466.90"
RESO - Resources,,AAB - Benefits & Customer Contact,,Cleaning - ATH Sept 25,,,1,,CRINV0015120,,Hyndburn Leisure,,,25/11/25,,"2,377.78"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Charges ,,,1,,CRINV0015121,,Stephensons Solicitors LLP,,,27/11/25,,600.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Charges ,,,1,,CRINV0015122,,Stephensons Solicitors LLP,,,27/11/25,,600.00
ENVS - Environmental Services,,CAF - CVMU,,Parts,,,1,,CRINV0015136,,Rob Mercer,,,25/11/25,,252.55
ENVS - Environmental Services,,CAF - CVMU,,Labour,,,2,,CRINV0015136,,Rob Mercer,,,25/11/25,,274.66
RESO - Resources,,AAF - Finance,,LCC Ctax Precept November 25,,,1,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"3,847,031.00"
RESO - Resources,,AAF - Finance,,LCC Ctax Deficit 24/25,,,2,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"38,937.00-"
RESO - Resources,,AAF - Finance,,LCC NDR Precept November 25,,,3,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"225,024.00"
RESO - Resources,,AAF - Finance,,LCC NDR Surplus 24/25,,,4,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"12,820.00"
RESO - Resources,,AAF - Finance,,Fire Ctax Precept November 25,,,5,,CRINV0015144,,Lancashire County Council (Direct Debit Payments),,,27/11/25,,"198,869.00"
