Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 1.6.18,B000019591/59823,HAYS,25/06/2018,840.28
DEVELOPMENT,AGENCY STAFF,TEMP STAFF W/E 1.6.18,B000019591/59823,HAYS,25/06/2018,935.58
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 15.6.18,B000019591/59823,HAYS,25/06/2018,1036.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 8.6.18,B000019591/59823,HAYS,25/06/2018,1056.44
DEVELOPMENT,AGENCY STAFF,TEMP STAFF W/E 8.6.18,B000019591/59823,HAYS,25/06/2018,1189.68
DEVELOPMENT,AGENCY STAFF,TEMP STAFF W/E 15.6.18,B000019591/59823,HAYS,25/06/2018,1192.72
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,VALUATION 7 ,B000019591/7524,ROSS LEE CONSTRUCTION LTD,25/06/2018,53803.63
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,HP Probook 450,B000019592/1106,B T BUSINESS DIRECT,25/06/2018,516.07
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,WGXTM 3 yr renewal LSS,B000019592/29231,SEC-1 LIMITED,25/06/2018,362.09
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019592/30178,B3P SERVICES LTD,25/06/2018,4184.58
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019592/7874,STANNAH LIFT SERVICES LIMITED,25/06/2018,1198.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019593/45450,MERCERS BUILDERS LTD,25/06/2018,3940.00
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV - APRIL 18,B000019593/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,25/06/2018,7316.37
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV - MARCH 18,B000019593/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,25/06/2018,7320.78
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 03.06.18,B000019594/19414,HEADS RECRUITMENT LIMITED,25/06/2018,723.54
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 10.6.18 ,B000019594/19414,HEADS RECRUITMENT LIMITED,25/06/2018,910.26
HYNDBURN CEMETERIES,MEMORIAL WALL,MEMORIAL WALL WORK ACCRINGTON CEMETERY,B000019594/43726,HOWARTH'S MEMORIALS,25/06/2018,2345.23
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK  11.06.18 TO 17.06.18 ,B000019594/55740,RAPID RECRUITMENT LTD,25/06/2018,1463.01
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WK 11.06.18 TO 17.06.18 ,B000019594/55740,RAPID RECRUITMENT LTD,25/06/2018,5719.28
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT HIGHAMS,B000019594/57700,MASTER GROUND SERVICES,25/06/2018,6053.50
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF WK 7.5.18 TO 13.5.18 AND 14.05.18 TO 20.05.18/  21.5.18 TO 27.5.18,B000019594/58023,BUCKINGHAM FUTURES LTD,25/06/2018,723.58
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,INTERIM PAYMENT NUMBER 9 RHYDDINGS COACH HOUSE AND KITCHEN,B000019594/7524,ROSS LEE CONSTRUCTION LTD,25/06/2018,105298.09
VEHICLE MAINT SUPERVISION,FUEL STOCK,CROWN DIESEL ISSUED ,B000019594/7658,SAMUEL COOKE & CO LTD,25/06/2018,22795.24
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,SITE VISIT FOR CREAMATOR REPAIR TEMIR REGULARITIES,B000019594/8652,THE PHOENIX PARTNERSHIP,25/06/2018,778.50
UNDERSPENDS,CIVIC SUNDAY EXPENSES,TEMP STAFF W/E 15.6.18,B000019600/22288,ADECCO UK LIMITED,27/06/2018,517.26
CORPORATE PROPERTY,LAUNDRY,ADVERTISING FEES FO,B000019600/26757,TREVOR DAWSON LTD,27/06/2018,1093.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CONTROL OF GIANT HOGWEED,B000019600/30834,LANCASHIRE WILDLIFE TRUST,27/06/2018,400.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 17.6.18,B000019600/33923,EDEN BROWN LTD,27/06/2018,1010.10
UNDERSPENDS,MARKETING COMMUNICATIONS,PARTNERSHIP AGREEMENT,B000019600/54892,MARKETING LANCASHIRE LTD,27/06/2018,3010.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 17.6.18,B000019600/55150,VENN GROUP LIMITED,27/06/2018,928.98
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W/E 29.5.18,B000019600/59730,BLACKBURN SKIPS LIMITED,27/06/2018,1755.00
LICENSING,EQUIPMENT-RESALE,GOODS FOR TAXI LICENSING,B000019600/60103,NEWAUTO LTD,27/06/2018,1811.50
ACCRINGTON MARKET,CLEANING MATERIALS,CLEANING MATERIALS,B000019600/7033,OPTION HYGIENE,27/06/2018,257.22
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS, 30 INCH HEDGE TRIMMER,B000019601/1192,DICK LEIGH CHAINSAW SPECIALIST,27/06/2018,339.00
HYNDBURN CEMETERIES,NEW EQUIPMENT,"1 x Toro 21"" 3 speed heavy duty Mower",B000019601/1640,GIBSONS GARDEN MACHINERY LTD,27/06/2018,899.00
HYNDBURN CEMETERIES,NEW EQUIPMENT,1 x Kubota Z122R Ride-on & 2 Keys,B000019601/1640,GIBSONS GARDEN MACHINERY LTD,27/06/2018,3655.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT FOR DUNKENHALGH WAY,B000019601/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,27/06/2018,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000019601/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,27/06/2018,540.00
STREET CLEANSING,PUBLIC CONTRACTORS WORK,GRASS VERGE CUTTING,B000019601/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,27/06/2018,1800.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,WALLS AND BALUSTRADE AS PER QUOTE ,B000019601/49892,KEN HOWE NATURAL STONE SUPPLIES,27/06/2018,3950.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,10LTR MAXI CROP 2 MOSS KILLER,B000019601/51506,PROGREEN WEED CONTROL SOLUTIONS LTD,27/06/2018,795.00
REFUSE/CLEANSING ADMIN STAFF,FIRE RISK ASSESSMENTS,PROVIDE ALL RISK ASSESSMENTS ,B000019601/60107,FIRE COMPLIANCE MANAGEMENT SERVICES,27/06/2018,6470.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,TO SUPPLY AND DELIVER: GARANTIA LI-LO 3000,B000019601/60563,RAINCATCHER PRODUCTS AND SERVICES LTD,27/06/2018,1096.00
DEV CONTROL,DEV CONTROL SYSTEM,UNIFORM CONNECTOR MAINT,B000019606/32441,IDOX SOFTWARE LTD,30/06/2018,1200.00
ACCRINGTON MARKET,GENERAL CONTRIBUTIONS,SERVICE CHARGERS FOR KIOSK,B000019606/48913,THREADNEEDLE UK PROPERTY TRUST,30/06/2018,683.90
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000019606/57883,MUSEUMS & GALLERIES,30/06/2018,283.38
ACCRINGTON MARKET,MARKETING INITIATIVES,MUSIC LICENCE,B000019606/60557,PPL PRS LTD,30/06/2018,556.70
UNDERSPENDS,MATERIALS-MISC,MISCELLEANEOUS,B000019606/60689,RAILCAM UK LTD,30/06/2018,350.00
ACCRINGTON MARKET,WATER CHARGES,WATER M/HALL  29.4.18 - 27.5.18,B000019606/8325,WATER PLUS LTD,30/06/2018,601.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019607/32120,THYSSENKRUPP ENCASA,30/06/2018,4580.00
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,AGENCY FEES,B000019607/46341,MORGAN HUNT UK LTD,30/06/2018,1067.08
HUMAN RESOURCES,TRAINING EXPENSES,COUNSELLING SKILLS TRAINING,B000019607/54736,MEL THOMAS,30/06/2018,696.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF  W/E 11.6.18,B000019607/58852,OYSTER PARTNERSHIP,30/06/2018,831.94
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,TREE STOCK,B000019607/59538,CHEVIOT TREES LTD,30/06/2018,311.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE BOX,B000019609/1164,DENNIS EAGLE LIMITED,30/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,"BATTERY STORAGE, WARNING BUZZER",B000019609/1164,DENNIS EAGLE LIMITED,30/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,"BATTERY STORAGE, WARNING BUZZER",B000019609/1164,DENNIS EAGLE LIMITED,30/06/2018,700.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,REFUSE VEHICLE RENTAL VK18 OMM,B000019609/46880,SPECIALIST FLEET SERVICES LTD,30/06/2018,37088.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,RENTAL VK18 OMO,B000019609/46880,SPECIALIST FLEET SERVICES LTD,30/06/2018,37088.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE RENTAL VK18 OMP,B000019609/46880,SPECIALIST FLEET SERVICES LTD,30/06/2018,37088.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,RENTAL VK18 OMR,B000019609/46880,SPECIALIST FLEET SERVICES LTD,30/06/2018,37088.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKE PLATES,B000019609/60483,WASTEPARTS UK LTD,30/06/2018,250.04

