Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAMEPLATES,B000019961/38733,MARCHBRIDGE BUILDERS LTD,24/01/2019,2466.00
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REF AUTHORISATION,B000019963/7171,PEEL HOUSE MEDICAL PRACTICE,24/01/2019,2610.00
CORPORATE,HORSE REMOVAL FRM COUNCIL LAND,RISK ASSESSMENT ,B000019961/61349,ENFORCEMENT BAILIFFS LTD,24/01/2019,5450.00
HOUSING ADVICE,GRANTS,APPLE IPAD WI-FI + CELLUAR 32GB ,B000019964/52932,INSIGHT DIRECT (UK) LTD,25/01/2019,340.76
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,EXTERNAL GRADE CABLE LINK,B000019964/7968,T I S LTD,25/01/2019,380.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,VRANGER SUPPORT RENEWAL,B000019964/42067,XICON LIMITED,25/01/2019,588.10
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXI LICENSING,B000019964/60103,NEWAUTO LTD,25/01/2019,777.90
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019965/25868,HYNDBURN PLUMBING & HEATING SERVICES,25/01/2019,3173.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019964/59806,GREENWOOD PLUMBERS,25/01/2019,4135.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,DELL SC-V3020 3U X 30 DRIVE STORAGE ,B000019964/1157,DELL COMPUTER CORPORATION LTD,25/01/2019,55000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,HLF C4 ACTIVITY AT THI HAG,B000019968/61138,HISTORY NEEDS YOU,28/01/2019,350.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,DESIGN FEES CONCEPT,B000019968/24110,NEWGROUND CIC,28/01/2019,450.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 20.1.19,B000019968/46341,MORGAN HUNT UK LTD,28/01/2019,891.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 20/01/2019,B000019968/55150,VENN GROUP LIMITED,28/01/2019,962.00
WOODNOOK VALE ENTRANCE IMPS,OTHER FEES,PROJECT MANAGEMENT FEES,B000019968/60561,PROFFITS - INVESTING IN COMMUNITIES,28/01/2019,1442.50
Corporate Property Bus Unit,ADVERTISING,VACANCY AD,B000019968/56543,REED BUSINESS INFORMATION LTD,28/01/2019,1609.00
ROYDS ST LNR IMPROVEMENT,OTHER FEES,DESIGN FEES STAGE D,B000019968/46449,NEWGROUND CIC,28/01/2019,1820.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019969/51317,PRISM MEDICAL UK,28/01/2019,3516.91
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REPAIRS TO STEAM CLEANER,B000019972/30368,SCL,30/01/2019,260.60
LICENSING,EQUIPMENT-RESALE,700 STICKERS,B000019974/61372,PRIVATE HIRE & TAXI MONTHLY LTD,30/01/2019,310.00
STRAT DIRECTOR COMM. SERVICES,SUBSIDISED PROFESSIONAL SUBS,CIPFA MEMBERSHIP JAN 19 - DEC 19,B000019975/58814,CIPFA,30/01/2019,325.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,IDLER PULLEY,B000019972/7688,AEBI SCHMIDT UK LTD,30/01/2019,406.49
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KITS,B000019972/1164,DENNIS EAGLE LIMITED,30/01/2019,514.90
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SCREEN ETC,B000019972/442,BALMERS GARDEN MACHINERY,30/01/2019,543.33
HUMAN RESOURCES,TRAINING EXPENSES,1ST INSTALMENT - MGT QUALIFICATION,B000019973/16561,MANCHESTER METROPOLITAN UNIVERSITY,30/01/2019,1028.00
HUMAN RESOURCES,TRAINING EXPENSES,2ND INSTALMENT - MGT QUALIFICATION,B000019973/16561,MANCHESTER METROPOLITAN UNIVERSITY,30/01/2019,1028.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,TOWN HALL REFURISHMENT SURVEY,B000019973/61395,WELDLAG LTD,30/01/2019,1795.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VALUATION 2019/19,B000019974/61217,DVS PROPERTY SERVICES,30/01/2019,3500.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019974/34573,MR R WILCOCK,30/01/2019,3980.00
LEISURE IN HYNDBURN,RENT AND HIRE OF PREMISES,USE OF NORDEN SPORTS CENTRE - APR 17- 31 OCT 17,B000019973/61398,HYNDBURN ACADEMY,30/01/2019,23271.32
MARKETS - OPERATIONS,CLEANING MATERIALS,CLEANING MATERIALS,B000019979/7033,OPTION HYGIENE,31/01/2019,315.94
HUMAN RESOURCES,FIRST AID COURSES,FIRST AID TRAINING,B000019978/37618,ABC NORTH WEST LTD,31/01/2019,331.55
MARKETS - OPERATIONS,MARKETING INITIATIVES,ADVERT DEC 18,B000019978/60625,REACH PUBLISHING SERVICES LTD,31/01/2019,520.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,2ND 50% FOR PROJECTION ON REMEMBRANCE SUNDAY,B000019980/60788,ILLUMINOS,31/01/2019,10425.00
P & C G,IT,WILDCARD RENEWAL,P-CARD JAN 19,GODADDY.COM,18/12/2018,459.98
P & C G,LEGAL,SUBSCRIPTION,P-CARD JAN 19,THE LAW SOCIETY,18/12/2018,368.00
REGENERATION,HOUSING,SUBSCRIPTION,P-CARD JAN 19,WWW.CIOB.ORG.UK,04/01/2019,287
P & C G,IT,COMPUTER EQUIPMENT,P-CARD JAN 19,ORANGE,09/01/2019,1949.90
ENVIRONMENTAL SERVICES,PARKS,TABLES,P-CARD JAN 19,WWW.STAC.CO.UK,11/01/2019,279.60
HOUSING BENEFIT ADMIN,SWIPE CARDS,DECEMBER,31185,ALLPAY.NET LTD,14/01/2019,1754.92
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  DECEMBER,31185,G4S CASH SOLUTIONS,15/01/2019,318.07
BANK CHARGES,BANK CHARGES,STREAMLINE,31209,NATWEST BANK,21/01/2019,2308.42
BANK CHARGES,BANK CHARGES,STREAMLINE,31209,NATWEST BANK,21/01/2019,1291.38

