Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PROPOSED SELEC LICENSING 2017,FEES-ANALYSTS & CONSULTANTS,HOUSING MARKET PERFORMANCE,B000023117/53366,ARC4 LTD,16-Mar-22,995
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF  - W/C 28.02.2022,B000023119/58852,OYSTER PARTNERSHIP,16-Mar-22,1092
ADMINISTRATION SERVICES,AGENCY STAFF,TEMP STAFF - FEBRUARY 22,B000023117/50873,SERVICEMASTER,16-Mar-22,1196
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,EXTENSION OF LEASE,B000023117/37942,JCB FINANCE LTD,16-Mar-22,1230
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 21.2.22,B000023117/58852,OYSTER PARTNERSHIP,16-Mar-22,1426.62
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 24.1.22,B000023117/58852,OYSTER PARTNERSHIP,16-Mar-22,1442.22
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 7.2.22,B000023117/58852,OYSTER PARTNERSHIP,16-Mar-22,1443
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 14.2.22,B000023117/58852,OYSTER PARTNERSHIP,16-Mar-22,1443.78
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 31.1.22,B000023117/58852,OYSTER PARTNERSHIP,16-Mar-22,1445.73
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,CONT TO PENNINE LANCS CSP'S,B000023117/28873,BLACKBURN WITH DARWEN B.C.,16-Mar-22,1500
ACCOUNTANCY,ADVERTISING,JOB ADVERT,B000023116/62354,REDACTIVE PUBLISHING LTD,16-Mar-22,1848
SCAITCLIFFE HOUSE RECEPTION,CONTRACTOR OTHER,SCAITCLIFFE RECEPTION,B000023115/24998,FULL CIRCUIT FIRE & SECURITY LTD,16-Mar-22,1934.07
COMPUTER SERVICES,TELEPHONES,CHARGES - 1.2.22 TO 28.2.22,B000023117/46800,CLOUDCOCO,16-Mar-22,2361.13
COMPUTER SERVICES,TELEPHONES,CHARGES - 1.3.22 TO 31.3.22,B000023117/46800,CLOUDCOCO,16-Mar-22,2373.12
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023117/7874,STANNAH LIFT SERVICES LIMITED,16-Mar-22,2708
Tree Project PlanT,MISCELLANEOUS,TREESCAPES- PLANTING OF TREES,B000023116/55411,WOODY (HYNDBURN) C I C,16-Mar-22,3000
HAG POTTING SHED PAIP,CONTRACTOR OTHER,HAWORTH ART AC EQUIPT TO POTTING SHED,B000023114/67024,AIRCO,16-Mar-22,3306.13
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023117/59806,GREENWOOD PLUMBERS,16-Mar-22,3736.72
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE EXTENSION,B000023117/37942,JCB FINANCE LTD,16-Mar-22,3875.14
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023116/25868,HYNDBURN PLUMBING & HEATING SERVICES,16-Mar-22,5063.5
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023116/31295,ASTOR-BANNERMAN (MEDICAL)LTD,16-Mar-22,10327.9
INSURANCES,PREMIUMS PAID,GROUP LIFE INSURANCE RENEWAL,B000023114/60858,METLIFE,16-Mar-22,13040
HLC ROOF & ELEC SUB STATION,CONTRACTOR OTHER,DECARB ROOF VAL 4,B000023113/48468,ALLIANCE LEISURE SERVICES LTD,16-Mar-22,101315.2
PSDS HLC,CONTRACTOR OTHER,HLC DECARB VAL 4,B000023115/48468,ALLIANCE LEISURE SERVICES LTD,16-Mar-22,306484.33
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,AEBI REPAIRED,B000023129/7688,AEBI SCHMIDT UK LTD,18-Mar-22,342.5
COVID 19,PRIVATE CONTRACTORS WORK,SUPPLEMENTARY CLEANING,B000023129/50873,SERVICEMASTER,18-Mar-22,597.87
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,MARCH SUP CLEAN,B000023128/50873,SERVICEMASTER,18-Mar-22,1234.13
STREET CLEANSING,IMPLEMENTS & TOOLS,4150 PADLOCKS ALL KEYED ,B000023138/41229,POWELL HARDWARE LTD,21-Mar-22,331.2
ADMINISTRATION SERVICES,AGENCY STAFF,CLEANING - DEC 21,B000023139/50873,SERVICEMASTER,21-Mar-22,441.6
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAYS WILLOWS LANE,B000023133/9294,STANLEY BROTHERS (TIPPERS) LTD,21-Mar-22,450
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 13.03.2022,B000023133/19414,HEADS RECRUITMENT LIMITED,21-Mar-22,540.54
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION,B000023132/66036,MARSTON (HOLDINGS) LTD,21-Mar-22,695.01
ACCOUNTANCY,ADVERTISING,JOB ADVERT ,B000023132/67553,PREPARED MEDIA LIMITED,21-Mar-22,795
PROPOSED SELEC LICENSING 2017,LEGAL FEES,PROFESSIONAL FEES,B000023132/60525,MR DEAN UNDERWOOD,21-Mar-22,800
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,HOUSING RENT,B000023132/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,21-Mar-22,870.04
ADMINISTRATION SERVICES,AGENCY STAFF,CLEANING - NOV 21,B000023139/50873,SERVICEMASTER,21-Mar-22,910.8
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 13.3.22,B000023139/46341,MORGAN HUNT UK LTD,21-Mar-22,1004.92
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 13.3.22,B000023139/33923,EDEN BROWN LIMITED,21-Mar-22,1010.1
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 6.2.22,B000023139/33923,EDEN BROWN LIMITED,21-Mar-22,1010.1
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 13.3.22,B000023139/60568,CUMMINS MELLOR,21-Mar-22,1097.25
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 6.3.22,B000023139/55150,VENN GROUP LIMITED,21-Mar-22,1110.3
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF W/E 13.3.22,B000023139/33923,EDEN BROWN LIMITED,21-Mar-22,1147
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION,B000023132/66036,MARSTON (HOLDINGS) LTD,21-Mar-22,1172.64
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,FIT REBOUND PANELS TO BALLCOURTS AT OAKHILL,B000023138/20,A BYRNE FENCING,21-Mar-22,1184
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 13.03.22,B000023132/61657,G2 RECRUITMENT SOLUTIONS,21-Mar-22,1248.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 13.03.22,B000023132/61657,G2 RECRUITMENT SOLUTIONS,21-Mar-22,1265.4
PARKS & OPEN SPACES,MATERIALS-DIRECT,PALLET OF BOWCOM SUPREME PLUS RED SPOT,B000023138/57563,BOWCOM,21-Mar-22,1356.5
ACCOUNTANCY,ADVERTISING,JOB ADVERT,B000023134/66386,JOBS GO PUBLIC RESSOURCING LTD,21-Mar-22,1400
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WC 07.03.22,B000023132/58852,OYSTER PARTNERSHIP,21-Mar-22,1443
HOUSING ADVICE,AGENCY STAFF,STAFF PE 13.03.22,B000023132/61860,VIVID RESOURCING,21-Mar-22,1468.67
STREET CLEANSING,DOG BAGS,"1,000,000  RED DOG WASTE SACKS",B000023138/19799,DURASAK,21-Mar-22,1593
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION,B000023132/66036,MARSTON (HOLDINGS) LTD,21-Mar-22,1985.47
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,CIVICA CHIP AND PIN SERVICES,B000023132/17209,CIVICA UK LIMITED,21-Mar-22,2380
COVID BACKFILL,AGENCY STAFF,STAFF WC 07.03.22,B000023132/58852,OYSTER PARTNERSHIP,21-Mar-22,2385
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023134/7874,STANNAH LIFT SERVICES LIMITED,21-Mar-22,3182
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023134/30178,B3P SERVICES LTD,21-Mar-22,3414.6
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,ANNUAL SOFTWARE SUPPORT 25.4.55 - 24.4.23,B000023139/65823,NEC SOFTWARE SOLUTIONS UK LTD,21-Mar-22,4000
HAG RESTORATION & LIGHTING,CONTRACTOR OTHER,REPAIRS TO BILLIARD ROOM,B000023139/59128,GEORGE PEARCE & SONS LTD,21-Mar-22,8434
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DEVELOPMENT FUND 2022/23,B000023139/65220,CAPITA  BUSINESS SERVICES LTD,21-Mar-22,8693
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,CIVICA WPSI,B000023132/17209,CIVICA UK LIMITED,21-Mar-22,13000
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE MAINTENANCE,B000023132/65220,CAPITA  BUSINESS SERVICES LTD,21-Mar-22,50055.13
LEISURE IN HYNDBURN,GRANTS-GENERAL,LCC WEIGHT MANAGEMENT GRANT Q1 - 3,B000023132/29112,HYNDBURN LEISURE,21-Mar-22,66084
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,ASH TREES PLANTATION WOODLAND,B000023144/55411,WOODY (HYNDBURN) C I C,23-Mar-22,295
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MILNSHAW PAVILLION CLEANING,B000023145/50873,SERVICEMASTER,23-Mar-22,299
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023144/67573,S DEWHURST PLUMBING HEATING & FIREPLACES,23-Mar-22,495
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,REPAIR AND SERVICE  ,B000023101/58111,MRB WORKSHOP SERVICES,23-Mar-22,571.95
HYNDBURN CEMETERIES,WATER CHARGES,WATER BILL - ACCY CEM,B000023145/8325,WATER PLUS LTD,23-Mar-22,600.71
HYNDBURN CEMETERIES,WATER CHARGES,WATER BILL - DILL HALL CEM,B000023145/8325,WATER PLUS LTD,23-Mar-22,622.45
Tree Project PlanT,MISCELLANEOUS,TREESCAPES COMM ENGAGEMENT PAYMENT 4,B000023144/61128,PROFFITTS,23-Mar-22,714
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,TREE FELLING,B000023144/55074,SCOTT MITCHELL,23-Mar-22,780
HOUSING ADVICE,GRANTS,HOUSING RENT,B000023144/61921,LANDMARK PROPERTY MANAGEMENT,23-Mar-22,860
HYNDBURN CEMETERIES,MATERIALS-DIRECT,FLAMBANK CHEST,B000023145/36319,LANDSCAPE SUPPLY COMPANY,23-Mar-22,1059
Tree Project PlanT,MISCELLANEOUS,TRESCAPE ACTIVITIES,B000023144/61128,PROFFITTS,23-Mar-22,1422
PEEL PARK ENTERANCE IMPROVEMEN,CONTRACTOR OTHER,BESPOKE CARVED BENCH AT PEEL PARK,B000023149/61600,RICK GOODWIN,23-Mar-22,1500
HYNDBURN CEMETERIES,KERBSTONE GRAVES,MONUMENTAL MASON WORK,B000023145/604,BRENT STEVENSON MEMORIALS,23-Mar-22,1916.67
Tree Project PlanT,MISCELLANEOUS,TREESCAPES ACTIVITIES  COMMUNITY GARDENS ETC,B000023144/9249,PROSPECTS FOUNDATION,23-Mar-22,2059.98
ECONOMIC DEVELOPMENT LEVEL UP,FEES-ANALYSTS & CONSULTANTS,FEB 22,B000023144/66485,CHEREGEN,23-Mar-22,2083.33
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL REPAIR TO RAD,B000023152/59248,LANCASHIRE GAS SERVICES,24-Mar-22,273.6
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,WC HOT WATER REPAIR,B000023152/37017,PILKINGTON BROS (CHURCH) LTD,24-Mar-22,395
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL PARK REPAIRS TO BURST PIPE AND WORKS,B000023152/59248,LANCASHIRE GAS SERVICES,24-Mar-22,743
LIBRARY ST DEPOT,ASSET MAINT R&M,CVMU  GAS SERVICE,B000023150/59248,LANCASHIRE GAS SERVICES,24-Mar-22,780
DEVELOPMENT CONTROL B.U.,BASIC PAY,STAFF WE 13TH AND 20TH MARCH 22,B000023150/67448,MACDONALD & COMPANY,24-Mar-22,1649.2
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,NEW CHAPEL DOORS,B000023152/37017,PILKINGTON BROS (CHURCH) LTD,24-Mar-22,2376.44
DEVELOPMENT CONTROL B.U.,BASIC PAY,STAFF WE 27.2.22  06.03.22  13.03.22,B000023150/67448,MACDONALD & COMPANY,24-Mar-22,4541.89
LEGAL SERVICES,GENERAL CONTRIBUTIONS,YOUTH HUB PROJECT COMMUNITY GRANT,B000023152/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,24-Mar-22,8053
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,STALL 4 PANELLING,B000023156/65965,TONY HOWARTH JOINERY,25-Mar-22,990
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,STEAM MODEL CASE & DOORS,B000023156/65965,TONY HOWARTH JOINERY,25-Mar-22,1535
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH - RESEAL WINDOWS,B000023166/37017,PILKINGTON BROS (CHURCH) LTD,28-Mar-22,279.47
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,DEBRIS CLEARANCE - OSW,B000023162/1248,CAMPBELL CONSTRUCTION,28-Mar-22,290
CORPORATE PROPERTY,FIRE BUILDINGS & CONTENTS,INSURANCE RECHARGE - PEEL STREET,B000023166/48913,THREADNEEDLE UK PROPERTY TRUST,28-Mar-22,293.19
CORPORATE PROPERTY,PROPERTY,PRODUCE CONDITION REPORT - ELMFIELD HALL,B000023165/39718,GLOVERS PROJECT SERVICES LTD,28-Mar-22,325
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING MATERIALS,B000023166/7033,OPTION HYGIENE,28-Mar-22,325.76
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,REPLACE LIGHTS - GH CLOCK,B000023166/27030,LIGHTING AND BUILDING SERVICES LTD,28-Mar-22,350
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,COPIER CHARGES,B000023162/62209,RIGBY CAPITAL LTD,28-Mar-22,393.22
HAG RESTORATION & LIGHTING,CONTRACTOR OTHER,RE HANGING OF PAINTING,B000023167/2496,LANCASHIRE COUNTY COUNCIL,28-Mar-22,420
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,COPIER CHARGES,B000023162/62209,RIGBY CAPITAL LTD,28-Mar-22,428.22
LEISURE IN HYNDBURN,ASSET MAINT R&M,INSTALL NEW FIRE ALARM RELAYS,B000023165/24998,FULL CIRCUIT FIRE & SECURITY LTD,28-Mar-22,472.56
ACCRINGTON CREMATORIUM,MERCURY ABATEMENT,MERCURY ABATEMENT COSTS,B000023163/55094,CAMEO LTD,28-Mar-22,495
CORPORATE PROPERTY,FIRE RISK ASSESSMENTS,AUDIT REPORT - ELMFIELD HALL,B000023165/60107,FIRE COMPLIANCE MANAGEMENT SERVICES,28-Mar-22,495
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/E 14.3.22,B000023165/58852,OYSTER PARTNERSHIP,28-Mar-22,530
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,DEBRIS CLARANCE - OSW,B000023162/1248,CAMPBELL CONSTRUCTION,28-Mar-22,580
CORPORATE PROPERTY,RENT AND HIRE OF PREMISES,SERVICE CHARGE - PEEL STREET,B000023166/48913,THREADNEEDLE UK PROPERTY TRUST,28-Mar-22,581.48
LOCAL TAXATION,OFFICE CONSUMABLES,COUNCIL TAX BILLS,B000023166/1110,DALTON & CO (PRINTERS) LTD,28-Mar-22,596
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,EMPTY TANK AND JET PIPE,B000023165/1248,CAMPBELL CONSTRUCTION,28-Mar-22,640
LOCAL TAXATION,COMPUTER RENTAL & MAINT,CVICA PAY 3DSV2 ANNUAL FEES,B000023162/17209,CIVICA UK LIMITED,28-Mar-22,666.66
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,STATIONERY 2022,B000023165/57679,CRITIQOM,28-Mar-22,846.8
PEST CONTROL,AGENCY STAFF,TEMP STAFF W/C 14.03.2022,B000023163/58852,OYSTER PARTNERSHIP,28-Mar-22,918.96
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 20.3.22,B000023165/61657,G2 RECRUITMENT SOLUTIONS,28-Mar-22,999
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 20.3.22,B000023162/46341,MORGAN HUNT UK LTD,28-Mar-22,1004.92
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 14.03.2022,B000023163/58852,OYSTER PARTNERSHIP,28-Mar-22,1032
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 13.3.22,B000023162/55150,VENN GROUP LIMITED,28-Mar-22,1110.3
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023161/61433,JCM STEEL FABRICATIONS LTD,28-Mar-22,1130
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF W/E 20.3.22,B000023162/33923,EDEN BROWN LIMITED,28-Mar-22,1147
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 20.3.22,B000023165/61657,G2 RECRUITMENT SOLUTIONS,28-Mar-22,1265.4
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 6.3.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 23.1.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 30.1.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 6.2.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 20.3.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 13.2.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 13.3.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF W/E 20.2.22,B000023167/66417,CARRINGTON WEST LIMITED,28-Mar-22,1293.75
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,VIDEO DRAIN PIPE INSPECTION CAMERA,B000023164/56666,SOUTH SURVEY LTD,28-Mar-22,1395
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 14.3.22,B000023165/58852,OYSTER PARTNERSHIP,28-Mar-22,1443
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 14.3.22,B000023165/58852,OYSTER PARTNERSHIP,28-Mar-22,1451.94
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 20.3.22,B000023162/61860,VIVID RESOURCING,28-Mar-22,1474.19
LEISURE IN HYNDBURN,ASSET MAINT R&M,REPLACE DETECTOR BATTERIES,B000023165/24998,FULL CIRCUIT FIRE & SECURITY LTD,28-Mar-22,1560.66
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 6.2.22,B000023165/61657,G2 RECRUITMENT SOLUTIONS,28-Mar-22,1583.1
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 7.3.22,B000023165/58852,OYSTER PARTNERSHIP,28-Mar-22,1589.7
HAG RESTORATION & LIGHTING,CONTRACTOR OTHER,CURTAINS AT HAWORTH,B000023166/63114,LOUISE TATTERSALL BUSINESS,28-Mar-22,1641
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,OPEN SPACE AUDIT,B000023167/31450,KNIGHT KAVANAGH & PAGE,28-Mar-22,2095
Asbestos removal various sites,CONTRACTOR OTHER,REMOVE BOILER AND ASBESTOS - BROADWAY,B000023162/40686,ASSIST FM LTD,28-Mar-22,2200
HUMAN RESOURCES,OD AND EQUALITY,PROPOINT SOFTWARE TRAINING,B000023167/65220,CAPITA  BUSINESS SERVICES LTD,28-Mar-22,2600
SCAITCLIFFE HOUSE RECEPTION,CONTRACTOR OTHER,ADDITIONAL WORKS - SCAITCLIFFE,B000023166/37017,PILKINGTON BROS (CHURCH) LTD,28-Mar-22,2733.12
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,LOCAL PLAN HRA SCREENING,B000023167/35547,G SKELCHER & C DAY,28-Mar-22,2970
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,"ASH DIEBACK, OSW",B000023161/22189,ROY CATTERMOLE (TREE SURGEON),28-Mar-22,3000
LOCAL TAXATION,COMPUTER RENTAL & MAINT,CIVICPAY- ESTORE 2 - ANNUAL FEES,B000023162/17209,CIVICA UK LIMITED,28-Mar-22,3000
HYNDBURN CEMETERIES,HEADSTONE SAFETY,FOOTPATH WORKS,B000023163/58049,BREWERS CONTRACTORS LTD,28-Mar-22,3150
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023161/30178,B3P SERVICES LTD,28-Mar-22,3417
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,ACCRINGTON ACRE PROJECT SERVICES FEE,B000023163/66574,CBRE LTD,28-Mar-22,3500
HYNDBURN CEMETERIES,HEADSTONE SAFETY,RESURFACING PATHWAY AT ACC CEM,B000023165/39714,MR T HANSON,28-Mar-22,3950
XMAS DECORATIONS,CONTRACTOR OTHER,INSTALL CONVERSION SOCKETS,B000023166/2496,LANCASHIRE COUNTY COUNCIL,28-Mar-22,3995
REGISTRATION OF ELECTORS,BASIC PAY,STAFF - JULY- SEPT 21,B000023162/45531,BOROUGH OF PENDLE,28-Mar-22,4838.33
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023161/7874,STANNAH LIFT SERVICES LIMITED,28-Mar-22,4956
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023165/993,COOKSON BUILDERS LTD,28-Mar-22,5047
XMAS DECORATIONS,CONTRACTOR OTHER,INSTALL NEW COLUMN DISPLAYS,B000023166/2496,LANCASHIRE COUNTY COUNCIL,28-Mar-22,5181.75
REGISTRATION OF ELECTORS,BASIC PAY,STAFF - OCT- DEC 21,B000023162/45531,BOROUGH OF PENDLE,28-Mar-22,5186.74
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023161/7874,STANNAH LIFT SERVICES LIMITED,28-Mar-22,5343
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023161/7874,STANNAH LIFT SERVICES LIMITED,28-Mar-22,5963
PSDS Scaitcliffe,CONTRACTOR OTHER,SCAITCLIFFE DECARBON - VALUATION 1,B000023167/67586,GREEN ENERGY TOGETHER LIMITED,28-Mar-22,6053.04
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,COMEDY NIGHT NO.4 ACC TOWN HALL,B000023163/29112,HYNDBURN LEISURE,28-Mar-22,6120
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VALUATIONS 2021/22,B000023161/64776,SLOAN & ASSOCIATES LIMITED,28-Mar-22,6750
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,CARPET OVERLAY TO PLAYGROUND SAFETY SURFACES,B000023164/60721,GROUNDWORK & LEISURE SERVICES LIMITED,28-Mar-22,6895
XMAS DECORATIONS,CONTRACTOR OTHER,REPLACE/REPAIR FAULTY LIGHTS,B000023166/2496,LANCASHIRE COUNTY COUNCIL,28-Mar-22,11740
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023161/17577,WESSEX LIFT CO LTD,28-Mar-22,13421.75
ACCRINGTON CREMATORIUM,MERCURY ABATEMENT,MERCURY ABATEMENT CREM,B000023163/57342,SCARBOROUGH BOROUGH COUNCIL,28-Mar-22,17280
LOWERFOLD PARK PLAY AREA REFUR,CONTRACTOR OTHER,SUPPLY AND INSTALL PLAY AREA,B000023164/22476,STEELWAY FENSECURE LTD,28-Mar-22,48057.78
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS DECORATIONS,INSTALL/REMOVE XMAS DECS,B000023166/2496,LANCASHIRE COUNTY COUNCIL,28-Mar-22,54775
GENERAL EXPENSES,CABINET ACTION FUND,FLOWERS AT PALS CHAPEL,B000023175/12446,ST JOHNS ACCRINGTON FLOWER ACCOUNT,29-Mar-22,300
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,RE-GRIT BRAKE TESTER,B000023172/67577,AGR COATINGS,29-Mar-22,325
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BALL JOINT,B000023172/7688,AEBI SCHMIDT UK LTD,29-Mar-22,359.37
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 20.03.2022,B000023170/19414,HEADS RECRUITMENT LIMITED,29-Mar-22,540.54
GYPSY SITE,WATER CHARGES,WATER BILL 21-22 ,B000023175/8325,WATER PLUS LTD,29-Mar-22,563.51
TIPPING CHARGES,HIRED VEHICLE,32T TIPPER HIRE ,B000023171/67572,J PHILLIPS (GRAB & TIPPER HIRE) LIMITED,29-Mar-22,600
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 04.01.201,B000023170/58852,OYSTER PARTNERSHIP,29-Mar-22,918.96
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,REPAIR TO SKIPS,B000023172/60210,MONKS CONTRACTORS LIMITED,29-Mar-22,1130
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,CGI PROFESSIONAL FEES,B000023170/67445,AEW ARCHITECTS,29-Mar-22,1200
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SUCTION NOZZLE,B000023172/7688,AEBI SCHMIDT UK LTD,29-Mar-22,1567.44
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,MAXI CROP MOSS KILLER,B000023171/7461,RIGBY TAYLOR LTD,29-Mar-22,2008.8
COVID BACKFILL,AGENCY STAFF,TEMP STAFF WC 20.9.21,B000023175/58852,OYSTER PARTNERSHIP,29-Mar-22,2650
