Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,WATER CHARGES,PARKER ST BOWLS 16.1.19 TO 21.1.20 WATER AND SEWERAGE FEES 225-247,B000020787/8325,WATER PLUS LTD,20/03/2020,255.36
REFUSE COLLECTION,IMPLEMENTS & TOOLS,GLOVES,B000020788/7228,PIRTEK PRESTON 2004 LTD,20/03/2020,400.00
PEST CONTROL,HIRED VEHICLE,RENTAL OF VW CADDY  28 DAYS HIRE,B000020787/2062,INTACK SELF DRIVE,20/03/2020,506.40
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF FOOD  9.3.20 - 15.3.20 ,B000020787/58023,BUCKINGHAM FUTURES LTD,20/03/2020,588.00
WILLOWS LANE DEPOT,DEPOT COSTS,WHEEL WASH- CLEANING OUT IN DEPOT 13.3.20- TICKET 11406,B000020787/61581,C J JETZ LTD,20/03/2020,926.50
RECYCLING COLLECTION,CANS PLASTICS 50% INCOME LCC,QTR 2 INCOME SHARE FOR RECYCLABLE WASTE,B000020788/61291,ENVIRONMENTAL EDUCATION CENTRE,20/03/2020,3664.50
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,FEBRUARY 20 TONNAGE PLASTICS/CANS/GLASS 299.980KGS,B000020787/33025,RISHTON WASTE PAPER LTD,20/03/2020,9599.36
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,MILNSHAW PARK INTERIM PAYMENT 3,B000020787/37017,PILKINGTON BROS (CHURCH) LTD,20/03/2020,12156.90
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING,B000020791/7033,OPTION HYGIENE,23/03/2020,297.36
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGES SEARCHES,B000020789/2496,LANCASHIRE COUNTY COUNCIL,23/03/2020,345.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WAGON 10/03/2020,B000020792/9294,STANLEY BROTHERS (TIPPERS) LTD,23/03/2020,390.00
HUMAN RESOURCES,TRAINING EXPENSES,RIDE ON TRAINING,B000020789/41978,MYERSCOUGH COLLEGE,23/03/2020,560.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 15.03.20,B000020793/46341,MORGAN HUNT UK LTD,23/03/2020,773.79
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 15.03.2020,B000020792/55740,RAPID RECRUITMENT LTD,23/03/2020,818.44
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 08/03/2020,B000020792/19414,HEADS RECRUITMENT LIMITED,23/03/2020,925.86
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 15.03.20,B000020793/33923,EDEN BROWN LIMITED,23/03/2020,982.80
CORPORATE PROPERTY,GROUND RENTS,GROUND RENT,B000020790/8297,R C PETRE WILL TRUST,23/03/2020,1250.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,RON HILL ROAD RACE 01.03.2020,B000020792/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,23/03/2020,2280.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,REPAIR WORKS,B000020790/38733,MARCHBRIDGE BUILDERS LTD,23/03/2020,3642.40
LOCAL TAXATION,BPR/CONTACT CENTRE,TEXT MESSAGE SERVICE,B000020793/55187,TxtLOCAL LTD,23/03/2020,5800.00
DEV CONTROL,DEV CONTROL SYSTEM,MANAGEMENT SYST,B000020789/61564,IDOX SOFTWARE LTD,23/03/2020,6262.75
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,SEQUOIADENDRON GIGANTEUM ,B000020796/58235,LANES LANDSCAPES,24/03/2020,303.50
PARKS & OPEN SPACES,ASSET MAINT R&M,WILSON PAV,B000020797/60080,BEST,24/03/2020,321.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,ACC CEM OFFICE WORKS,B000020797/59248,LANCASHIRE GAS SERVICES,24/03/2020,380.25
PARKS & OPEN SPACES,MATERIALS-DIRECT,HIRE OF LANCES FOR 2020,B000020796/18339,NOMIX ENVIRO LIMITED,24/03/2020,400.00
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,2 INK CARTS,B000020797/7231,PITNEY BOWES LTD,24/03/2020,409.85
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TREE WORK,B000020796/22189,ROY CATTERMOLE (TREE SURGEON),24/03/2020,450.00
CORPORATE PROPERTY,ASSET MAINT R&M,CAR PARK  RICHMOND ST,B000020797/37111,AUTOMATIC DOOR COMPANY,24/03/2020,499.00
HEYS LANE IND EST-GEN,GENERAL REPAIR & MAINT BLDGS,HAYS LANE SKYLIGHT,B000020797/37017,PILKINGTON BROS (CHURCH) LTD,24/03/2020,519.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,ACER PRINCETON GOLD ,B000020796/58235,LANES LANDSCAPES,24/03/2020,574.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PROVIDE CONCRETE BASE TO CARVED BENCHES AT,B000020796/38733,MARCHBRIDGE BUILDERS LTD,24/03/2020,965.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PROVIDE BENCH BASE TO MEMORIAL PARK,B000020796/38733,MARCHBRIDGE BUILDERS LTD,24/03/2020,1390.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 09.03.20,B000020797/58852,OYSTER PARTNERSHIP,24/03/2020,1436.40
CORPORATE PROPERTY,ASSET MAINT R&M,MERCER HOUSE,B000020797/24998,FULL CIRCUIT FIRE & SECURITY LTD,24/03/2020,1665.26
WILLOWS LANE DEPOT,EQUIPMNT REPAIR & MAINT,REFURBISHED COPIER,B000020796/999,SHARP BUSINESS SYSTEMS UK PLC,24/03/2020,1995.00
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,KING GEORGE V,B000020797/24998,FULL CIRCUIT FIRE & SECURITY LTD,24/03/2020,2297.73
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,WORKS AT BROADWAY,B000020797/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,24/03/2020,2445.00
Plumbing works various sites,CONTRACTOR OTHER,HBC WRA WORKS,B000020797/59248,LANCASHIRE GAS SERVICES,24/03/2020,3300.10
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SEEPER PARTS,B000020799/7688,AEBI SCHMIDT UK LTD,25/03/2020,268.09
HYNDBURN CEMETERIES,PROTECTIVE CLOTHING,PPE,B000020800/666,"BUBBLES, BRUSHES & WIPER CO LTD",25/03/2020,351.70
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,30 BOXES PAPER,B000020798/781,CANON (UK) LTD,25/03/2020,376.50
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,PARTS,B000020799/7805,SPALDINGS UK LTD,25/03/2020,410.00
HYNDBURN CEMETERIES,HEADSTONE SAFETY,HEADSTONE REPLACEMENT ,B000020800/604,BRENT STEVENSON MEMORIALS,25/03/2020,412.50
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,MOWER PARTS,B000020799/7805,SPALDINGS UK LTD,25/03/2020,415.68
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIDE PANEL,B000020799/8014,TERBERG MATTEC UK LTD,25/03/2020,494.82
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SERVICE,B000020799/7228,PIRTEK PRESTON 2004 LTD,25/03/2020,498.91
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,HLF GRANT FUND RHYDDINGS PARK,B000020800/60670,FRIENDS OF RHYDDINGS PARK,25/03/2020,500.00
HYNDBURN CEMETERIES,PROTECTIVE CLOTHING,PPE,B000020800/666,"BUBBLES, BRUSHES & WIPER CO LTD",25/03/2020,531.66
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SWEEPER PART,B000020799/7688,AEBI SCHMIDT UK LTD,25/03/2020,578.65
FACILITIES TEAM,AGENCY STAFF,W/E 20.03.20 STAFF,B000020798/59823,HAYS,25/03/2020,673.25
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SERVICE REPAIR PARTS,B000020799/7688,AEBI SCHMIDT UK LTD,25/03/2020,854.20
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 15.03.20,B000020798/61657,G2 RECRUITMENT SOLUTIONS,25/03/2020,1159.56
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,BACAS SUPPORT SYSTEM JAN 2020,B000020800/59817,CLEAR SKIES SOFTWARE LTD,25/03/2020,1200.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SWEEPER PARTS,B000020799/7688,AEBI SCHMIDT UK LTD,25/03/2020,1236.33
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS,B000020799/8014,TERBERG MATTEC UK LTD,25/03/2020,1472.03
WILLOWS LANE DEPOT,DEPOT COSTS,SYSTEM LICENCING,B000020800/8288,TRISCAN SYSTEMS LIMITED,25/03/2020,1570.13
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 15.03.20,B000020798/61657,G2 RECRUITMENT SOLUTIONS,25/03/2020,1983.80
DEV CONTROL,FINANCIAL VIABILITY ASSESMENTS,SURVEY AND PLANS ,B000020798/59174,KEPPIE MASSIE,25/03/2020,2500.00
PARKS & OPEN SPACES,GREEN FLAG AWARD,GREEN FLAG AWARD APPLICATION 2020/21,B000020800/11991,KEEP BRITAIN TIDY,25/03/2020,3011.00
MARKETS - OPERATIONS,WATER CHARGES,MARKET HALL,B000020798/8325,WATER PLUS LTD,25/03/2020,3637.97
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,FEE FEB 20,B000020798/55748,CAPITA PROPERTY & INFRASTRUCTURE LTD,25/03/2020,5778.00
DEVELOPMENT CONTROL B.U.,R & M SOFTWARE MISC,CUST SUPPORT MAINTENANCE,B000020798/1639,GGP SYSTEMS LTD,25/03/2020,7149.42
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,SERVICE WORK,B000020799/1640,GIBSONS GARDEN MACHINERY LTD,25/03/2020,8439.85
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,CREMATOR SERVICE AGREEMENT,B000020800/28418,FACULTATIEVE TECHNOLOGIES,25/03/2020,8516.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,BLACKBURN WITH DARWEN PPS/IBFS,B000020800/60549,WYG ENVIRONMENTAL PLANNING TRANSPORT LTD,25/03/2020,13954.50
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,WORKS AT WOODNOOK ,B000020798/7524,ROSS LEE CONSTRUCTION LTD,25/03/2020,52890.89
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,REPLACE 2 TYRES ON CABLEWAY,B000020803/20,A BYRNE FENCING,26/03/2020,400.00
LOCAL TAXATION,OFFICE CONSUMABLES,NFR FORMS,B000020805/1110,DALTON & CO (PRINTERS) LTD,27/03/2020,259.00
REGISTRATION OF ELECTORS,CANVASS,AUTOMATED HEF SERVICE 19/20 AND CHARGES FOR ELECTORAL REGISTER,B000020804/62168,CIVICA ELECTION SERVICES,27/03/2020,299.53
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE DOORS,B000020805/37111,AUTOMATIC DOOR COMPANY,27/03/2020,301.25
CORPORATE PROPERTY,ASSET MAINT R&M,KEYPAD ONWARD HOMES,B000020805/37111,AUTOMATIC DOOR COMPANY,27/03/2020,386.25
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE DOORS SENSORS,B000020805/37111,AUTOMATIC DOOR COMPANY,27/03/2020,542.00
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000020804/39718,GLOVERS PROJECT SERVICES LTD,27/03/2020,700.00
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,SURVEY AND PLANS,B000020804/39718,GLOVERS PROJECT SERVICES LTD,27/03/2020,950.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 15.03.20,B000020805/33923,EDEN BROWN LIMITED,27/03/2020,1036.74
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 08.03.2020,B000020805/33923,EDEN BROWN LIMITED,27/03/2020,1053.61
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,STAIRLIFT,B000020804/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,1198.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF - W/C 16.03.20 - 40.17 HRS,B000020804/58852,OYSTER PARTNERSHIP,27/03/2020,1446.12
GYPSY SITE,ELECTRICITY,"ELECTRICITY GYPSY SITE, ENFIELD ROAD FEBRUARY 20",B000020804/25200,E.ON UK PLC,27/03/2020,1481.68
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,SERVICE 07.03.2020 TO 06.03.2021,B000020805/7231,PITNEY BOWES LTD,27/03/2020,2380.31
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020805/25868,HYNDBURN PLUMBING & HEATING SERVICES,27/03/2020,2885.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISBALED FACILITIES GRANT,B000020804/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,3296.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020805/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,3698.00
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVAL OF CONTAMINATED WASTE,B000020804/62449,JOHN HOGG CLEANING,27/03/2020,3750.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020805/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,3869.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,STAIRLIFT,B000020804/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,6297.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020805/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,6798.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020805/7874,STANNAH LIFT SERVICES LIMITED,27/03/2020,7342.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,"CARRY OUT REPAIRS AT 2 HENFIELD CLOSE, CLM AS PER SPEC PROVIDED  DFG10667 GRANT NUMBER",B000020804/34573,MR R WILCOCK,27/03/2020,7850.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020805/993,COOKSON BUILDERS LTD,27/03/2020,8800.00
INSURANCES,PREMIUMS PAID,PUBLIC LIABILITY INSURANCE ,B000020804/39848,TRAVELERS INSURANCE CO LTD,27/03/2020,13356.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CHARGES - 16.2.20-15.3.20,B000020806/61288,XBM LTD,28/03/2020,327.55
WOODNOOK FOREST SCHOOL SPACE,MISCELLANEOUS,DESIGN SERVICES - PLATTS LODGE,B000020806/24110,NEWGROUND CIC,28/03/2020,1358.00
ROYDS ST LNR IMPROVEMENT,MISCELLANEOUS,ACCESS IMPROVEMENTS - FOXHILL,B000020806/30834,LANCASHIRE WILDLIFE TRUST,28/03/2020,1500.00
COMPUTER SERVICES,DISASTER PLANNING,20 X HP 3 YR WARRANTY,B000020806/52932,INSIGHT DIRECT (UK) LTD,28/03/2020,1600.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,FOXHILL BANK RESERVE MGT,B000020806/30834,LANCASHIRE WILDLIFE TRUST,28/03/2020,2000.00
CVMU HGV RAMP & WORKS,CONTRACTOR OTHER,LIBRARY STREET RAMPS,B000020806/52330,JOHN WADE GROUNDWORKS LTD,28/03/2020,15000.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,FEBRUARY,32723,ALLPAY.NET LTD,16/03/2020,556.41
ENVIRONMENTAL SERVICES,PARKS,KEYS,P-CARD- MAR 20,TIMPSON,27/02/2020,1166.67
ENVIRONMENTAL SERVICES,PEST CONTROL,PETTRAC,P-CARD- MAR 20,DOG MICROCHIP SCANNER,27/02/2020,258.00
P & C G ,LEGAL,SUBSCRIPTION,P-CARD- MAR 20,THE SOLICITORS GROUP,28/02/2020,309.60
ENVIRONMENTAL SERVICES,ENVIRONMENTAL HEALTH,EQUIPMENT,P-CARD- MAR 20,AMAZON,06/03/2020,258.25
ENVIRONMENTAL SERVICES,PEST CONTROL,FOGGING MACHINE,P-CARD- MAR 20,ENV SOLUTIONS,09/03/2020,391.00
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD- MAR 20,DVLA,09/03/2020,262.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD- MAR 20,DVLA,09/03/2020,262.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD- MAR 20,DVLA,09/03/2020,262.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD- MAR 20,DVLA,10/03/2020,262.50
P & C G ,CENTRAL ADMIN,APPLICATION FEE,P-CARD- MAR 20,PLANNING PORTAL,11/03/2020,256.00
P & C G ,CENTRAL ADMIN,APPLICATION FEE,P-CARD- MAR 20,PLANNING PORTAL,12/03/2020,259.00
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  FEBRUARY,32668,G4S CASH SOLUTIONS,13/03/2020,402.82
BANK CHARGES,BANK CHARGES,STREAMLINE,32719,WORLDPAY,19/03/2020,676.70
BANK CHARGES,BANK CHARGES,STREAMLINE,32719,WORLDPAY,19/03/2020,848.32
BANK CHARGES,BANK CHARGES,ON GROUP (NATWEST),32723,30.11.19-28.02.20,30/03/2020,3153.72
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
