Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 04.10.19,B000020483/59823,HAYS,23/10/2019,678.75
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 11.10.19,B000020483/59823,HAYS,23/10/2019,699.23
LIBRARY ST DEPOT,ELECTRICITY,CVMU 1.9.19 -30.09.19,B000020483/25200,E.ON UK PLC,23/10/2019,919.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 13.10.19,B000020483/33923,EDEN BROWN LTD,23/10/2019,935.03
MOT GENERAL,AGENCY STAFF,STAFF W/E 20.10.19,B000020484/61466,AUTOTECH RECRUIT,23/10/2019,975.00
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 04.10.19,B000020483/59823,HAYS,23/10/2019,1147.45
GYPSY SITE,ELECTRICITY,GYPSY SITE 1.9.19 - 30.9.19,B000020483/25200,E.ON UK PLC,23/10/2019,1212.47
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 11.10.19,B000020483/59823,HAYS,23/10/2019,1236.34
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 30.09.19,B000020483/58852,OYSTER PARTNERSHIP,23/10/2019,1404.72
ACC TOWN HALL,ELECTRICITY,TOWN HALL 1.9.19 - 30.09.19,B000020483/25200,E.ON UK PLC,23/10/2019,1631.59
MARKETS - OPERATIONS,ELECTRICITY,MARKET HALL 1.09.19 - 30.09.19,B000020482/25200,E.ON UK PLC,23/10/2019,2454.93
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE  1.9.19 - 30.09.19,B000020483/25200,E.ON UK PLC,23/10/2019,2793.34
LEISURE IN HYNDBURN,ELECTRICITY,HLC  1.9.19 - 30.9.19,B000020483/25200,E.ON UK PLC,23/10/2019,3776.06
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL 1.9.19 - 30.09.19,B000020483/25200,E.ON UK PLC,23/10/2019,3785.85
SYRIAN RESETTLEMENT PROGRAMME,LOCAL INTEGRATION FUND,VOLUNTARY SECTOR SUPPORT SYRIAN REFUGEE FAMILIES,B000020482/19391,MAUNDY RELIEF,23/10/2019,10000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020487/59301,CONSULTANTS & SPEC SURVEYORS LTD,25/10/2019,295.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,MANHOLE COVER AND FRAME,B000020487/38733,MARCHBRIDGE BUILDERS LTD,25/10/2019,398.60
REGISTRATION OF ELECTORS,CANVASS,RETURN POSTAGE CANVASS 19,B000020487/51517,ROYAL MAIL GROUP LTD,25/10/2019,431.32
PUBLIC TRANSPORT,MAINTENANCE,TESTING,B000020487/27030,LIGHTING AND BUILDING SERVICES LTD,25/10/2019,550.00
ENVIRONMENTAL PROTECTION TEAM,SMITH'S SCRAPYARD,BRIEF ON DIRECTIONS,B000020487/59269,MR DARREN PRESTON,25/10/2019,1000.00
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAMEPLATES,B000020487/38733,MARCHBRIDGE BUILDERS LTD,25/10/2019,1167.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 13.10.19,B000020487/61657,G2 RECRUITMENT SOLUTIONS,25/10/2019,1542.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 29.09.19,B000020487/61657,G2 RECRUITMENT SOLUTIONS,25/10/2019,1662.75
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020487/35745,AGS HEATING & PLUMBING LTD,25/10/2019,2730.00
OFF STREET PARKING,WORK DONE DLO-HIGHWAYS,PLAQUES,B000020487/44426,HITCHENS ENGRAVERS,25/10/2019,2808.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020487/34573,MR R WILCOCK,25/10/2019,2890.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,NEW BOILER,B000020487/59330,CLOSOMAT LTD,25/10/2019,4305.00
REGISTRATION OF ELECTORS,BASIC PAY,2ND QUART STAFF,B000020487/45531,BOROUGH OF PENDLE,25/10/2019,5674.16
MARKETS - OPERATIONS,CLEANING MATERIALS,CLEANING PRODUCTS,B000020491/7033,OPTION HYGIENE,28/10/2019,265.27
ADMINISTRATION EXPENSES,PRINTING,PRINTING COSTS,B000020494/1344,ELLISON PRINTING,28/10/2019,266.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,"BLADES, SPARK PLUGS",B000020489/7805,SPALDINGS UK LTD,28/10/2019,275.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,WIZARDING WORKSHOPS 22/10/2019,B000020494/47786,HYNDBURN ARTS LIMITED,28/10/2019,300.00
BREXIT FUND,DISASTER PLANNING,TONER,B000020490/61288,XBM LTD,28/10/2019,307.50
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,WARRANTIES FOR PC'S,B000020490/52932,INSIGHT DIRECT (UK) LTD,28/10/2019,336.30
ACC TOWN HALL,ASSET MAINT R&M,REPAIR TOILETS,B000020491/59248,LANCASHIRE GAS SERVICES,28/10/2019,336.75
LIBRARY ST DEPOT,ASSET MAINT R&M,NEW EMERGENCY LIGHTS - CVMU,B000020491/24998,FULL CIRCUIT FIRE & SECURITY LTD,28/10/2019,337.79
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BLADE SET,B000020489/7805,SPALDINGS UK LTD,28/10/2019,350.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,PROCESSING EVALUATION - RHYDDINGS PARK,B000020494/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,28/10/2019,350.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,NOVEMBER EDITIONS,B000020494/52885,ACORN COMMUNITY NEWS,28/10/2019,375.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,EVENT MANAGEMENT,B000020494/61918,PRO DIGITAL MEDIA & EVENT MANAGEMENT LTD,28/10/2019,395.00
BREXIT FUND,DISASTER PLANNING,INTEL WORD PROCESSOR,B000020490/1106,B T BUSINESS DIRECT,28/10/2019,405.00
CANNON ST ACC,ASSET MAINT R&M,NEW PIR SENSORS - CANNON ST,B000020491/24998,FULL CIRCUIT FIRE & SECURITY LTD,28/10/2019,432.75
CUSTOMER SERVICES,BPR/CONTACT CENTRE,"4 X 20"" MONITORS",B000020490/52932,INSIGHT DIRECT (UK) LTD,28/10/2019,455.60
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E29/09/2019,B000020494/19414,HEADS RECRUITMENT LIMITED,28/10/2019,462.93
HYNDBURN CEMETERIES,MATERIALS-DIRECT,WINTER/SPRING BEDDING PLANTS,B000020494/28726,LES HALMAN NURSERIES LTD,28/10/2019,540.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT ,B000020492/62037,KAY AND SONS LETTINGS,28/10/2019,600.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF SKIP WAGON 2 DAYS OCT 19,B000020494/9294,STANLEY BROTHERS (TIPPERS) LTD,28/10/2019,780.00
Plumbing works various sites,CONTRACTOR OTHER,REMEDIAL WORK AT MEMORIAL PLAYING FIELD,B000020491/57133,INTERSERVE FS (UK) LTD,28/10/2019,888.46
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 13/10/2019,B000020494/55740,RAPID RECRUITMENT LTD,28/10/2019,1140.51
MARKETS - OPERATIONS,ASSET MAINT R&M,CEILING REPAIRS,B000020491/37017,PILKINGTON BROS (CHURCH) LTD,28/10/2019,1302.50
MARKETS - OPERATIONS,YARD CLEANING,WASTE REMOVAL W/E 27.9.19,B000020492/59730,BLACKBURN SKIPS LIMITED,28/10/2019,1576.00
MARKETS - OPERATIONS,MARKETING INITIATIVES,CARRIER BAGS,B000020490/44118,MONRO,28/10/2019,1958.88
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020490/25868,HYNDBURN PLUMBING & HEATING SERVICES,28/10/2019,3746.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,EVENT COST - ICE RINK,B000020494/62015,iSK8 COOL ATTRACTIONS,28/10/2019,4300.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,3 X 0 HP 290 G1 PCs,B000020490/52932,INSIGHT DIRECT (UK) LTD,28/10/2019,4350.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,30 X HP 290 G1 PCs,B000020490/52932,INSIGHT DIRECT (UK) LTD,28/10/2019,6525.00
CCTV'S,PRIVATE CONTRACTORS WORK,CCTV CAMERAS X 45 - SEPT 19,B000020494/28873,BLACKBURN WITH DARWEN B.C.,28/10/2019,7526.68
CCTV'S,PRIVATE CONTRACTORS WORK,CCTV CAMERAS X 45 - AUG 19,B000020494/28873,BLACKBURN WITH DARWEN B.C.,28/10/2019,7526.68
CCTV'S,PRIVATE CONTRACTORS WORK,CCTV CAMERA X 45 - JUNE 19,B000020494/28873,BLACKBURN WITH DARWEN B.C.,28/10/2019,7526.68
CCTV'S,PRIVATE CONTRACTORS WORK,CCTV CAMERAS X 45 - JULY 19,B000020494/28873,BLACKBURN WITH DARWEN B.C.,28/10/2019,7526.68
Oakhill Park chemical tank,CONTRACTOR OTHER,CHEMICAL TANK - OAKHILL,B000020492/62038,H L ENGINEERING CONTRACTORS LTD,28/10/2019,8338.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,SEPTEMBER,32273,ALLPAY.NET LTD,28/10/2019,1480.53
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REMOVAL OF CONTAMINATED MATERIALS,B000020496/7641,SAFETY-KLEEN UK LTD,29/10/2019,323.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 27.10.19,B000020496/61466,AUTOTECH RECRUIT,29/10/2019,975.00
COMPUTER SERVICES,YEAR 2000, 16.09.19 - 15.10.19,B000020499/61288,XBM LTD,30/10/2019,337.47
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020499/50717,HIGH EFFICIENCY LTD,30/10/2019,1645.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020499/50717,HIGH EFFICIENCY LTD,30/10/2019,1685.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000020500/61879,SPACE TO MAKE,30/10/2019,32081.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,15M LENGTH SWING CHAIN ,B000020508/43696,B & S CHAINS,31/10/2019,278.00
INSURANCES,EXCESS PAYMENTS,REPAIR TO DAMAGED POST ,B000020509/20,A BYRNE FENCING,31/10/2019,300.00
LICENSING,OFFICE CONSUMABLES,TONER,B000020504/53622,SPECTRUM COMPUTER SUPPLIES LTD,31/10/2019,343.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT ,B000020508/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,31/10/2019,350.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,SUPPLY OF VICTORIAN PHOTO 26.10.19,B000020508/60932,HISTORY NEEDS YOU,31/10/2019,350.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,INDOOR AND OUTDOOR BUNTING,B000020508/30597,HAMPSHIRE FLAG COMPANY,31/10/2019,369.62
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,REPLACE BUFFER SPRING ,B000020508/20,A BYRNE FENCING,31/10/2019,400.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT - CHOC FESTIVAL,B000020508/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,31/10/2019,445.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 13.10.19 ,B000020509/19414,HEADS RECRUITMENT LIMITED,31/10/2019,462.93
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 13.10.19 ,B000020509/19414,HEADS RECRUITMENT LIMITED,31/10/2019,462.93
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,REPLACE TYRE ON CABLEWAY,B000020508/20,A BYRNE FENCING,31/10/2019,470.00
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 13.10.19 ,B000020509/19414,HEADS RECRUITMENT LIMITED,31/10/2019,475.02
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PARIS EXCESS TRANSACTIONS,B000020506/17209,CIVICA UK LIMITED,31/10/2019,552.11
BREXIT FUND,DISASTER PLANNING,COMPUTRE EQUIPMENT,B000020506/62014,TECHBUYER,31/10/2019,708.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 27.10.19,B000020506/33923,EDEN BROWN LTD,31/10/2019,975.98
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 20.10.19,B000020503/33923,EDEN BROWN LTD,31/10/2019,1010.10
REFUSE COLLECTION,CONTAINER REPAIRS & SPARES,DARK GREY  240 LTR LIDS WITH PINS,B000020508/7059,ESE WORLD LIMITED,31/10/2019,1340.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/E 22.9.19,B000020507/61657,G2 RECRUITMENT SOLUTIONS,31/10/2019,1579.50
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,50% GRANT FOR DIKENSIAN MARKET  DECEMBER,B000020509/61031,NEW FREEDOM,31/10/2019,1583.50
STREET CLEANSING,PRIVATE CONTRACTORS WORK,RURAL GRASS VERGE CUTTING,B000020508/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,31/10/2019,1800.00
BREXIT FUND,MECH SWEEPER BRUSHES, WIRE BRUSHES FOR SCHMIDT COMPACT,B000020508/54115,PROBRUSH,31/10/2019,2304.79
UNDERSPENDS,GRANT HYNDBURN ARTS,2ND INSTALMENT OF GRANT,B000020507/47786,HYNDBURN ARTS LIMITED,31/10/2019,10000.00
COMPUTER SERVICES,TELEPHONES, 1.4.19 - 30.4.19,B000020503/58701,GCI NETWORK SOLUTIONS LTD,31/10/2019,16139.86
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HUNCOAT MASTEPLAN STAGE 3 (50%),B000020503/59167,ARCADIS CONSULTING (UK) LTD,31/10/2019,26166.44
RIDE ON MOWERS,AQUISITION OF VEHICLES,MOWERS,B000020508/442,BALMERS GARDEN MACHINERY,31/10/2019,63165.00

