Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HOUSING ADVICE,TEMPORARY ACCOMMODATION,TEMP ACCOM 21.7.17-3.8.17  ,B000019045/28199,HILL VIEW (PRIVATE) HOTEL,31/08/17,1260.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,NEW CENTRAL HEATING SYSTEM,B000019045/50717,HIGH EFFICIENCY LTD,31/08/17,3485.00
ENVIRONMENTAL SERVICES,CEMETRERIES,CONCRETE,P-CARD- AUG 17,GREENVALE,18/07/17,340.49
ENVIRONMENTAL SERVICES,CEMETRERIES,CONCRETE,P-CARD- AUG 17,GREENVALE,18/07/17,416.67
REGENERATION,HOUSING SERVICES,SMOKE ALARMS,P-CARD- AUG 17,SETON UK,27/07/17,355.31
HOUSING BENEFIT ADMIN,SWIPE CARDS,JULY,NCJ 1,ALLPAY.NET LTD,14/08/17,2295.89
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S ,NCJ 1,G4S CASH SOLUTIONS,16/08/17,307.32
LOCAL TAXATION,SUMMONSES,HMCTS FEES,NCJ 1,MINISTRY OF JUSTICE,16/08/17,2499.00
BANK CHARGES,BANK CHARGES,STREAMLINE,NCJ 1,NATWEST BANK,21/08/17,1739.57
BANK CHARGES,BANK CHARGES,STREAMLINE,NCJ 1,NATWEST BANK,21/08/17,1646.88
SANDLER ST IND EST,RENT RECEIVABLE,RENT,NCJ 2,C HOARE & CO,29/08/17,1000.00

