Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT SUPERVISION,TACHOGRAPHS,1 YEAR DIGITAL MANAGEMENT FEE ,B000023343/20539,FREIGHT TRANSPORT ASSOCIATION,16/06/2022,1126.00
PARKS WALL RECONSTRUCTION PROJ,CONTRACTOR OTHER,TO CARRY OUT REPAIRS TO BOWLING GREEN,B000023343/37017,PILKINGTON BROS (CHURCH) LTD,16/06/2022,5670.63
STREET CLEANSING,WEEDKILLING,HIGHWAY WEED CONTROL TREATMENT,B000023343/42709,RM SERVICES LTD,16/06/2022,18320.00
WILLOWS LANE DEPOT,FUEL ADDITIVES,AD BLUE,B000023343/47016,J E MORTEN LTD,16/06/2022,700.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023344/25868,HYNDBURN PLUMBING & HEATING SERVICES,20/06/2022,5851.80
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023344/50640,PRISM MEDICAL UK,20/06/2022,6169.07
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/B 06/06/22,B000023344/58852,OYSTER PARTNERSHIP,20/06/2022,936.00
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/B 06/06/22,B000023344/58852,OYSTER PARTNERSHIP,20/06/2022,1443.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023344/59301,CONSULTANTS & SPEC SURVEYORS LTD,20/06/2022,350.00
MANAGEMENT BUSINESS UNIT,ADVERTISING,3X FEATURED JOBS,B000023344/67691,PLANNINGJOBS.COM LIMITED,20/06/2022,990.00
ACCRINGTON TOWN CENTRE,EQUIPMNT REPAIR & MAINT,COVID BUS INSURANCE SCHEME,B000023345/2496,LANCASHIRE COUNTY COUNCIL,20/06/2022,450.00
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDINGS REPLACE DOOR,B000023345/24998,FULL CIRCUIT FIRE & SECURITY LTD,20/06/2022,302.05
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF WE 12.06.22,B000023345/33923,EDEN BROWN LIMITED,20/06/2022,1283.71
HYNDBURN CEMETERIES,GENERAL GROUNDS MAINTENANCE,DILL HALL CEM DECORATIVE WORKS,B000023345/37017,PILKINGTON BROS (CHURCH) LTD,20/06/2022,1500.00
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDINGS WATER PUMP,B000023345/37017,PILKINGTON BROS (CHURCH) LTD,20/06/2022,1954.05
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WC 06.06.22,B000023345/58852,OYSTER PARTNERSHIP,20/06/2022,1467.79
COVID BACKFILL,AGENCY STAFF,STAFF WC 06.06.22,B000023345/58852,OYSTER PARTNERSHIP,20/06/2022,2650.00
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF W/E 5.6.22,B000023346/19414,PROMAN SUPPLY CHAIN LTD,20/06/2022,312.14
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF W/E 12.06.22 ,B000023346/19414,PROMAN SUPPLY CHAIN LTD,20/06/2022,424.26
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF 12.6.22 ,B000023346/19414,PROMAN SUPPLY CHAIN LTD,20/06/2022,520.23
WILLOWS LANE DEPOT,PRIVATE CONTRACTORS WORK,JUNE 22 WILLOWS LANE DEPOT CLEANING,B000023346/50873,SERVICEMASTER,20/06/2022,828.69
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 6.6.22 - 12.6.22 ,B000023346/55740,RAPID RECRUITMENT LTD,20/06/2022,1381.48
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING  CONTRACT X 2 - VERGES,B000023346/57700,MASTER GROUND SERVICES,20/06/2022,6133.50
REFUSE COLLECTION,CLINICAL WASTE COLLECTION,CLINICAL WASTE COLLECTION 1.4.22 TO 30.4.22 ,B000023346/62108,RENTOKIL INITIAL UK LTD,20/06/2022,251.10
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,ACCRINGTON ACRE CONSULTANCY FEES MAY 22,B000023346/66574,CBRE LTD,20/06/2022,3500.00
BANK CHARGES,BANK CHARGES,STREAMLINE,35423,WORLDPAY,21/06/2022,1722.70
BANK CHARGES,BANK CHARGES,STREAMLINE,35423,WORLDPAY,21/06/2022,3328.42
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023348/30178,B3P SERVICES LTD,21/06/2022,3950.00
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,NEW FIRE ALARM SYSTEM ,B000023350/24998,FULL CIRCUIT FIRE & SECURITY LTD,21/06/2022,1175.43
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,INSTALLATION OF FIRE ALARM SYSTEM,B000023350/24998,FULL CIRCUIT FIRE & SECURITY LTD,21/06/2022,1183.53
LEISURE IN HYNDBURN,LIH R&M,INSTALL NEW HAMMER CAGE,B000023350/37017,PILKINGTON BROS (CHURCH) LTD,21/06/2022,1304.22
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - FEB 22 MILNSHAW,B000023350/50873,SERVICEMASTER,21/06/2022,299.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - MAR 22 - MILNSHAW,B000023350/50873,SERVICEMASTER,21/06/2022,299.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - APR 22 - MILNSHAW,B000023350/50873,SERVICEMASTER,21/06/2022,318.79
PARKS & OPEN SPACES,ELECTRICITY,MARCH BILL KING GEORGES,B000023352/49040,SSE,21/06/2022,276.57
CORPORATE PROPERTY,GAS,GAS- 14/12/21- PRESENT,B000023352/49040,SSE,21/06/2022,4099.37
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION,B000023352/64270,MARSTON (HOLDINGS) LIMITED,21/06/2022,1571.60
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,V RANGER BACK UP AND REPLICTION,B000023353/36434,BYTES SOFTWARE SERVICES LTD,22/06/2022,483.49
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023353/410,B MCDERMOTT & SON (LANCS) LTD,22/06/2022,7000.00
ADMINISTRATION SERVICES,POSTAGES,POSTAGE,B000023353/7231,PITNEY BOWES LTD,22/06/2022,12989.57
GYPSY SITE,RENT AND HIRE OF PREMISES,WHINNEY HILL RENT,B000023354/45458,ADA GLOSSOP LTD,22/06/2022,1230.00
GYPSY SITE,RENT AND HIRE OF PREMISES,WHINNEY HILL RENT,B000023354/67784,CHEVAL SOCIAL MANAGEMENT,22/06/2022,958.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,DOOR PANEL AND BRACKETS ,B000023356/1164,DENNIS EAGLE LIMITED,23/06/2022,402.22
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 16.9.22 ,B000023356/61466,AUTOTECH RECRUIT,23/06/2022,1080.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUSH AND DOOR HINGES,B000023356/7688,AEBI SCHMIDT UK LTD,23/06/2022,591.02
SCAITCLIFFE HOUSE,ASSET MAINT R&M,CCTV WORKS SCAITCLIFFE,B000023357/24998,FULL CIRCUIT FIRE & SECURITY LTD,24/06/2022,1226.41
LOWERFOLD PARK BOWLS SHELTER,CONTRACTOR OTHER,LOWERFOLD BUS SHELTERS,B000023357/67793,ACE SHELTERS LTD,24/06/2022,8150.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,MAY,35431,ALLPAY.NET LTD,27/06/2022,1246.57
ACC TOWN HALL,CLEANING OF BUILDINGS,BROADWAY CLEANING,B000023358/29112,HYNDBURN LEISURE,27/06/2022,991.19
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF WE 19.06.22,B000023358/33923,EDEN BROWN LIMITED,27/06/2022,1190.71
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 19.06.22,B000023358/46341,MORGAN HUNT UK LTD,27/06/2022,1075.59
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,POSTAGE APR 22,B000023358/57679,CRITIQOM,27/06/2022,541.28
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,PEEL ST UNIT 19  ELECTRICS,B000023358/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,27/06/2022,951.00
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,PEEL ST UNIT 18  ELECTRICS,B000023358/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,27/06/2022,976.00
HEALTH FOOD & SAFETY,AGENCY STAFF,STAFF WE 13.06.22,B000023358/58852,OYSTER PARTNERSHIP,27/06/2022,918.84
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,STAFF W/B 13.06.22,B000023358/58852,OYSTER PARTNERSHIP,27/06/2022,1443.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 13.06.22,B000023358/58852,OYSTER PARTNERSHIP,27/06/2022,1467.79
COVID BACKFILL,AGENCY STAFF,STAFF W/C 13.06.22,B000023358/58852,OYSTER PARTNERSHIP,27/06/2022,2120.00
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF WE 19.06.22,B000023358/60568,CUMMINS MELLOR,27/06/2022,1287.60
HOUSING ADVICE,AGENCY STAFF,STAFF P/E 19.06.22,B000023358/61860,VIVID RESOURCING,27/06/2022,1468.32
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023359/21792,H & M BUILDING & JOINERY LTD,27/06/2022,2600.00
ENVIRONMENTAL PROTECTION TEAM,ADVERTISING,JOB ADVERT,B000023359/849,CHARTERED INST. OF ENVIRONMENTAL HEALTH,27/06/2022,950.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK, FELL 2 TREES,B000023360/22189,ROY CATTERMOLE (TREE SURGEON),27/06/2022,500.00
ACC TC CLEANSING,IMPLEMENTS & TOOLS,ANNUAL SERVICE AGREEMENT FOR KARCHER,B000023360/63954,KARCHER (UK) LTD,27/06/2022,1466.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE, FIT CATENARY CABLE COMPLETE WITH FIXINGS ,B000023361/27030,LIGHTING AND BUILDING SERVICES LTD,27/06/2022,1725.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,PROFESSIONAL FEES 50% OUR WORLD TOGETHER,B000023361/47786,HYNDBURN ARTS LIMITED,27/06/2022,7900.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 13.06.22 TO 19.06.22 ,B000023361/55740,RAPID RECRUITMENT LTD,27/06/2022,1071.52
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 6.6.22 ,B000023361/58852,OYSTER PARTNERSHIP,27/06/2022,1092.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 6.6.22 ,B000023361/58852,OYSTER PARTNERSHIP,27/06/2022,1196.00
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 20.6.22 ,B000023361/7871,STANLEY BROS TIPPERS LTD,27/06/2022,540.00
PSDS HLC,CONTRACTOR OTHER,HLC DECARB ALLIANCE SERVICES LTD VAL 7 ,B000023362/48468,ALLIANCE LEISURE SERVICES LTD,27/06/2022,259472.75
LEGAL SERVICES,GENERAL CONTRIBUTIONS,COMMUNITY SOLUTIONS YOUTH HUB GRANT 22/23,B000023362/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,27/06/2022,8053.00
OFF STREET PARKING,OTHER DSO    WORK DONE,PARKING ENFORCEMENT CHARGES ,B000023362/57907,RIBBLE VALLEY B.C.,27/06/2022,1342.17
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023362/61433,JCM STEEL FABRICATIONS LTD,27/06/2022,860.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 24.04.22,B000023362/61860,VIVID RESOURCING,27/06/2022,635.97
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 08.05.22,B000023362/61860,VIVID RESOURCING,27/06/2022,939.55
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E  01.05.22,B000023362/61860,VIVID RESOURCING,27/06/2022,1224.64
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF - W/E 15.05.22,B000023362/61860,VIVID RESOURCING,27/06/2022,1312.79
LOCAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,MAY 22 - BALLOT PAPERS,B000023362/62168,CIVICA ELECTION SERVICES,27/06/2022,1977.44
LOCAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,MAY 22 - POSTAL PACKS,B000023362/62168,CIVICA ELECTION SERVICES,27/06/2022,8990.41
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 24/04/22,B000023362/66417,CARRINGTON WEST LIMITED,27/06/2022,1045.50
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 01/05/22,B000023362/66417,CARRINGTON WEST LIMITED,27/06/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 10/04/22,B000023362/66417,CARRINGTON WEST LIMITED,27/06/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 12/06/22,B000023362/67448,MACDONALD & COMPANY,27/06/2022,1809.50
LEISURE IN HYNDBURN,GRANTS-GENERAL,LCC WEIGHT MANAGEMENT GRANT APR TO JUN 22,B000023364/29112,HYNDBURN LEISURE,29/06/2022,6591.75
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,PUIBLIC FUNERAL PAYMENT,B000023364/55164,BARTON & HALLWORTH FUNERAL SERVICES,29/06/2022,1695.00
HAWORTH ART GALLERY,WEDDING EXPENDITURE,GAL KITCHEN SHARE OF 2 X WEDDINGS,B000023364/57628,S.R.S. CATERING LTD,29/06/2022,3416.67
DFG Affordable Warmth Grant,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023364/67374,THE FIREPLACE WAREHOUSE (BURNLEY) LIMITED,29/06/2022,809.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000023364/67661,ROWENNA HARRISON,29/06/2022,647.40
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023365/35745,AGS HEATING & PLUMBING LTD,29/06/2022,3960.00
EMERGENCY WORKS GRANT,CONTRACTOR OTHER,RE -ROOFING,B000023365/8418,WADDINGTON ROOFING & BUILDING CONTRACTORS,29/06/2022,5500.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF CLAYTON CIVIC MAY 22,B000023368/29112,HYNDBURN LEISURE,30/06/2022,320.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E  26.6.22 ,B000023370/61466,AUTOTECH RECRUIT,30/06/2022,1080.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEERING RACK,B000023370/66006,ALLIANCE AUTOMOTIVE UK LV T/A JPN AUTOPARTS,30/06/2022,346.62
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023371/64557,HARRIS HEATING (NW) LTD,30/06/2022,2245.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILEE ADS,B000023371/65606,NEWSQUEST MEDIA GROUP,30/06/2022,250.01
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILEE SHOW,B000023371/67805,JUST IMAGINE EVENTS LTD,30/06/2022,500.00
Replacement Boilers various,CONTRACTOR OTHER,REPLACE HEATING PIPEWORK,B000023372/37017,PILKINGTON BROS (CHURCH) LTD,30/06/2022,9790.00
DEVELOPMENT CONTROL B.U.,PRIVATE CONTRACTORS WORK,STAFF WE 19/26 JUN 22,B000023372/67448,MACDONALD & COMPANY,30/06/2022,3677.75
LEISURE IN HYNDBURN,ASSET MAINT R&M,MOSAIC FLOOR SURVEY AND REPORT,B000023372/67809,THE JACKFIELD CONSERVATION STUDIO,30/06/2022,800.00
ELMFIELD HALL FLATS,WATER CHARGES,ELMFIELD 01.04.22 - 31.03.23,B000023372/6870,UNITED UTILITIES,30/06/2022,483.29
POLICY AND PERFORMANCE REVIEW,DOMESTIC VIOLENCE,DOMESTIC ABUSE CONTRIBUTION,B000023373/11051,LANCASHIRE POLICE AUTHORITY,30/06/2022,7000.00
LOCAL TAXATION,COMPUTER RENTAL & MAINT,OPAYO UPGRADE,B000023373/17209,CIVICA UK LIMITED,30/06/2022,3000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023373/21792,H & M BUILDING & JOINERY LTD,30/06/2022,4780.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023373/25868,HYNDBURN PLUMBING & HEATING SERVICES,30/06/2022,3817.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023373/30178,B3P SERVICES LTD,30/06/2022,4231.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF - W/E 26.06.22,B000023373/33923,EDEN BROWN LIMITED,30/06/2022,1224.50
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF - W/E 26.06.22,B000023373/46341,MORGAN HUNT UK LTD,30/06/2022,999.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF - W/E 26.06.22,B000023373/46341,MORGAN HUNT UK LTD,30/06/2022,1075.59
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF - W/E 26.06.22,B000023373/60568,CUMMINS MELLOR,30/06/2022,1287.60
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023373/64332,R W BUILDING AND DEVELOPMENT,30/06/2022,7285.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT 30.6.22,B000023373/67383,HOTEL,30/06/2022,650.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023373/7874,STANNAH LIFT SERVICES LIMITED,30/06/2022,2969.00
MAYORALTY,CIVIC LUNCHEON,FLOWERS FOR MAYOR MAKING,B000023373/8371,VICTORIA FLOWER SHOP,30/06/2022,800.00
