Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020199/29877,ROSSENDALE VULCANISING (SALES LTD),31/05/2019,2084.00
MAYORALTY,CIVIC LUNCHEON,CATERING MEALS FOR MAYOR MAKING,B000020201/58082,CATERMYEVENT.CO.UK,31/05/2019,3298.40
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,NORTHERN GATEWAY PEEL PARK,B000020199/60889,LANCASHIRE ENVIRONMENTAL FUND,31/05/2019,3300.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020199/7874,STANNAH LIFT SERVICES LIMITED,31/05/2019,3414.00
HOUSING BENEFIT ADMINISTRATION,OTHER FEES,ASSISTED DIGITAL SUPPORT JAN-MAR 19,B000020200/61245,ONWARD HOMES,31/05/2019,3587.85
ACC TOWN HALL IMPROVEMENTS,OTHER FEES,POST CONTRACT WORKS 1/5,B000020199/44786,CAMPBELL DRIVER PARTNERSHIP,31/05/2019,4475.71
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020199/48969,SPAIN BUILDING & MAINTENANCE LTD,31/05/2019,6118.00
CORP & DEM CORE,GENERAL CONTRIBUTIONS,GROWTH LANCS CORE FUNDING 1.4.19-31.3.20,B000020200/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,31/05/2019,15000.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,ACC THI  PHASE 4  VAL I,B000020199/7524,ROSS LEE CONSTRUCTION LTD,31/05/2019,27439.00
REGENERATION,HOUSING,DEPOSIT,P-CARD-MAY 19,LANDMARK PROPERTY MANAGEMENT,15/04/2019,900.00
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD-MAY 19,OFFICE DEPOT,07/05/2019,508.10
ENVIRONMENTAL SERVICES,PARKS,POLYSTYRENE,P-CARD-MAY 19,GREENGATES,10/05/2019,280.56
HOUSING BENEFIT ADMIN,SWIPE CARDS,MARCH,31725,ALLPAY.NET LTD,14/05/2019,1808.82
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  MARCH,31725,G4S CASH SOLUTIONS,15/05/2019,318.07
BANK CHARGES,BANK CHARGES,STREAMLINE,31738,WORLDPAY,21/05/2019,1798.05
BANK CHARGES,BANK CHARGES,STREAMLINE,31738,WORLDPAY,21/05/2019,2467.72

