Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
REFEREND16/17 PARLIMENTAR17/18,PREPARATION POLL CARDS,POLL CARDS & POSTAGE,B000020608/25419,ELECTORAL REFORM SERVICES,18/12/2019,18953.20
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,MERCERS ACTUARIAL SERVICES,B000020612/2496,LANCASHIRE COUNTY COUNCIL,19/12/2019,1500.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW CENTRAL HEATING SYSTEM,B000020612/36324,R H DENBIGH,19/12/2019,4600.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,CONSULTANCY SERVICES - SPORTS FACILITIES,B000020612/60549,WYG ENVIRONMENTAL PLANNING TRANSPORT LTD,19/12/2019,13945.00
BANK CHARGES,BANK CHARGES,STREAMLINE,,WORLDPAY,19/12/2019,1183.54
BANK CHARGES,BANK CHARGES,STREAMLINE,,WORLDPAY,19/12/2019,1721.71
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,COPIER CHARGES  16.11.19 - 15.12.19,B000020615/61288,XBM LTD,20/12/2019,254.64
COMPUTER SERVICES,TELEPHONES,Dec-19,B000020615/644,BRITISH TELECOMMUNICATIONS PLC,20/12/2019,442.54
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,CEMETERY SERVICE ALARM,B000020615/24998,FULL CIRCUIT FIRE & SECURITY LTD,20/12/2019,562.94
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 15.12.19,B000020615/33923,EDEN BROWN LTD,20/12/2019,914.55
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 15.12.19,B000020615/46341,MORGAN HUNT UK LTD,20/12/2019,922.25
COMPUTER SERVICES,TELEPHONES,MANAGED INTERNET COLLECTION FOR HBC BY LCC,B000020616/2496,LANCASHIRE COUNTY COUNCIL,20/12/2019,3943.30
DFG Affordable Warmth Grant,CONTRACTOR OTHER,REPLACEMNET CENTRAL HEATING SYSYTEM,B000020615/62183,DYNAMIC PLUMBING AND HEATING,20/12/2019,4500.00
UNDERSPENDS,GRANT HYNDBURN ARTS,3RD INSTALMENT GRANT,B000020615/47786,HYNDBURN ARTS LIMITED,20/12/2019,10000.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,STONE,B000020617/60214,SPECIALISED YORKSTONE SUPPLIES LTD,23/12/2019,910.00
ROYDS ST LNR IMPROVEMENT,OTHER FEES,PROJECT MANAGEMENT,B000020617/60561,PROFFITS - INVESTING IN COMMUNITIES,23/12/2019,2205.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,HIRE OF UNITS FOR POLLING STATIONS,B000020617/7247,PORTAKABIN LTD,23/12/2019,5560.00
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,TEMP STAFF,B000020617/55748,URBAN VISION PARTNERSHIP LTD,23/12/2019,6737.40
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,HIGHWAY ALTERATIONS,B000020617/42355,O'CALLAGHAN LTD,23/12/2019,30000.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,NOVEMBER,32439,ALLPAY.NET LTD,27/12/2019,1499.05
BANK CHARGES,BANK CHARGES,BANK CHARGES,32439,NATWEST / ON GROUP,31/12/2019,3402.54

