Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGE SEARCHES,B000023030/2496,LANCASHIRE COUNTY COUNCIL,23/02/2022,345.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,CLEARANCE OF TRASH SCREENS,B000023030/28458,MARCHBRIDGE BUILDERS LTD,23/02/2022,325.00
LCC COVID PREVENTION,IMPLEMENTS & TOOLS,HOLGATE ST CAR PARK GRITTING,B000023030/28458,MARCHBRIDGE BUILDERS LTD,23/02/2022,407.26
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,RTPI 2022  MEMBERSHIP,B000023030/39694,ROYAL TOWN PLANNING INSTITUTE,23/02/2022,321.00
DEV CONTROL,ADVERTISING GENERAL,PRESS NOTICE 11.02.22,B000023030/59724,TMP (UK) LTD,23/02/2022,274.80
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 13.02.22,B000023030/61657,G2 RECRUITMENT SOLUTIONS,23/02/2022,1267.20
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000023030/62103,THE INTELLIGENT DESIGN CENTRE LTD,23/02/2022,582.50
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,HOUSING RENT,B000023030/64211,ONWARD HOMES,23/02/2022,1000.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE SUPPORT MAR 22-FEB 23,B000023030/65823,NEC SOFTWARE SOLUTIONS UK LTD,23/02/2022,836.79
ECONOMIC DEVELOPMENT LEVEL UP,FEES-ANALYSTS & CONSULTANTS,ECON DEV AND REGEN SERV  JAN 22,B000023030/66485,CHEREGEN,23/02/2022,2083.33
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,BACAS SUPPORT 1.1.22 TO 31.12.22,B000023031/59817,CLEAR SKIES SOFTWARE LTD,23/02/2022,1320.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,1/6 REMAINING 50% OF GRANT,B000023031/61031,NEW FREEDOM,23/02/2022,407.20
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,"ACCRINGTON ACRE, PROJECT FEES",B000023031/66574,CBRE LTD,23/02/2022,3500.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,"ACC MARKET HALL,DECARBONISATION SURVEY",B000023031/66937,S I SEALY & ASSOCIATES LIMITED,23/02/2022,8300.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,ACCRINGTON TOWN CENTRE  LUF WORKS,B000023031/67037,AEW ARCHITECTS & DESIGNERS LTD,23/02/2022,12658.33
GENERAL EXPENSES,CABINET ACTION FUND,GRANT MADE TO CIVIC SOCIETY ,B000023031/67375,GREAT HARWOOD CIVIC SOCIETY,23/02/2022,500.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAF W/E 13.02.22,B000023032/46341,MORGAN HUNT UK LTD,23/02/2022,1004.92
REGISTRATION OF ELECTORS,STATIONERY,SCHOFIELDS R62,B000023032/50652,THOMSON REUTERS PROFESSIONAL UK LTD,23/02/2022,314.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 13.02.22,B000023032/60568,CUMMINS MELLOR,23/02/2022,1221.00
REGISTRATION OF ELECTORS,CANVASS,CANVASS REMINDERS 20,B000023032/62168,CIVICA ELECTION SERVICES,23/02/2022,491.11
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION  31.12.21 - 16.02.22,B000023032/67383,MOLESWORTH HOTEL,23/02/2022,3748.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,PO SUNDRY BAGS HBC 22,B000023032/7735,SHAW & SONS LTD,23/02/2022,976.20
PARKS & OPEN SPACES,ELECTRICITY,KING GEORGES - 3.12.21 - 1.1.22,B000023039/35310,SWALEC,23/02/2022,302.68
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 13.12.21,B000023039/58852,OYSTER PARTNERSHIP,23/02/2022,1580.04
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/C 25.10.21,B000023039/58852,OYSTER PARTNERSHIP,23/02/2022,1586.34
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 18.10.21,B000023039/58852,OYSTER PARTNERSHIP,23/02/2022,1588.44
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/C 13.12.21,B000023039/58852,OYSTER PARTNERSHIP,23/02/2022,2650.00
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,RENT DEPOSIT,B000023039/67392,MAARD PROPERTIES LIMITED,23/02/2022,1000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023039/7874,STANNAH LIFT SERVICES LIMITED,23/02/2022,2666.00
PARKS & OPEN SPACES,ASSET MAINT R&M,NEW INTRUDER ALARM,B000023051/24998,FULL CIRCUIT FIRE & SECURITY LTD,25/02/2022,746.42
WILLOWS LANE DEPOT,ASSET MAINT R&M,KITCHEN LEAK REPAIR,B000023051/37017,PILKINGTON BROS (CHURCH) LTD,25/02/2022,432.19
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE  REPAIRS TO CAR PARK BARRIER,B000023051/58448,GATE AUTOMATION SOLUTIONS LTD,25/02/2022,577.87
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL  5 YR WIRING INSP AND REPORT,B000023051/60330,CALBARRIE COMPLIANCE SERVICES,25/02/2022,618.55
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,"BUMPER, CORNER BUMPER & RIVETS",B000023053/1164,DENNIS EAGLE LIMITED,28/02/2022,305.55
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,"ACTIVE XLS, CLEAR VIEW",B000023053/4467,HOPE & BROWN LTD,28/02/2022,303.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REPAIRS TO VEHICLES,B000023053/60210,MONKS CONTRACTORS LIMITED,28/02/2022,3680.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BALLJOINT,B000023053/7688,AEBI SCHMIDT UK LTD,28/02/2022,1075.75
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TERBERG ATTENDED ON SITE,B000023053/8014,TERBERG MATEC UK,28/02/2022,1991.47
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL,B000023053/8325,WATER PLUS LTD,28/02/2022,377.29
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 20.02.22,B000023054/33923,EDEN BROWN LIMITED,28/02/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 13.02.22,B000023054/33923,EDEN BROWN LIMITED,28/02/2022,1010.10
HYNDBURN CEMETERIES,ASSET MAINT R&M,REPAIR TO SINK AS NO HOT WATER,B000023054/37017,PILKINGTON BROS (CHURCH) LTD,28/02/2022,333.86
MARKETS - OPERATIONS,ASSET MAINT R&M,REPLACE WINDOW / REPAIR FIRE DOOR,B000023054/37017,PILKINGTON BROS (CHURCH) LTD,28/02/2022,592.78
Asbestos removal various sites,CONTRACTOR OTHER,HAWORTH AG - ASBESTOS REMOVAL,B000023054/40686,ASSIST FM LTD,28/02/2022,500.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF - W/E 20.02.22,B000023054/46341,MORGAN HUNT UK LTD,28/02/2022,991.34
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 13.02.22,B000023054/55150,VENN GROUP LIMITED,28/02/2022,1110.30
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 09/01/22,B000023054/66417,CARRINGTON WEST LIMITED,28/02/2022,1035.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 12/12/21,B000023054/66417,CARRINGTON WEST LIMITED,28/02/2022,1293.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 16/01/22,B000023054/66417,CARRINGTON WEST LIMITED,28/02/2022,1293.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 19/12/21,B000023054/66417,CARRINGTON WEST LIMITED,28/02/2022,1293.75
SCAITCLIFFE HOUSE,ASSET MAINT R&M,TEST AND INSPECT SAFETY WIRE AND 5 SINGLE POINT ,B000023054/66640,HIGHWIRE LTD,28/02/2022,825.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,LNR CONTRIBUTION,B000023055/30834,LANCASHIRE WILDLIFE TRUST,28/02/2022,2000.00
SCAITCLIF HSE CAR PARK BARRIER,CONTRACTOR OTHER,CAR PARK BARRIER RICHMOND ST,B000023055/58448,GATE AUTOMATION SOLUTIONS LTD,28/02/2022,3909.90
LOWERFOLD PARK BUILDINGS,OTHER FEES,LOWERFOLD SERVICE BUILDING  ASBESTOS SURVEY,B000023055/59301,CONSULTANTS & SPEC SURVEYORS LTD,28/02/2022,495.00
COMMUNITY CHAMPIONS FUNDING,WORKSHOPS/COURSES,MATERIALS FOR COMM CHMPS WORK SHOPS,B000023055/8566,YORKSHIRE PURCHASING ORGANISATION,28/02/2022,305.80
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF - W/C 14.02.22,B000023058/58852,OYSTER PARTNERSHIP,28/02/2022,1593.90
COVID BACKFILL,AGENCY STAFF,TEMP STAFF- W/C 14.02.22,B000023058/58852,OYSTER PARTNERSHIP,28/02/2022,2120.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF - P/E 20.02.22,B000023058/61657,G2 RECRUITMENT SOLUTIONS,28/02/2022,1143.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF - P/E 20.02.22,B000023058/61657,G2 RECRUITMENT SOLUTIONS,28/02/2022,1248.75
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF - P/E 20.02.22,B000023058/61860,VIVID RESOURCING,28/02/2022,1681.19
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,35000,G4S,15/03/2022,376.20
HMCTS,HMCTS,Blackburn Magistrates Court,35000,HMCTS,16/03/2022,366.00
BANK CHARGES,BANK CHARGES,STREAMLINE,35007,WORLDPAY,21/03/2022,873.09
BANK CHARGES,BANK CHARGES,STREAMLINE,35007,WORLDPAY,21/03/2022,2035.81
HOUSING BENEFIT ADMIN,SWIPE CARDS,MARCH,35001.66667,ALLPAY.NET LTD,28/03/2022,354.12
BANK CHARGES,BANK CHARGES,NATWEST QTRLY CHGS,35016,NATWEST ,31/03/2022,3178.94
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
