Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
FACILITIES TEAM,AGENCY STAFF,STAFF WE 12.07.19,B000020314/59823,HAYS,29/07/2019,1166.26
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT, MOWER WITH WHEELS,B000020315/58747,ROBERTSHAW GARDEN MACHINERY LTD,29/07/2019,1166.67
LIFT IMPROVEMENTS,CONTRACTOR OTHER,MARKET HALL LIFT REPAIRS,B000020312/59916,CONCEPT ELEVATORS,29/07/2019,1275.80
LIFT IMPROVEMENTS,CONTRACTOR OTHER,ACC TOWN HALL LIFT 1 IMPROVEMENTS,B000020312/59916,CONCEPT ELEVATORS,29/07/2019,1370.45
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020315/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,29/07/2019,1500.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,ACC MARKET LIFT REPAIRS,B000020312/59916,CONCEPT ELEVATORS,29/07/2019,1558.40
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL ,B000020316/56040,TATE FUEL OILS LTD,29/07/2019,1680.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,MARKET HALL LIFT 1 PEEL ST,B000020312/59916,CONCEPT ELEVATORS,29/07/2019,3383.20
Oakhill Park chemical tank,CONTRACTOR OTHER,OAKHILL PARK SOIL SAMPLING,B000020312/53911,ID GEOENVIRONMENTAL LIMITED,29/07/2019,3470.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020313/48969,SPAIN BUILDING & MAINTENANCE LTD,29/07/2019,5798.09
REGISTRATION OF ELECTORS,AGENCY STAFF,STAFF APRIL TO JUN 2019,B000020314/45531,BOROUGH OF PENDLE,29/07/2019,5855.13
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL FUEL ,B000020316/56040,TATE FUEL OILS LTD,29/07/2019,10224.77
ELMFIELD HALL FLATS,GENERAL REPAIR & MAINT BLDGS,ELMFIELD HALL ASEBESTOS REMOVAL,B000020312/40686,ASSIST FACILITIES MANAGEMENT,29/07/2019,13950.00
HOUSING ADVICE,GRANTS,GRANT AGREEMENT,B000020313/35258,HARV DOMESTIC VIOLENCE TEAM,29/07/2019,48309.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"PHOTOGRAPHY AND VIDEO OR RHYDDINGS PARK, OSW 19.5.19",B000020325/61828,HORNE CREATIVE IMAGING SERVICES,31/07/2019,320.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ADVERT FOR AUGUST,B000020325/52885,ACORN COMMUNITY NEWS,31/07/2019,350.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,BLACKBURN ROAD ACCRINGTON SECURITY  ,B000020325/61830,LLOYDS BANK COMMERCIAL FINANCE,31/07/2019,748.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 21.07.19,B000020322/33923,EDEN BROWN LTD,31/07/2019,1010.10
DEV CONTROL,DEV CONTROL SYSTEM,RENEWAL OF COMPASS ON LINE,B000020322/58800,HAYMARKET MEDIA GROUP LTD,31/07/2019,2145.00
CHRISTMAS DECS & AMENITY COSTS,ELECTRICITY,SEASONAL LIGHTING 01.03.18 - 28.02.19,B000020322/25200,E.ON UK PLC,31/07/2019,3517.50
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,RELEASE RETENTION SPRING ST,B000020322/7524,ROSS LEE CONSTRUCTION LTD,31/07/2019,18129.53
ENVIRONMENTAL SERVICES,CEMETERIES,TIMBER,P-CARD - JULY 19,WHEWELLS,02/07/2019,337.83
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD - JULY 19,OFFICE DEPOT,09/07/2019,366.55
P & C G,CENTRAL ADMIN,FRANKING MACHINE SUPPLIES,P-CARD - JULY 19,PITNEY BOWES,10/07/2019,317.35
ENVIRONMENTAL SERVICES,CEMETERIES,GARDEN SUPPLIES,P-CARD - JULY 19,GREENVALE PROUCTS,11/07/2019,250.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,JUNE,31981,ALLPAY.NET LTD,15/07/2019,1834.30
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  JUNE,31981,G4S CASH SOLUTIONS,15/07/2019,331.98
BANK CHARGES,BANK CHARGES,STREAMLINE,31981,WORLDPAY,19/07/2019,1560.59
BANK CHARGES,BANK CHARGES,STREAMLINE,31981,WORLDPAY,19/07/2019,2171.11
BANK CHARGES,BANK CHARGES,BANK CHARGES,31917,NWB EBS - ADD BACS USER,23/07/2019,603.00

