Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
ENVS - Environmental Services,CAC - Parks & Cemeteries,Felling of Aesculus,1,CRINV0001504,Roy Cattermole (Tree Surgeon),14/05/2024,840.00
ENVS - Environmental Services,CAB - Other Environmental Services,April 2024 Supplementary Cleaning Charge,1,CRINV0001519,ServiceMaster Clean Contract Services AAA,14/05/2024,"1,257.69"
RESO - Resources,AAB - Benefits & Customer Contact,Temp Staff T/S end 07/04/24,1,CRINV0001521,Eden Brown Limited,14/05/2024,"1,212.12"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/e 21.04.24,1,CRINV0001534,G2 Recruitment Solutions,14/05/2024,"2,127.30"
ENVS - Environmental Services,CAF - CVMU,Motor controller repairs,1,CRINV0001561,Terberg Matec Uk,14/05/2024,426.42
REGN - Regeneration & Housing,FAB - Facilities,Remedial works at HAG,1,CRINV0001563,BES Group Electrical Limited,14/05/2024,455.47
REGN - Regeneration & Housing,FAB - Facilities,Remedial works - Scaitcliffe,1,CRINV0001564,BES Group Electrical Limited,14/05/2024,424.73
REGN - Regeneration & Housing,FAB - Facilities,Remedial works - Milnshaw Bowls,1,CRINV0001566,BES Group Electrical Limited,14/05/2024,297.91
ENVS - Environmental Services,CAD - Town Centre & Markets,Leaflets,1,CRINV0001619,J P P Media Limited,14/05/2024,630.00
ENVS - Environmental Services,CAB - Other Environmental Services,10kg Sakarat Brodkill Whole Wheat / 100 small oblong bait trays,1,CRINV0001621,Killgerm Chemicals Ltd,14/05/2024,298.20
ENVS - Environmental Services,CAC - Parks & Cemeteries,Call out to remove storm damaged / wind blown Beech tree ,1,CRINV0001622,Roy Cattermole (Tree Surgeon),14/05/2024,600.00
ENVS - Environmental Services,CAC - Parks & Cemeteries, Fell Willow Tree ,1,CRINV0001629,A Binns & Co,14/05/2024,564.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Signs 365 x 590mm,1,CRINV0001630,Hitchens Engravers Ltd,14/05/2024,255.00
ENVS - Environmental Services,CAB - Other Environmental Services,17.04.24 - Hire of 8 Wheeler Day Work,1,CRINV0001633,Stanley Brothers (Tippers) Ltd,14/05/2024,648.00
ENVS - Environmental Services,CAE - Waste Services,Wire / Bolts,1,CRINV0001634,Probrush,14/05/2024,"3,632.42"
ENVS - Environmental Services,CAB - Other Environmental Services,"Good Nature A24 Counter Kit (Bluetooth), Box of 4 AF Multis Trapping Stations",1,CRINV0001635,Killgerm Chemicals Ltd,14/05/2024,312.00
ENVS - Environmental Services,CAF - CVMU,Kit wireless smoke heads w/bkts and 9.6v battery,1,CRINV0001714,Snap On Diagnostics,14/05/2024,518.80
LEGL - Legal & Democratic,DAB - Human Resources,Potpourri making,1,CRINV0001820,New Freedom (Bubbleducks),14/05/2024,250.00
ENVS - Environmental Services,CAD - Town Centre & Markets,Supply and fit a sign for number 4 Broadway,1,CRINV0001826,Sign It,14/05/2024,350.00
ENVS - Environmental Services,CAA - Environmental Maintenance,SCAPE NCF E&W - Accrington Town Square - Payment 5,1,CRINV0001843,Morgan Sindall Construction & Infrastructure Ltd,14/05/2024,"237,045.82"
ENVS - Environmental Services,CAA - Environmental Maintenance,SCAPE NCF E&W - Accrington Town Square - Payment 5,2,CRINV0001843,Morgan Sindall Construction & Infrastructure Ltd,14/05/2024,"70,609.39"
ENVS - Environmental Services,CAA - Environmental Maintenance,SCAPE NCF E&W - Accrington Town Centre - Payment 5,3,CRINV0001843,Morgan Sindall Construction & Infrastructure Ltd,14/05/2024,"196,697.58"
RESO - Resources,AAG - Management Resources,Financials license fee  maintenance  21/05/24 - 20/05/25,1,CRINV0001864,Civica Uk Limited,14/05/2024,"61,280.46"
ENVS - Environmental Services,CAA - Environmental Maintenance,April 24 charges,1,CRINV0001879,Rider Levett Bucknall Uk Ltd,14/05/2024,"6,120.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,April 24 charges,2,CRINV0001879,Rider Levett Bucknall Uk Ltd,14/05/2024,"6,120.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,April 24 charges,3,CRINV0001879,Rider Levett Bucknall Uk Ltd,14/05/2024,"6,120.00"
ENVS - Environmental Services,CAB - Other Environmental Services,Works carried out to repair gate ,1,CRINV0001896,Monks Contractors Limited,14/05/2024,588.00
RESO - Resources,AAF - Finance,Cleaning Products,1,CRINV0001907,Option Hygiene,14/05/2024,490.12
RESO - Resources,AAC - Chief Executive,Subs - Apr 24 to Mar 25,1,CRINV0001913,North West Employers,14/05/2024,"5,138.17"
ENVS - Environmental Services,CAE - Waste Services,Hire of vehicle - March 24,1,CRINV0001914,Leeds Commercial Vehicle Hire,14/05/2024,"1,940.40"
ENVS - Environmental Services,CAA - Environmental Maintenance,Accrington Town Square - Payment Certificate 2,1,CRINV0001942,Krol Corlett Construction Limited,14/05/2024,"24,419.38"
ENVS - Environmental Services,CAA - Environmental Maintenance,Accrington Town Square - Payment Certificate 2,2,CRINV0001942,Krol Corlett Construction Limited,14/05/2024,"69,076.56"
RESO - Resources,AAF - Finance,Stationery,1,CRINV0001952,Ot Group Limited,14/05/2024,385.93
ENVS - Environmental Services,CAF - CVMU,Road Tax,1,,Barclaycard,14/05/2024,337.50
ENVS - Environmental Services,CAF - CVMU,Vehicle parts,1,,Barclaycard,14/05/2024,341.12
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation ,1,CRINV00002876,Barclaycard,14/05/2024,392.46
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation,1,CRINV00002876,Barclaycard,14/05/2024,398.30
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation,1,CRINV00002876,Barclaycard,14/05/2024,439.98
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation,1,CRINV00002876,Barclaycard,14/05/2024,483.31
RESO - Resources,AAD - ICT,IT Equipment,1,CRINV00002876,Barclaycard,14/05/2024,597.00
ENVH - Environmental Health,BAA - Housing Standards,Battery Charging Unit,1,,Barclaycard,14/05/2024,"2,454.00"
ENVH - Environmental Health,BAA - Housing Standards,Battery Charging Unit,1,CRINV00002876,Barclaycard,14/05/2024,"2,454.00"
RESO - Resources,AAF - Finance,BRR & RSG Central Share April 24,1,CRINV0001710,"(DD) Department of Levelling Up, Housing & Comm...",16/05/2024,"1,055,937.00"
RESO - Resources,AAF - Finance,BRR % RSG Top Up April 24,2,CRINV0001710,"(DD) Department of Levelling Up, Housing & Comm...",16/05/2024,"1,174.00-"
RESO - Resources,AAF - Finance,BRR & RSG TR Payments April 24,3,CRINV0001710,"(DD) Department of Levelling Up, Housing & Comm...",16/05/2024,"89,661.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 22-23 April 24,4,CRINV0001710,"(DD) Department of Levelling Up, Housing & Comm...",16/05/2024,"171,207.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 23-24 April 24,5,CRINV0001710,"(DD) Department of Levelling Up, Housing & Comm...",16/05/2024,"250,820.00"
RESO - Resources,AAF - Finance,RVBC Tariff due April 2024,1,CRINV0001711,(DD ONLY) Ribble Valley Borough Council,16/05/2024,"453,669.00"
RESO - Resources,AAF - Finance,April Land Registry Fee,1,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,2,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,3,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,4,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,5,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,6,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,7,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,8,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,9,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,10,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,11,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,12,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,13,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,14,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,15,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,16,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,17,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,18,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,19,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,20,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,21,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,22,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,23,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,24,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,25,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,26,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,27,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,28,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,29,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,30,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,31,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,32,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,33,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,34,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,35,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,36,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,37,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,38,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,39,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,40,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,41,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,42,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,43,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,44,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,45,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,46,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,47,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,48,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,49,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,50,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,51,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,52,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,53,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,54,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,55,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,56,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,57,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,58,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,59,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,60,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,61,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,62,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,63,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,64,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,65,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,66,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,67,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,68,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,69,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,70,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,71,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,72,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,73,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,74,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,75,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,76,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,77,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,78,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,79,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,80,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,81,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,82,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,83,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,84,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,85,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,86,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,87,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,88,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,89,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,90,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,91,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,92,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,93,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,94,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,95,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,96,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,97,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,98,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,99,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,100,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,101,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,102,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,103,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,104,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,105,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,106,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,107,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,108,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,109,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,110,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,111,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,112,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,113,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,114,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,115,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,116,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,117,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,118,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,119,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,120,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,121,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,122,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,123,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,124,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,125,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,126,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,127,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,128,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,129,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,130,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,131,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,132,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,133,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,134,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,135,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,136,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,137,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,138,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,139,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,140,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,141,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,142,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,143,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,144,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,145,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,146,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,147,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,148,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,149,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,150,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,151,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,152,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,153,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,154,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,155,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,156,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,157,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,158,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,159,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,160,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,161,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,162,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,163,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,164,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,165,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,166,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,167,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,168,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,169,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,170,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,171,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,172,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,173,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,174,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,175,CRINV0001836,HM Land Registry,16/05/2024,6.00
RESO - Resources,AAF - Finance,April Land Registry Fee,176,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,177,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,178,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,179,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,180,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,181,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,182,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,183,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,184,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,185,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,186,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,187,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,188,CRINV0001836,HM Land Registry,16/05/2024,3.00
RESO - Resources,AAF - Finance,April Land Registry Fee,189,CRINV0001836,HM Land Registry,16/05/2024,3.00
