Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,DEV MANAGEMENT & BUILD CONTR REVIEW,B000019536/60592,DAVE JOLLEY PLANNING & DEV LTD,30/05/18,2500.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019536/35745,AGS HEATING & PLUMBING LTD,30/05/18,2544.00
MUNICIPAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,BALLOT PAPERS,B000019538/54880,PRINT IMAGE FACILITIES LLP,30/05/18,2961.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019532/59806,GREENWOOD PLUMBERS,30/05/18,3490.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019532/47956,BRYAN LEE BULDING CONTRACTORS,30/05/18,3834.66
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019532/25868,HYNDBURN PLUMBING & HEATING SERVICES,30/05/18,4690.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,"DT01497-SERVICE-DFG 10430 - 20 CLIFF STREET, RISHTON",B000019532/34573,MR R WILCOCK,30/05/18,5690.00
MUNICIPAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,PRINTING POSTAL PACKS,B000019538/54880,PRINT IMAGE FACILITIES LLP,30/05/18,6872.92
OTHER SERVICES,SINGLE FUNDING POT,YR 2 GRANT 18/19,B000019537/905,CITIZENS ADVICE BUREAU,30/05/18,35000.00
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,"SPRING ST, RISHTON. FACE LIFT",B000019536/7524,ROSS LEE CONSTRUCTION LTD,30/05/18,39848.43
HUMAN RESOURCES,TRAINING EXPENSES,TRAINING - TRR RIGGING,B000019545/41978,MYERSCOUGH COLLEGE,31/05/18,433.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000019547/46341,MORGAN HUNT UK LTD,31/05/18,763.80
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING SERVICES,B000019547/29112,HYNDBURN LEISURE,31/05/18,860.54
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,TEMP STAFF - W/E 27.5.18,B000019545/46341,MORGAN HUNT UK LTD,31/05/18,951.72
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,PITCH 8 GYPSY SITE,B000019547/30178,B3P SERVICES LTD,31/05/18,1073.51
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCH 2  5  6  10,B000019547/45458,GLOSSOP CARAVANS LTD,31/05/18,1300.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WHINNEY HILL ELECTRICAL REPORT,B000019547/30178,B3P SERVICES LTD,31/05/18,1412.50
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,FINAL PAYMENT FOR GLASS HOUSE,B000019544/60144,HARTLEY BOTANIC,31/05/18,34576.67
ENVIRONMENTAL SERVICES,PARKS,PEST CONTROL EQUIPMENT,P-CARD - MAY 18,SCREWFIX,19/04/18,316.74
P & C G,ADMINISTRATION,FLAGS,P-CARD - MAY 18,HAMPSHIRE FLAG,19/04/18,439.8
P & C G,ADMINISTRATION,STATIONERY,P-CARD - MAY 18,OFFICE DEPOT,10/05/18,433.99
P& C G,ADMINISTRATION,STATIONERY,P-CARD - MAY 18,OFFICE DEPOT,11/05/18,479.35
HOUSING BENEFIT ADMIN,SWIPE CARDS,APRIL,30451,ALLPAY.NET LTD,14/05/18,2014.97
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  APR,30451,G4S CASH SOLUTIONS,15/05/18,318.07
BANK CHARGES,BANK CHARGES,STREAMLINE,30452,NATWEST BANK,21/05/18,1958.21
BANK CHARGES,BANK CHARGES,STREAMLINE,30452,NATWEST BANK,21/05/18,1354.70

