Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
WARDENS,BURIAL FEES,FUNERAL COSTS,B000022158/55164,BARTON & HALLWORTH FUNERAL SERVICES,21/05/2021,1445
LOCAL ELECTIONS,COVID ITEMS,POLLING BOOTHS,B000022161/12855,PAKFLATT (UK) LTD,22/05/2021,5555
REGISTRATION OF ELECTORS,RENTAL & MAINT SOFTWARE MISC,XPRESS ANNUAL FEE,B000022161/17209,CIVICA UK LIMITED,22/05/2021,12000
GYPSY SITE,RENT AND HIRE OF PREMISES,RENT 12.4.21 - 16.5.21,B000022161/45458,GLOSSOP CARAVANS LTD,22/05/2021,2450
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,FIRST YEAR SUPER SLOW WAY CONTRIBUTION,B000022161/54412,CANAL & RIVER TRUST,22/05/2021,10000
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN,B000022161/62168,CIVICA ELECTION SERVICES,22/05/2021,367.6
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN,B000022161/62168,CIVICA ELECTION SERVICES,22/05/2021,534.5
REGISTRATION OF ELECTORS,PRINTING,ABSENT VOTER REFRESH AND POSTAGE,B000022161/62168,CIVICA ELECTION SERVICES,22/05/2021,1705.86
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000022161/64614,MR PIERS RILEY-SMITH,22/05/2021,1000
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE CONSULTANCY,B000022161/65220,CAPITA  BUSINESS SERVICES LTD,22/05/2021,2275
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022162/21792,H & M BUILDING & JOINERY LTD,22/05/2021,10585
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022162/34573,MR R WILCOCK,22/05/2021,7120
COVID MARSHALLS,IMPLEMENTS & TOOLS,LAPTOP ,B000022162/52932,INSIGHT DIRECT (UK) LTD,22/05/2021,541.99
HAWORTH ART GALLERY,NEW EQUIPMENT,UPGRADE TO HAG TILL SOFTWARE ,B000022162/6957,NORTH WEST BUSINESS MACHINES LTD,22/05/2021,1800
MARKETS - OPERATIONS,WATER CHARGES,MARKET HALL WATER WASTE APRIL/MAY 2021,B000022163/8325,WATER PLUS LTD,22/05/2021,932.94
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022164/52883,POLLOCK LIFTS,24/05/2021,300
RANGER ST COMPOUND & DEPOT,ASSET MAINT R&M,BROWN ST WORKS,B000022164/59128,GEORGE PEARCE & SONS LTD,24/05/2021,7584
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,CLEARING OF HOARDING REFUSE ,B000022164/62449,JOHN HOGG CLEANING,24/05/2021,5650
HYNDBURN CEMETERIES,NEW SEATS,MEMORIAL TREES FOR ACCRINGTON CEMETERY ,B000022166/12998,J A JONES AND SONS,24/05/2021,2963
COVID 19,HIRED VEHICLE,VEHICLE HIRE  2.3.21 - 30.3.21,B000022166/2062,INTACK SELF DRIVE,24/05/2021,506.52
COVID TESTING,HIRED VEHICLE,VEHICLE HIRE 19.4.21 - 17.5.21 ,B000022166/2062,INTACK SELF DRIVE,24/05/2021,599.6
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,RENEWAL REACTEC SOFTWARE/ HAV MONITOR,B000022166/44219,REACTEC,24/05/2021,945
SANITISATION STATIONS,AGENCY STAFF,AGENCY STAFF 3.5.21 - 9.5.21,B000022166/55740,RAPID RECRUITMENT LTD,24/05/2021,678.12
SANITISATION STATIONS,AGENCY STAFF,TEMP STAFF 10.5.21 TO 16.5.21 ,B000022166/55740,RAPID RECRUITMENT LTD,24/05/2021,884.28
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  3.5.21 - 9.5.21,B000022166/55740,RAPID RECRUITMENT LTD,24/05/2021,1137.98
COVID MARSHALLS,AGENCY STAFF,AGENCY STAFF WK 3.5.21 ,B000022166/58852,OYSTER PARTNERSHIP,24/05/2021,612.64
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 26.4.21,B000022166/58852,OYSTER PARTNERSHIP,24/05/2021,918.96
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/C 26.4.21 ,B000022166/58852,OYSTER PARTNERSHIP,24/05/2021,1955.88
WILLOWS LANE DEPOT,PENDLE - OUT OF HOURS,LONE WORKING MONITORING ANNUAL RENEWAL FEE,B000022166/59807,SECTOR SECURITY SERVICES,24/05/2021,2701.8
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF  16.5.21 ,B000022166/61860,VIVID RESOURCING,24/05/2021,1354.05
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL ,B000022166/64492,CERTAS ENERGY,24/05/2021,20395.87
TIPPING CHARGES,HIRED VEHICLE,VEHICLRE HIRE 5.5.21,B000022166/7871,STANLEY BROS TIPPERS LTD,24/05/2021,450
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,ENGINE ASSEMBLY AND FILTER ,B000022167/46914,OMC FORD (ACCRINGTON),24/05/2021,282.74
VEHICLE MAINT WORK DONE,EXCESS PAYMENTS,EXCESS PAYMENT COLLECTION/ DELIVERY CHARGE REF 07211380138,B000022167/7688,AEBI SCHMIDT UK LTD,24/05/2021,600
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SAFETY ARMS AND BARRIERS,B000022167/8014,TERBERG MATEC UK,24/05/2021,367.54
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RUBBER BUMP STOP,B000022167/8014,TERBERG MATEC UK,24/05/2021,408.33
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,"BUMP STOP BLOCK, WEAR STRIPS",B000022167/8014,TERBERG MATEC UK,24/05/2021,780.93
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,CLAMP SPRING ,B000022167/8014,TERBERG MATEC UK,24/05/2021,900.65
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF  - W/E 09.05.21,B000022169/33923,EDEN BROWN LIMITED,24/05/2021,1010.1
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  - W/E 16.05.21,B000022169/46341,MORGAN HUNT UK LTD,24/05/2021,1004.92
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF TO W/E 09.05.21,B000022169/55150,VENN GROUP LIMITED,24/05/2021,810
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF TO W/E 16.05.21,B000022169/55150,VENN GROUP LIMITED,24/05/2021,999
CUSTOMER SERVICES,AGENCY STAFF,ADMIN AGENCY CA W/E 16.05.21,B000022169/60568,CUMMINS MELLOR,24/05/2021,610.5
DEVELOPMENT CONTROL B.U.,EQUIPMNT REPAIR & MAINT,PLANNING SCANNER  REPAIRS,B000022169/65947,REPROTEC LIMITED,24/05/2021,752
HOUSING BENEFIT ADMIN,SWIPE CARDS,APRIL,34198,ALLPAY.NET LTD,26/05/2021,1355.25
LEISURE IN HYNDBURN,GRANTS-GENERAL,SPORT ENGLAND OCT 20-MAR 21,B000022175/29112,HYNDBURN LEISURE,26/05/2021,108407.3
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL PAVILLIONS LIGHT REPLACEMENT,B000022175/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,26/05/2021,399.8
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART REMOVE WATER TANK NINSTAL NEW FLOOR,B000022175/59128,GEORGE PEARCE & SONS LTD,26/05/2021,1044
CORPORATE PROPERTY,WATER CHARGES,WATER MAR 2021 ,B000022175/6870,UNITED UTILITIES,26/05/2021,954.43
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL AUTODOORS REPAIRS,B000022176/37111,AUTOMATIC DOOR COMPANY,26/05/2021,1603
BROADWAY SHOPS,CONTRACTOR OTHER,BROADWAY RETAIL UNITS  REPS TO CANOPY,B000022176/59128,GEORGE PEARCE & SONS LTD,26/05/2021,2234
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022182/30178,B3P SERVICES LTD,27/05/2021,4095.99
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,CREM - REPLACE LIGHTING TUBE,B000022182/37017,PILKINGTON BROS (CHURCH) LTD,27/05/2021,305.58
PHOENIX 1D,CONTRACTOR OTHER,CLAIM 2 - 12.04.21 -- COMPLETED WORKS ,B000022182/41590,KEEPMOAT HOMES,27/05/2021,98136.69
STRATEGIC HOUSING DEPARTMENT,GRANTS,LA CARE FUND CONTRIBUTION 21-22,B000022182/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,27/05/2021,15000
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF P/E 23.05.21,B000022182/61860,VIVID RESOURCING,27/05/2021,1767.09
CORPORATE PROPERTY,ASSET MAINT R&M,2 X ELECTRIC KITS DEFIBS,B000022182/65960,SPEARWOOD HOLDINGS LIMITED - CARDIOCADDY,27/05/2021,280
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022182/7874,STANNAH LIFT SERVICES LIMITED,27/05/2021,6459
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BEARING,B000022183/1164,DENNIS EAGLE LIMITED,28/05/2021,611.55
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BALL JOINT,B000022183/2521,LANCASHIRE LEYLAND DAF LTD,28/05/2021,355.81
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
