Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,16.9.20 - 15.10.20,B000021264/61288,XBM LTD,26/10/2020,252.43
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,CAT 5 CABLING AT ACC TOWN HALL,B000021264/7968,T I S LTD,26/10/2020,1328
HAWORTH ART GALLERY,NEW EQUIPMENT,TABLES & CHAIRS,B000021264/8566,YORKSHIRE PURCHASING ORGANISATION,26/10/2020,747.21
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021268/25868,HYNDBURN PLUMBING & HEATING SERVICES,27/10/2020,4940
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,MAINFRAME UNIVERSAL CAPTURE,B000021268/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,27/10/2020,710.55
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,PLANNING LAW PRECEDENTS,B000021268/50652,THOMSON REUTERS PROFESSIONAL UK LTD,27/10/2020,1005
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,REMOVAL OF DEAD DANGEROUS TREE,B000021268/55074,SCOTT MITCHELL,27/10/2020,350
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF WE 11.10.20,B000021268/55150,VENN GROUP LIMITED,27/10/2020,925
BUILDING CONTROL B.U.,AGENCY STAFF,PROF BC SERVICES SEPT,B000021268/55748,CAPITA PROPERTY & INFRASTRUCTURE LTD,27/10/2020,6831
DEVELOPMENT CONTROL B.U.,PUBLIC PARTICIPATION EXPENSE,PRESS NOTICES,B000021268/59724,TMP (UK) LTD,27/10/2020,289.2
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000021268/62169,ONE 7 GRP  LTD,27/10/2020,19210
LICENSING,HACKNEY CARRIAGE STANDS,RE MARK TAXI RANK,B000021268/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,27/10/2020,450
PEST CONTROL,PRIVATE CONTRACTORS WORK,INSTALLATION OF FLY SCREENS,B000021269/15410,LANCASTER CITY COUNCIL,27/10/2020,981.2
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF 18.10.20 ,B000021269/19414,HEADS RECRUITMENT LIMITED,27/10/2020,1964.04
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 11.10.20,B000021269/19414,HEADS RECRUITMENT LIMITED,27/10/2020,1574.73
COVID 19,HIRED VEHICLE,VEHICLE RENTAL 13.10.20-10.11.20 ,B000021269/2062,INTACK SELF DRIVE,27/10/2020,506.4
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE RENTAL 21.09.20 - 16.10.20,B000021269/2062,INTACK SELF DRIVE,27/10/2020,730.22
HYNDBURN CEMETERIES,MATERIALS-DIRECT,WINTER BEDDINGPLANTS,B000021269/28726,LES HALMAN NURSERIES LTD,27/10/2020,600
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,PLASTIC/CANS/GLASS FROM 29.8.20-11.9.20 ,B000021269/33025,RISHTON WASTE PAPER LTD,27/10/2020,3232.8
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,PLASTIC/CANS/GLASS ,B000021269/33025,RISHTON WASTE PAPER LTD,27/10/2020,3126.4
WILLOWS LANE DEPOT,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE WILLOWS LANE,B000021269/44845,KEYPLUS SECURITY LTD,27/10/2020,275
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 12.10.20-18.10.20 ,B000021269/55740,RAPID RECRUITMENT LTD,27/10/2020,2676.51
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  05.10.20 TO 11.10.20,B000021269/55740,RAPID RECRUITMENT LTD,27/10/2020,3806.35
LCC COVID PREVENTION,AGENCY STAFF,AGENCY STAFF 5.10.20-11.10.20,B000021269/58023,BUCKINGHAM FUTURES LTD,27/10/2020,588
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  5.10.20-11.10.20,B000021269/58023,BUCKINGHAM FUTURES LTD,27/10/2020,588
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT ,B000021269/60670,FRIENDS OF RHYDDINGS PARK,27/10/2020,500
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  9.10.20 ,B000021269/7871,STANLEY BROS TIPPERS LTD,27/10/2020,450
BOLTON AVENUE PLAY AREA,CONTRACTOR OTHER,TRAMPOLINE AND SEE-SAW,B000021272/30689,SUTCLIFFE PLAY LTD,28/10/2020,3585.86
PARKS & OPEN SPACES,MATERIALS-DIRECT,PRO MASTER 10 BOWLS SEED ,B000021272/32109,D L F TRIFOLIUM LTD,28/10/2020,1498.2
STREET CLEANSING,WEEDKILLING,WEED CONTROL TREATMENT ,B000021272/42709,RM SERVICES LTD,28/10/2020,1240
STREET CLEANSING,WEEDKILLING,WEED CONTROL TREATMENT ,B000021272/42709,RM SERVICES LTD,28/10/2020,14309
STREET CLEANSING,WEEDKILLING,HIGHWAY WEED CONTROL TREATMENT,B000021272/42709,RM SERVICES LTD,28/10/2020,310
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,2 SPRING FIXINGS ,B000021272/44052,G B SPORT & LEISURE,28/10/2020,392.75
REFUSE COLLECTION,PROTECTIVE CLOTHING,LARGE HI VIS VEST TO BE PRINTED ,B000021272/49604,BE SMART CLOTHING LTD,28/10/2020,291.5
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,CARRY OUT DESIGN AT ACC CEM,B000021272/52714,THE INTELLIGENT DESIGN CENTRE LTD,28/10/2020,1350
STREET CLEANSING,MECH SWEEPER BRUSHES,WIRE BRUSHES ,B000021272/54115,PROBRUSH,28/10/2020,2108
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,EMERGENCY REPAIRS,B000021272/60721,GROUNDWORK & LEISURE SERVICES LTD,28/10/2020,350
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021273/24239,GREAT HARWOOD WINDOWS LTD,28/10/2020,950
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021273/24239,GREAT HARWOOD WINDOWS LTD,28/10/2020,850
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000021273/61518,AYA PROPERTIES LTD,28/10/2020,19157
DFG Affordable Warmth Grant,CONTRACTOR OTHER,HEATING SYSTEM,B000021273/64557,HARRIS HEATING (NW) LTD,28/10/2020,1875
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,CLEARANCE OF TRASH SCREEN ,B000021280/28458,MARCHBRIDGE BUILDERS LTD,30/10/2020,377.54
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,ST NAMEPLATES,B000021280/28458,MARCHBRIDGE BUILDERS LTD,30/10/2020,1262
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,MARKET HALL LIGHTING WORKS,B000021280/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,30/10/2020,2548.27
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,ARTHUR WILSON CENTRE EICR FIXED WIRING INSPECTION,B000021280/60330,CALBARRIE COMPLIANCE SERVICES,30/10/2020,375
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,MERCER HOUSE  EICR FIXED WIRING INPECTION,B000021280/60330,CALBARRIE COMPLIANCE SERVICES,30/10/2020,375
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT 08.06.20 - 02.10.20 ,B000021280/61245,ONWARD HOMES,30/10/2020,1381.42
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT  4.8.20 - 2.10.20,B000021280/61245,ONWARD HOMES,30/10/2020,753.39
REGISTRATION OF ELECTORS,CANVASS,CF AND POSTAGE CANVASS 2020,B000021280/62168,CIVICA ELECTION SERVICES,30/10/2020,3321.03
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,COPIER RENTAL ,B000021280/62209,RIGBY CAPITAL LTD,30/10/2020,393.22
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 18.10.20,B000021280/63907,BUTLER ROSE,30/10/2020,388.5
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 25.10.20,B000021280/63907,BUTLER ROSE,30/10/2020,532.8
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 04.10.20,B000021280/63907,BUTLER ROSE,30/10/2020,599.4
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,TOPOGRAPHICAL SURVEY,B000021280/64148,SITE SURVEYING SERVICES LIMITED,30/10/2020,550
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALL OUT TO REMOUNT TIPPER,B000021281/12190,ASSURED AUTOMOBILE ASSESSORS LTD,30/10/2020,470
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTERS AND OIL,B000021281/1758,GUNN JCB LTD,30/10/2020,275.87
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,DMF CLUTCH,B000021281/1918,HYDRAIR,30/10/2020,395.53
DEV CONTROL,DEV CONTROL SYSTEM,ASSURE INSTALLATION SERVICES,B000021284/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,31/10/2020,4650
ENVIRONMENTAL PROTECTION TEAM,GRANTS,ACCOMODATION 01.10.20 - 31.03.21,B000021284/54653,STEPPING STONE PROJECT,31/10/2020,12500
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 25.10.20,B000021284/61657,G2 RECRUITMENT SOLUTIONS,31/10/2020,2047.76
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 25.10.20,B000021284/61657,G2 RECRUITMENT SOLUTIONS,31/10/2020,1049.76
MARKETS - OPERATIONS,WATER CHARGES,29.07.20 - 193.10.20,B000021285/8325,WATER PLUS LTD,31/10/2020,383.86
MARKETS - OPERATIONS,CLEANING,CLEANING,B000021286/50873,SERVICEMASTER,31/10/2020,607.5
MARKETS - OPERATIONS,AGENCY STAFF,CLEANING,B000021286/50873,SERVICEMASTER,31/10/2020,607.5
COVID 19,CLEANING,CLEANING,B000021286/50873,SERVICEMASTER,31/10/2020,607.5
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS, RENT - 15.7.20 - 11.10.20,B000021286/61245,ONWARD HOMES,31/10/2020,1056.18
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 18.10.20,B000021286/61657,G2 RECRUITMENT SOLUTIONS,31/10/2020,1127.88
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 18.10.20,B000021286/61657,G2 RECRUITMENT SOLUTIONS,31/10/2020,2069.6
MARKETS - OPERATIONS,WATER CHARGES,01.04.20 - 31.03.21,B000021286/8325,WATER PLUS LTD,31/10/2020,3858.08
VEHICLE MAINT WORK DONE,BASIC PAY,TEMP STAFF,B000021287/61466,AUTOTECH RECRUIT,31/10/2020,1000
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,REPAIR AND INSPECT MAJOR LIFT,B000021287/6986,NORTHERN JACK SPECIALISTS,31/10/2020,677.5
