Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Unit 19 Peel Street,4,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.70
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Accrington Cemetery Crematorium,5,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.83
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Accrington Cemetery Office,6,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.83
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Accington Cemetery Service Buildings,7,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.70
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Accrington Market Hall,8,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) Accrington Town Hall Extension (Broadway Offices),9,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring - April 2024 - Brian Walmsley Pavillon,10,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£184.18
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Brown Street Vehicle Compound,11,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Bullough Park Changing Pavilion,12,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Cannon Street Offices,13,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - CVMU (Yard),14,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Dill Hall Cemetery Service Building,15,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Great Harwood Cemetery Service Building,16,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Haworth Art Gallery,17,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Haworth Stables and Motor House,18,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - King George V Pavilion,19,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Lowerfold Park Community Building,20,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Memorial Park Playing Field Pavilion,21,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Mercer House,22,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Milnshaw Park Bowls Pavilion,23,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Oakhill Park Service Building,24,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£446.53
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Rhyddings Park Coach House,25,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£636.31
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Scaitcliffe House,26,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Willows Lane Offices,27,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Willows Lane Stores - including old training suite,28,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£295.84
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Monitoring (AIM) - April 2024 - March 2025 - Wilsons Playing Fields Pavilion,29,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£150.71
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM - Fire Alarm Annual Maintenance - April 2024 - March 2025 - Unit 15 Peel Street,30,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC -PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Unit 18 Peel Street,33,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Unit 19 Peel Street,34,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Cemetery Crematorium,35,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£139.40
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Cemetery Office,36,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£139.40
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Cemetery Service Buildings,37,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£139.40
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Market Hall,38,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£399.20
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Annual Fire Alarm Maintenance - April 2024 - March 2025 - Accrington Town Hall Extension - (Broadway Offices),39,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£312.71
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Brian Walmsley Changing Pavilion (Foxhill / Whiteash),40,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Bullough Park Changing Pavilion,41,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Cannon St Offices,42,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025,43,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Elmfield Hall,44,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Haworth Art Gallery,45,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£315.47
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Haworth Stables and Motor House,46,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - King George V Pavilion,47,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Lowerfold Park,48,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Mercer House,49,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Milnshaw Park Bowls Pavilion,50,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Oakhill Park Service Building,51,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Rhyddings Park Coach House,52,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£261.78
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Scaitcliffe House,53,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£417.77
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - Mach 2025 - Willows Lane Offices,54,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£261.78
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Willows Lane Stores - including training suite,55,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£261.78
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Fire Alarm Annual Maintenance - April 2024 - March 2025 - Wilsons Playing Fields Pavilion,56,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£176.22
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Cemetery Crematorium,57,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Cemetery Office,58,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Cemetery Service Buildings,59,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Market Hall,60,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Accrington Town Hall Extension (Broadway Offices),61,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Brian Walmsley Changing Pavilion (Foxhill / Whiteash),62,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Brown St Vehicle Compound,63,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Bullough Park Changing Pavilion,64,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Insurance - April 2024 - March 2025 - Cannon St Offices,65,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - CVMU (incl Paper Shed),66,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - CVMU (Yard),67,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Dill Hall Cemetery Service Building,68,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM - Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Great Harwood Cemetery Service Building,69,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Haworth Art Gallery,70,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£108.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Haworth Stables and Motor House,71,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - King George V Pavilion,72,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Lowerfold Park Community Building,73,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Memorial Park Playing Field Pavilion,74,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Mercer House,75,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Milnshaw Park Bowls Pavilion,76,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Oakhill Park Service Building,77,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Rhyddings Park Coach House,78,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Scaitcliffe House,79,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£108.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Willows Lane Offices,80,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Willows Lane Yard,81,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAB - Facilities,HBC - PPM Intruder Alarm Annual Maintenance - April 2024 - March 2025 - Wilsons Playing Fields Pavilion,82,CRINV0001131,Full Circuit Fire & Security Ltd,18/04/2024,£60.00
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Install 2 roller blinds,1,CRINV0001153,Blind Solutions,18/04/2024,£348.00
ENVS - Environmental Services,CAF - CVMU,Strimmer lIne/ Strimmer Head/ Stroke oIl etc,1,CRINV0001157,Spaldings Uk Ltd,18/04/2024,£996.43
LEGL - Legal & Democratic,DAH - Licencing,Car Data Check,1,CRINV0001185,Experian,18/04/2024,"£1,200.00"
ENVS - Environmental Services,CAB - Other Environmental Services, Hire of 8 wheeler daywork ,1,CRINV0001202,Stanley Brothers (Tippers) Ltd,18/04/2024,£648.00
ENVS - Environmental Services,CAE - Waste Services,Vehicle Hire 01/03/2024 - 01/04/2024,1,CRINV0001211,Leeds Commercial Vehicle Hire,18/04/2024,"£1,940.40"
ENVS - Environmental Services,CAE - Waste Services,Trakm8 service charges,1,CRINV0001218,Trakm8 Holdings Plc,18/04/2024,£320.16
ENVS - Environmental Services,CAC - Parks & Cemeteries,St Barts Visit to Imperial War Museum + Travel,1,CRINV0001222,Proffits Investing In Communities,18/04/2024,"£1,617.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Cost - March 24,1,CRINV0001315,Obitus (Vivedia Ltd),18/04/2024,"£2,168.40"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Core Services - April 24 to March 25,1,CRINV0001316,Obitus (Vivedia Ltd),18/04/2024,"£9,472.75"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Monthly Cleaning Charges,1,CRINV0001319,Minster Cleaning Services,18/04/2024,"£1,478.22"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.4.24 to 31.3.25,1,CRINV0001337,"Water Plus  -4032312559 Social Centre, Eagle Stree",18/04/2024,"£2,022.07"
RESO - Resources,AAF - Finance,Lease Rental,1,CRINV0001345,Societe Generale Equipment Finance Ltd,18/04/2024,"£4,401.15"
RESO - Resources,AAF - Finance,Lease Rental,2,CRINV0001345,Societe Generale Equipment Finance Ltd,18/04/2024,£519.35
ENVS - Environmental Services,CAB - Other Environmental Services,Rapid Retail Canopy`s ,1,CRINV0001366,Rapid Retail Limited,18/04/2024,"£62,293.86"
REGN - Regeneration & Housing,FAB - Facilities,Final Invoice for works at Mercer Park,1,CRINV0001367,Mercers Builders Ltd,18/04/2024,"£13,347.00"
REGN - Regeneration & Housing,FAB - Facilities,Scaitcliffe House Electricity Supply - 01/03/2024 - 31/03/2024,1,CRINV0001372,EDF - 3671768478 Scaitcliffe House Ormerod St,18/04/2024,"£12,718.22"
RESO - Resources,AAF - Finance,Period: 1-Feb-24 to 29-Feb-24,1,CRINV0001382,G4S Cash Solutions (UK) Limited,18/04/2024,£751.38
PLAN - Planning & Transportation,EAA - Building Control,Agency staff - w/c 25.03.24 ,1,CRINV0000993,BRG Interim Solutions,23/04/2024,"£1,240.92"
REGN - Regeneration & Housing,FAF - Strategic Housing,HPA2 Costs - Jan - Mar 24,1,CRINV0001093,Locata Housing Services Ltd,23/04/2024,"£3,300.00"
LEGL - Legal & Democratic,DAG - Elections,Schofields Election Law - Release 75,1,CRINV0001149,Thomson Reuters Professional Uk Ltd,23/04/2024,£374.00
REGN - Regeneration & Housing,FAD - Housing Advice,Telephone Interpreting Services,1,CRINV0001204,Clear Voice,23/04/2024,£441.65
RESO - Resources,AAD - ICT,2 x Samsung Handsets for Building Control,1,CRINV0001247,Cloudcoco Limited,23/04/2024,£372.00
PLAN - Planning & Transportation,EAD - Planning,Agency Staff w/c 01/04/24,1,CRINV0001258,Oyster Partnership,23/04/2024,"£1,772.93"
REGN - Regeneration & Housing,FAF - Strategic Housing,Provision of extra homelessness expenses ,1,CRINV0001272,Maundy Relief,23/04/2024,"£3,434.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Period: 1.4.24 to 31.3.25,1,CRINV0001355,"Water Plus - 6000333759 - Car Park, Game Street",23/04/2024,£413.77
ENVS - Environmental Services,CAC - Parks & Cemeteries,Works at Acc Pals Cemetery,1,CRINV0001361,John Wade Groundworks Ltd,23/04/2024,"£15,898.57"
ENVS - Environmental Services,CAB - Other Environmental Services,Kennelling charges - March 24,1,CRINV0001388,Aspen Valley Boarding Kennels & Cattery,23/04/2024,"£3,110.59"
ENVS - Environmental Services,CAE - Waste Services,Charges - March 24,1,CRINV0001392,Suez Recycling And Recovery Uk Ltd,23/04/2024,"£2,612.25"
ENVS - Environmental Services,CAE - Waste Services,Charges - March 24,2,CRINV0001392,Suez Recycling And Recovery Uk Ltd,23/04/2024,"£10,617.58"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,01.04.2024 - 31.03.2025 Car Park - Union Road,1,CRINV0001398,"Water Plus Ltd - 6000325944 - Car Park, Union Rd",23/04/2024,£260.02
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 24,1,CRINV0001403,Rhea Projects,23/04/2024,"£3,056.40"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 178 ,1,CRINV0001405,Artisan Windows,23/04/2024,"£1,568.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 27 ,1,CRINV0001427,Rhea Projects,23/04/2024,"£2,068.50"
LEGL - Legal & Democratic,DAB - Human Resources,Gov Delivery - 12.1.24 to 11.1.25,1,CRINV0001428,Granicus,23/04/2024,"£11,097.32"
RESO - Resources,AAB - Benefits & Customer Contact,HBAP 2022/2023,1,CRINV0001442,Mazars LLP,23/04/2024,"£29,400.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,G&G Signs - Various Street Signs - SCHEDULE 68,1,CRINV0000812,G & G Signs,25/04/2024,£765.12
PLAN - Planning & Transportation,EAB - Engineers & Transportation,G&G Signs - Various Street Signs - SCHEDULE 68 - Carriage,2,CRINV0000812,G & G Signs,25/04/2024,£24.00
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Car Park Maintenance,1,CRINV0000910,Marchbridge Builders Ltd,25/04/2024,"£5,640.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Cleaning cycle of bus shelters march 2024.,1,CRINV0000918,Atkinson Cleaning Services Limited,25/04/2024,"£1,458.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Removal of 2 planter beds and reinstate area ,1,CRINV0000988,Marchbridge Builders Ltd,25/04/2024,"£2,558.40"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/c 25.03.24 ,1,CRINV0000989,Oyster Partnership,25/04/2024,£555.84
REGN - Regeneration & Housing,FAB - Facilities,install drains & mains injection at Oakhill Park,1,CRINV0001014,HSL Compliance,25/04/2024,£902.10
REGN - Regeneration & Housing,FAB - Facilities,install drains & mains injection at Rhyddings,1,CRINV0001015,HSL Compliance,25/04/2024,£902.10
REGN - Regeneration & Housing,FAB - Facilities,Install drain & mains injection at Parker Street,1,CRINV0001016,HSL Compliance,25/04/2024,£902.10
REGN - Regeneration & Housing,FAB - Facilities,Install drain & Mains injection at Mercer Park,1,CRINV0001017,HSL Compliance,25/04/2024,£644.65
REGN - Regeneration & Housing,FAB - Facilities,Install drain & Mains injection at Peel Park Bowling,1,CRINV0001018,HSL Compliance,25/04/2024,£902.10
REGN - Regeneration & Housing,FAB - Facilities,Install Drain & Mains injection at Lowerfold Park,1,CRINV0001019,HSL Compliance,25/04/2024,£644.65
REGN - Regeneration & Housing,FAB - Facilities,Repairs to Roller shutter door - Oakhill,1,CRINV0001021,Roller Shutter Services Ltd,25/04/2024,£552.00
REGN - Regeneration & Housing,FAB - Facilities,Install Drain & Mains injection at Oakhill,1,CRINV0001022,HSL Compliance,25/04/2024,£902.10
PLAN - Planning & Transportation,EAD - Planning,Community Portal subs - 1.4.24 to 31.3.25,1,CRINV0001026,Ggp Systems Ltd,25/04/2024,"£2,828.66"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/C 25.3.24,1,CRINV0001040,Oyster Partnership,25/04/2024,"£2,405.63"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff W/C 25.3.24 ,1,CRINV0001041,Oyster Partnership,25/04/2024,"£1,372.80"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff W/c 18.3.24 ,1,CRINV0001042,Oyster Partnership,25/04/2024,"£1,586.83"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff w/c 31.3.24 ,1,CRINV0001043,G2 Recruitment Solutions,25/04/2024,"£1,892.28"
ENVH - Environmental Health,BAA - Housing Standards,Temp staff w/c 25.3.24 ,1,CRINV0001045,Oyster Partnership,25/04/2024,£998.40
ENVH - Environmental Health,BAA - Housing Standards,Temp staff w/c 25.3.24 ,1,CRINV0001046,Oyster Partnership,25/04/2024,£322.38
ENVS - Environmental Services,CAF - CVMU,Sensor sonic,1,CRINV0001086,Terberg Matec Uk,25/04/2024,£478.06
RESO - Resources,AAD - ICT,Meraki MR Enterprise Licence,1,CRINV0001091,Montanas Group,25/04/2024,"£3,562.69"
REGN - Regeneration & Housing,FAF - Strategic Housing,Electrical work at 34 Church Hall,1,CRINV0001092,Edmundson Electrics,25/04/2024,"£3,850.00"
PLAN - Planning & Transportation,EAD - Planning,CSP for GGP Windows Maintenance 01/04/2024 - 31/03/2024,1,CRINV0001114,Ggp Systems Ltd,25/04/2024,"£9,840.82"
ENVH - Environmental Health,BAA - Housing Standards,Temp staff w/e 31.3.24 ,1,CRINV0001137,Vivid Resourcing,25/04/2024,£691.74
ENVH - Environmental Health,BAA - Housing Standards,Temp staff w/c 31.3.24 ,1,CRINV0001139,Vivid Resourcing,25/04/2024,"£1,920.00"
ENVS - Environmental Services,CAF - CVMU,Steam clean refuse vehicle- 2.4.24,1,CRINV0001165,Keep Em Clean,25/04/2024,£262.50
ENVS - Environmental Services,CAF - CVMU,Steam clean vehicle - 25.3.24,1,CRINV0001166,Keep Em Clean,25/04/2024,£262.50
ENVS - Environmental Services,CAF - CVMU,Safety Curtain,1,CRINV0001168,Balmers Garden Machinery,25/04/2024,£305.90
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/e 31.3.24 ,1,CRINV0001171,Carrington West Limited,25/04/2024,"£1,254.60"
PLAN - Planning & Transportation,EAD - Planning,Advert - 5.4.24,1,CRINV0001172,People Scout Limited,25/04/2024,£533.56
ENVS - Environmental Services,CAF - CVMU,"Rave Rail, Binlift Frame, Bottom Rave ",1,CRINV0001182,Dennis Eagle Limited,25/04/2024,£860.80
LEGL - Legal & Democratic,DAH - Licencing,DBS Update Service status check,1,CRINV0001187,Personnel Checks,25/04/2024,"£1,951.20"
RESO - Resources,AAB - Benefits & Customer Contact,On site shredding - service date 04.04.24,1,CRINV0001205,Shred-It Ltd,25/04/2024,£296.96
RESO - Resources,AAB - Benefits & Customer Contact,Agency staff - w/e 31.03.24 ,1,CRINV0001206,Eden Brown Limited,25/04/2024,"£1,212.12"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Baxenden bench 1.5 m - Refurbished benches ,1,CRINV0001302,Ark Plastics Ltd,25/04/2024,£714.00
