Haworth Art Gallery,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,41.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Food & Safety,Civica Mobile Working,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Food & Safety,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,87.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Officers,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,22.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,70.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Bpr/Contact Centre,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,50.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,67.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,New Equipment,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal Audit,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal Services,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensing,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,79.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensing,New Equipment,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Taxation,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Business Unit,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Director,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Staffing,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,22.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member Services,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,22.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member Services,Office Consumables,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Members Expenses,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,96.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pest Control,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,41.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy And Performance Review,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,22.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy And Performance Review,Telephones,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposed Selec Licensing 2017,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recycling Collection,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,89.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuse/Cleansing Admin Staff,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuse Collection,Computer Rental & Maint,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,180.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registration Of Electors,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,41.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Housing Department,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,56.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Mobiles,CHARGES - 19.1.24 TO 18.2.24,B000024581/55296,Ee Limited,13/02/2024,180.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Agency Staff,AGENCY STAFF W/C 15.1.24,B000024591/61971,Rapid Recruit Ltd,13/02/2024,845.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipping Charges,Hired Vehicle,TIPPING COSTS,B000024591/9294,Stanley Brothers (Tippers) Ltd,13/02/2024,540.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Fuel Additives,FUEL,B000024594/47016,J E Morten Ltd,13/02/2024,380.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,ECOGRID E30,B000024594/69010,Ecogrid Ltd,13/02/2024,"1,205.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,DELIVERY,B000024594/69010,Ecogrid Ltd,13/02/2024,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Repair & Maint Cremator,EMISSION TESTING DEC 23,B000024595/28418,Facultatieve Technologies,13/02/2024,"2,761.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Subsidised Professional Subs,SUBSCRIPTION,B000024595/8066,Federation Of Burial & Cremation Authorities,13/02/2024,76.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Subsidised Professional Subs,FBCA MEMBER SUBSCRIPTION,B000024595/8066,Federation Of Burial & Cremation Authorities,13/02/2024,"1,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Cleaning Of Buildings,BROADWAY CLEANING JAN 23,B000024605/29112,Hyndburn Leisure,13/02/2024,"1,095.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Electricity,ATH JAN 24 ELECTRIC,B000024605/59343,Edf Energy,13/02/2024,"3,869.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Electricity,MERCER HALL JAN 24 ELECTRIC,B000024605/59343,Edf Energy,13/02/2024,"5,590.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library St Depot,Electricity,ELECTRIC JAN 24 CVMU,B000024605/59343,Edf Energy,13/02/2024,"5,136.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Operations,Electricity,ACC MARKET JAN 24 ELECTRIC,B000024605/59343,Edf Energy,13/02/2024,"8,184.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyddings Cafe,Electricity,ELECTRIC JAN 24 COMM HUB,B000024605/59343,Edf Energy,13/02/2024,"1,579.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Electricity,SCAITCLIFFE JAN 24 ELECTRIC,B000024605/59343,Edf Energy,13/02/2024,"14,180.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Policy B.U.,Agency Staff,TEMP STAFF WE 28.01.24 ,B000024605/67448,Macdonald & Company,13/02/2024,"2,236.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Water Charges,WATER SCAITCLIFFE JAN 24,B000024605/8325,Water Plus Ltd,13/02/2024,510.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Lih Utility Costs,UTILITY COSTS - JAN 24,B000024606/29112,Hyndburn Leisure,13/02/2024,"3,076.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Water Charges,UTILITY COSTS - JAN 24,B000024606/29112,Hyndburn Leisure,13/02/2024,46.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Agency Staff,TEMP STAFF W/E 28.1.24,B000024606/33923,Eden Brown Limited,13/02/2024,"1,010.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Telephones,JANUARY 24,B000024606/40272,Vodafone Ltd,13/02/2024,792.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Security System Maintenance,KEYHOLDER CALLOUTS - JAN 24,B000024606/44845,Keyplus Security Ltd,13/02/2024,213.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Security System Maintenance,KEYHOLDER CALLOUTS - JAN 24,B000024606/44845,Keyplus Security Ltd,13/02/2024,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Operations,Security System Maintenance,KEYHOLDER CALLOUTS - JAN 24,B000024606/44845,Keyplus Security Ltd,13/02/2024,71.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger St Compound & Depot,Security System Maintenance,KEYHOLDER CALLOUTS - JAN 24,B000024606/44845,Keyplus Security Ltd,13/02/2024,71.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Security System Maintenance,KEYHOLDER CALLOUTS - JAN 24,B000024606/44845,Keyplus Security Ltd,13/02/2024,426.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accountancy,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulky Waste Collection,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consultancy-Engineering Div,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Services,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,35.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Initiatives B.U.,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Food & Safety,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,18.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal Audit,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal Services,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensing,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Taxation,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member Services,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Policy B.U.,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuse/Cleansing Admin Staff,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,26.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Mgnt Fees - Salary Sacrifice,AVC CONTRIBUTIONS - JAN 24,B000024606/61891,Avc Wise Ltd,13/02/2024,38.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Warmth Intervention,Contractor Other,AFFORDABLE WARMTH GRANT,B000024606/62221,Rhea Projects,13/02/2024,"2,383.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,TEMP STAFF W/E 4.2.24 ,B000024606/67448,Macdonald & Company,13/02/2024,"1,581.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dfg Affordable Warmth Grant,Contractor Other,AFFORDABLE WARMTH GRANT,B000024606/68218,Trade Windows (Preston) Limited,13/02/2024,"2,575.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff,TEMP STAFF W/E 4.2.24,B000024606/68990,Matchtech Group (Uk) Limited,13/02/2024,930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disabled Facilities General,Contractor Other,DISABLED FACILITIES GRANT,B000024607/25868,Hyndburn Plumbing & Heating Services,13/02/2024,"6,673.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disabled Facilities General,Contractor Other,DISABLED FACILITIES GRANT,B000024607/50640,Prism Medical Uk,13/02/2024,"2,356.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disabled Facilities General,Contractor Other,DISABLED FACILITIES GRANT,B000024607/68141,P A Cookson Ltd,13/02/2024,"6,060.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Leisure Trust Management Fee,MANAGEMENT SUBSIDY - 23/24,B000024608/29112,Hyndburn Leisure,13/02/2024,"490,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Audit, Bank & Treasury Fees",Audit Fees,2019-20 EXTERNAL AUDIT,B000024608/38319,Grant Thornton Uk Llp,13/02/2024,"22,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGENERATION,HOUSING,6 X PUBLICATIONS,P-Card Feb 23,JCTL LTD,13/02/2024,476.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSING BENEFIT ADMIN,LLOYDS CARDNET,Cardnet 14.02.24,37213,CARDNET,14/02/2024,"1,792.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,37213,G4S,15/02/2024,386.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Resources,Training Expenses,DEAF AWARNESS AND BSL TRAINING,B000024581/42498,Hear First,15/02/2024,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Art Gallery,Equipment-Resale,GOODS FOR SHOP SALE,B000024581/69005,Clockwork Soldier Ltd,15/02/2024,229.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burton Chambers  - Luf,Miscellaneous,RELOCATION SEARCH COSTS ,B000024584/34808,Done Brothers (Cash Betting) Ltd,15/02/2024,"1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Contractors Weekend Working,WEEKEND - ON CALL,B000024591/68755,James O Garnett Limited,15/02/2024,"1,950.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Administration Expenses,Fees-Analysts & Consultants,SWIPE CARDS ID BADGES,B000024594/23402,Auto Time Systems Northern,15/02/2024,343.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,"MIRROR, BUMPER, FILTERS",B000024596/1164,Dennis Eagle Limited,15/02/2024,498.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Stock Issues,ACTIVE XLS,B000024596/4467,Hope & Brown Ltd,15/02/2024,256.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,HOSES AND HYDRO REPAIR,B000024596/7228,Pirtek Preston 2004 Ltd,15/02/2024,267.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Asset Maint R&M,INSTALL ELECTRICAL BELL TALLER,B000024606/55910,Lancashire Clockmakers,15/02/2024,"2,329.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
