Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
COVID 19 Health Services,PRIVATE CONTRACTORS WORK,SUPPLEMENTARY CLEANING AUGUST,B000021209/50873,SERVICEMASTER,28/09/2020,467.7
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE - WATER SYSTEM,B000021210/57133,INTERSERVE FS (UK) LTD,28/09/2020,501.54
COVID 19,HIRED VEHICLE,VEHICLE HIRE,B000021209/2062,INTACK SELF DRIVE,28/09/2020,506.4
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE - DIPSLIDES AND KIT,B000021210/57133,INTERSERVE FS (UK) LTD,28/09/2020,517.66
NON DOMESTIC RATES,MISC EXPENSES OTHER,FINANCIAL SUSTAINABILITY FUND 19/20,B000021210/57907,RIBBLE VALLEY B.C.,28/09/2020,594.27
REFUSE COLLECTION,HIRED VEHICLE,VEHICLE HIRE,B000021209/2062,INTACK SELF DRIVE,28/09/2020,599.6
REFUSE COLLECTION,HIRED VEHICLE,VEHICLE HIRE,B000021209/2062,INTACK SELF DRIVE,28/09/2020,599.6
CCTV'S,EQUIPMNT REPAIR & MAINT,DISCONNECTION/RECONNECTION CAMERA - OSSY,B000021209/50771,ELECTRICITY NORTH WEST,28/09/2020,628.78
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MEDIA - WEBCAST CHARGE,B000021209/55609,OBITUS (VIVEDIA LTD),28/09/2020,735
COVID 19 Health Services,MISC EXPENSES OTHER,VENUE HIRE COVID TESTING,B000021209/30243,SCAITCLIFFE COMMUNITY CENTRE,28/09/2020,750
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF GK W/E 07.09.20,B000021210/55150,VENN GROUP LIMITED,28/09/2020,750
MARKETS - OPERATIONS,WATER CHARGES,WATER CHARGES MARKETS,B000021209/8325,WATER PLUS LTD,28/09/2020,1067.31
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH AG - LIFT - REPLACEMENT LOAD NUT ASSEMBLY,B000021210/64522,R J LIFT SERVICES LTD,28/09/2020,2020
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 13/09/2020,B000021209/55740,RAPID RECRUITMENT LTD,28/09/2020,2279.94
MARKETS - OPERATIONS,WATER CHARGES,WASTE WATER CHARGES,B000021209/8325,WATER PLUS LTD,28/09/2020,2540.6
PLANNING POLICY B.U.,MISC EXPENSES OTHER,CONSULTANCY FEES ,B000021209/60549,WYG ENVIRONMENTAL PLANNING TRANSPORT LTD,28/09/2020,4651.5
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,SERVICE AGREEMENT,B000021209/28418,FACULTATIEVE TECHNOLOGIES,28/09/2020,8516
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,PLASTIC/CANS/AUGUST 2020,B000021209/33025,RISHTON WASTE PAPER LTD,28/09/2020,10287.66
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,WINDSCREEN,B000021215/38986,LANCASHIRE WINDSCREENS LIMITED,30/09/2020,395
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUMPER / DOOR REPAIR,B000021215/27428,SUMMIT AUTO BODIES,30/09/2020,438.49
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,30 WREATHS,B000021216/64604,THE ROYAL BRITISH LEGION POPPY APPEAL,30/09/2020,510
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 13.09.20,B000021216/63907,BUTLER ROSE,30/09/2020,588.3
LIBRARY ST DEPOT,ELECTRICITY,CVMU AGU 20,B000021214/25200,E.ON UK PLC,30/09/2020,636.76
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021215/61466,AUTOTECH RECRUIT,30/09/2020,1000
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BALLJOINT SKIDS STRUTS,B000021215/7688,AEBI SCHMIDT UK LTD,30/09/2020,1028.54
GYPSY SITE,ELECTRICITY,AUGUST 20 - GYPSY SITE,B000021214/25200,E.ON UK PLC,30/09/2020,1084.16
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 20.09.20,B000021216/63907,BUTLER ROSE,30/09/2020,1165.5
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 27.09.20,B000021216/63907,BUTLER ROSE,30/09/2020,1187.7
LIBRARY ST DEPOT,WATER CHARGES, CVMU,B000021215/8325,WATER PLUS LTD,30/09/2020,1328.85
CUSTOMER SERVICES,OFFICE CONSUMABLES,CARPET FOR 2ND FLOOR CCC,B000021216/63650,EBONY & IVORY FLOORING LTD,30/09/2020,1550
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT 130 DOWRY ST REPL BOILER,B000021216/35745,AGS HEATING & PLUMBING LTD,30/09/2020,2136
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET HALL  AUG 20,B000021214/25200,E.ON UK PLC,30/09/2020,2167.3
ENVIRONMENTAL PROTECTION TEAM,RENTAL & MAINT SOFTWARE MISC,ANNUAL MEMBERSHOP RIAMS,B000021216/55865,R H ENVIRONMENTAL LIMITED,30/09/2020,3500
REGENERATION,HOUSING SERVICES,JCTL LTD,P-CARD- SEPT 20,PUBLICATIONS,01-Sep-20,336.67
P & C G,IT,TEAM VIEWER,P-CARD- SEPT 20,SUBSCRIPTION,07-Sep-20,1438.80
ENVIRONMENTAL SERVICES,WASTE SERVICES,ENTERPRISESET,P-CARD- SEPT 20,TRAINING,07-Sep-20,422.92
P & C G,CENTRAL ADMIN,EDENRED,P-CARD- SEPT 20,EYE CARE VOUCHERS,11-Sep-20,554.75
BANK CHARGES,SECURITY SERVICE,G4S JUNE-AUGUST,33316,G4S CASH SOLUTIONS,15-Sep-20,914.77
BANK CHARGES,BANK CHARGES,STREAMLINE,33339,WORLDPAY,21-Sep-20,1352.38
BANK CHARGES,BANK CHARGES,STREAMLINE,33339,WORLDPAY,21-Sep-20,1221.41
HOUSING BENEFIT ADMIN,SWIPE CARDS,AUGUST,33340,ALLPAY.NET LTD,28-Sep-20,1295.27
BANK CHARGES,BANK CHARGES,BANK CHARGES,33340,ON GROUP / NATWEST,30-Sep-20,3221.89
