Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0003824,Dennis Eagle Limited,13/08/24,370.68
ENVS - Environmental Services,CAF - CVMU,Various parts,1,CRINV0003835,R M Williams (Accrington) Ltd,13/08/24,275.98
RESO - Resources,AAC - Chief Executive,Annual contribution for 2024/2025 to the work of Super Slow Way,1,CRINV0003883,Canal & River Trust,13/08/24,"10,000.00"
ENVS - Environmental Services,CAE - Waste Services,Temp staff w/e 21.7.24,1,CRINV0003901,Rapid Recruitment Ltd,13/08/24,"2,610.10"
REGN - Regeneration & Housing,FAB - Facilities,Remedial works at Oakhill park,1,CRINV0003927,BES Group Electrical Limited,13/08/24,"1,676.78"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges,1,CRINV0003937,Farleys Solicitors LLP,13/08/24,"4,006.98"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges,2,CRINV0003937,Farleys Solicitors LLP,13/08/24,"2,932.00"
PLAN - Planning & Transportation,EAC - Green Infrastructure,Work associated with Climate Action Payment 1 of 3.,1,CRINV0003970,Proffitts Investing In Communities,13/08/24,"13,974.00"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 21.07.24 ,1,CRINV0003971,Macdonald & Company,13/08/24,"3,038.10"
REGN - Regeneration & Housing,FAF - Strategic Housing,Roof works carried out ,1,CRINV0003979,Benjamin Forshaw,13/08/24,"3,500.00"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 30.06.24 - 31.07.24,1,CRINV0004089,EDF - 728277959 White Ash Playing Fields Site 5,13/08/24,877.06
REGN - Regeneration & Housing,FAB - Facilities,Charges - 30.06.24 - 31.07.24,2,CRINV0004089,EDF - 728277959 White Ash Playing Fields Site 5,13/08/24,122.93
REGN - Regeneration & Housing,FAB - Facilities,Charges - 31.05.24 - 29.06.24,1,CRINV0004090,EDF - 728277959 White Ash Playing Fields Site 5,13/08/24,887.16
REGN - Regeneration & Housing,FAB - Facilities,Charges - 31.05.24 - 29.06.24,2,CRINV0004090,EDF - 728277959 White Ash Playing Fields Site 5,13/08/24,97.80
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.07.24 - 31.07.24,1,CRINV0004102,EDF - 9083492488 Mercer Hall Leisure Centre,13/08/24,"6,280.21"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.07.24 - 31.07.24,1,CRINV0004103,EDF - 7368808979 Accrington Town Hall,13/08/24,"4,111.26"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.07.24 - 31.07.24,1,CRINV0004105,EDF - 5091617368 Accrington Market Blackburn Rd,13/08/24,"4,300.39"
REGN - Regeneration & Housing,FAB - Facilities,CVMU electricity invoice,1,CRINV0004159,EDF - 682823573 Vehicle Maintenance Depot,13/08/24,"2,126.73"
ENVS - Environmental Services,CAF - CVMU,labour,1,CRINV0004160,Rob Mercer,13/08/24,250.00
ENVS - Environmental Services,CAF - CVMU,parts,2,CRINV0004160,Rob Mercer,13/08/24,491.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Topsoil,1,CRINV0004177,Greenvale,13/08/24,528.00
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 04.08.24 ,1,CRINV0004191,Macdonald & Company,13/08/24,766.69
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 04.08.24 ,2,CRINV0004191,Macdonald & Company,13/08/24,766.71
PLAN - Planning & Transportation,EAA - Building Control,Agency staff - w/e 02.08.24,1,CRINV0004194,Deekay Tech Recruitment Ltd,13/08/24,"2,835.34"
ENVS - Environmental Services,CAD - Town Centre & Markets,White Bags - Markets,1,CRINV0004206,Shred-It Ltd,13/08/24,879.34
LEGL - Legal & Democratic,DAG - Elections,Printed items for election,1,CRINV0004217,Civica Election Services,13/08/24,"9,322.30"
LEGL - Legal & Democratic,DAG - Elections,Printed items for elections,1,CRINV0004219,Civica Election Services,13/08/24,"17,021.61"
LEGL - Legal & Democratic,DAG - Elections,Printed items for election,2,CRINV0004219,Civica Election Services,13/08/24,"12,860.47"
LEGL - Legal & Democratic,DAG - Elections,Printed items for election,1,CRINV0004220,Civica Election Services,13/08/24,"4,048.25"
LEGL - Legal & Democratic,DAG - Elections,Printed items for election,2,CRINV0004220,Civica Election Services,13/08/24,"1,690.39"
LEGL - Legal & Democratic,DAG - Elections,Printing and postage,1,CRINV0004222,Civica Election Services,13/08/24,653.12
LEGL - Legal & Democratic,DAG - Elections,Supply of 5 generators for 04.07.24,1,CRINV0004224,Lighting And Building Services Ltd,13/08/24,"2,160.00"
LEGL - Legal & Democratic,DAG - Elections,Response plus service,1,CRINV0004225,Royal Mail Group Ltd,13/08/24,"11,374.81"
LEGL - Legal & Democratic,DAG - Elections,Postal voting charges,1,CRINV0004228,Royal Mail Group Ltd,13/08/24,"2,127.78"
REGN - Regeneration & Housing,FAB - Facilities,Electricity Supply Ossy Civic Theatre - 18/07/2024 - 31/07/2024,1,CRINV0004246,Crown Gas and Power Ltd - P002258,13/08/24,289.95
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.6.24 to 1.7.24,1,CRINV0004256,EDF - 207575286 Accrington Crematorium Site 2,13/08/24,"1,586.02"
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.6.24 to 1.7.24,2,CRINV0004256,EDF - 207575286 Accrington Crematorium Site 2,13/08/24,68.33
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.7.24 to 31.7.24,1,CRINV0004257,EDF - 207575286 Accrington Crematorium Site 2,13/08/24,"3,038.38"
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.7.24 to 1.8.24,1,CRINV0004274,EDF - 44093774 Haworth Park Site 1,13/08/24,658.25
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation - 18.7.24 to 1.8.24 ,1,CRINV0004278,Molesworth Hotel,13/08/24,"1,327.20"
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation - 1.7.24 to 24.7.24,1,CRINV0004281,Molesworth Hotel,13/08/24,"2,180.40"
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation - 1.7.24 to 1.8.24,1,CRINV0004282,Molesworth Hotel,13/08/24,"5,505.60"
RESO - Resources,AAB - Benefits & Customer Contact,Rent - Aug 24,1,CRINV0004291,Cheval Social Management,13/08/24,834.16
ENVS - Environmental Services,CAC - Parks & Cemeteries,Provide topographical survey at 2 sites ,1,CRPOI0003700,Site Surveying Services Limited,13/08/24,630.00
RESO - Resources,AAD - ICT,430x SWA MX-ONE UC Advantage 1y - Licenses,1,CRPOI0003753,Cloudcoco Limited,13/08/24,"1,310.64"
ENVS - Environmental Services,CAE - Waste Services, Himalayan Safety Boots Size 8 ,1,CRPOI0004003,"Bubbles, Brushes & Wiper Co Ltd",13/08/24,157.73
ENVS - Environmental Services,CAE - Waste Services, Himalayan Safety Boots Size 9 ,2,CRPOI0004003,"Bubbles, Brushes & Wiper Co Ltd",13/08/24,105.14
ENVS - Environmental Services,CAE - Waste Services, Himalayan Safety Boots  Size 10 ,3,CRPOI0004003,"Bubbles, Brushes & Wiper Co Ltd",13/08/24,105.14
ENVS - Environmental Services,CAE - Waste Services, Portwest Hi Vis Ballistic Trousers ,4,CRPOI0004003,"Bubbles, Brushes & Wiper Co Ltd",13/08/24,229.46
ENVS - Environmental Services,CAE - Waste Services,50 X X5 Sumo X5 Gloves ,5,CRPOI0004003,"Bubbles, Brushes & Wiper Co Ltd",13/08/24,286.80
ENVS - Environmental Services,CAE - Waste Services,Supertouch Two Tone Sweatshirt Orange/Navy Size M ,6,CRPOI0004003,"Bubbles, Brushes & Wiper Co Ltd",13/08/24,62.35
RESO - Resources,AAD - ICT,40 X Lenovo Thinkpads  & 40 x Lenovo Thinkpad docking stations ,1,CRPOI0004267,Ikonic Technology Limited,13/08/24,"43,353.60"
RESO - Resources,AAD - ICT,Lenovo 3 Years of Premier Support,1,CRPOI0004271,Ikonic Technology Limited,13/08/24,"3,168.00"
ENVS - Environmental Services,CAF - CVMU,Vehicle Tax,1,CRINV0004907,Barclaycard,14/08/24,452.50
ENVS - Environmental Services,CAA - Environmental Maintenance,SCAPE NCF E&W - Accrington Town Square,1,CRCIS0004386,Morgan Sindall Construction & Infrastructure Ltd,15/08/24,"404,198.97"
ENVS - Environmental Services,CAA - Environmental Maintenance,SCAPE NCF E&W - Accrington Town Square,2,CRCIS0004386,Morgan Sindall Construction & Infrastructure Ltd,15/08/24,"120,399.70"
ENVS - Environmental Services,CAA - Environmental Maintenance,SCAPE NCF E&W - Accrington Town Square,3,CRCIS0004386,Morgan Sindall Construction & Infrastructure Ltd,15/08/24,"335,399.16"
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0003821,Campey Turf Care Systems,15/08/24,309.60
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0003822,Dennis Eagle Limited,15/08/24,307.87
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0003825,Dennis Eagle Limited,15/08/24,289.46
ENVS - Environmental Services,CAF - CVMU,Active XLS,1,CRINV0003830,Hope & Brown Ltd,15/08/24,256.80
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Supply and install 2 blinds at Gallery,1,CRINV0003870,Blind Solutions,15/08/24,721.20
ENVS - Environmental Services,CAA - Environmental Maintenance,Lease Surrender ,1,CRINV0003898,White Orchid,15/08/24,"150,000.00"
REGN - Regeneration & Housing,FAB - Facilities,Remedial works at Oakhill Park,1,CRINV0003929,BES Group Electrical Limited,15/08/24,388.18
REGN - Regeneration & Housing,FAB - Facilities,Remedial works - Scaitcliffe,1,CRINV0003930,BES Group Electrical Limited,15/08/24,441.65
REGN - Regeneration & Housing,FAB - Facilities,Remedial works: CVMU,1,CRINV0003931,BES Group Electrical Limited,15/08/24,"1,269.54"
REGN - Regeneration & Housing,FAB - Facilities,Remedial works - Brian Walmsley,1,CRINV0003932,BES Group Electrical Limited,15/08/24,"1,117.85"
REGN - Regeneration & Housing,FAB - Facilities,Remedial works - Acc Town Hall,1,CRINV0003933,BES Group Electrical Limited,15/08/24,"1,314.18"
RESO - Resources,AAF - Finance,"Charges - Ben, Rev and Cust Contact",1,CRINV0003947,Allpay Ltd,15/08/24,"1,437.98"
RESO - Resources,AAF - Finance,July Land Registry Fee,1,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,2,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,3,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,4,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,5,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,6,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,7,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,8,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,9,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,10,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,11,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,12,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,13,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,14,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,15,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,16,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,17,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,18,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,19,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,20,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,21,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,22,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,23,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,24,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,25,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,26,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,27,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,28,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,29,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,30,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,31,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,32,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,33,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,34,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,35,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,36,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,37,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,38,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,39,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,40,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,41,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,42,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,43,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,44,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,45,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,46,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,47,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,48,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,49,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,50,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,51,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,52,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,53,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,54,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,55,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,56,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,57,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,58,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,59,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,60,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,61,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,62,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,63,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,64,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,65,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,66,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,67,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,68,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,69,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,70,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,71,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,72,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,73,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,74,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,75,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,76,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,77,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,78,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,79,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,80,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,81,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,82,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,83,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,84,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,85,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,86,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,87,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,88,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,89,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,90,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,91,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,92,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,93,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,94,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,95,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,96,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,97,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,98,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,99,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,100,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,101,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,102,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,103,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,104,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,105,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,106,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,107,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,108,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,109,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,110,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,111,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,112,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,113,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,114,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,115,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,116,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,117,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,118,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,119,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,120,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,121,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,122,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,123,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,124,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,125,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,126,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,127,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,128,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,129,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,130,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,131,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,132,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,133,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,134,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,135,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,136,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,137,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,138,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,139,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,140,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,141,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,142,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,143,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,144,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,145,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,146,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,147,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,148,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,149,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,150,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,151,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,152,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,153,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,154,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,155,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,156,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,157,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,158,CRINV0003998,HM Land Registry,15/08/24,6.00
RESO - Resources,AAF - Finance,July Land Registry Fee,159,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,160,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,161,CRINV0003998,HM Land Registry,15/08/24,20.00
RESO - Resources,AAF - Finance,July Land Registry Fee,162,CRINV0003998,HM Land Registry,15/08/24,3.00
RESO - Resources,AAF - Finance,July Land Registry Fee,163,CRINV0003998,HM Land Registry,15/08/24,3.00
