Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,ANNUAL SUBS 20/21,B000020891/6983,NORTHERN HOUSING CONSORTIUM LTD,27/04/2020,925.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 19.4.20,B000020891/61657,G2 RECRUITMENT SOLUTIONS,27/04/2020,1176.10
LAND ASSEMBLY & REMEDIATION,LEGAL FEES,DWF LETTER OF ADVICE,B000020891/60851,DWF LLP,27/04/2020,1250.00
HOUSING ADVICE,AGENCY STAFF,STAFF W/E 19.4.20,B000020891/61657,G2 RECRUITMENT SOLUTIONS,27/04/2020,1981.72
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,COVID 19 SOFTWARE,B000020892/783,CAPITA BUSINESS SERVICES LTD,27/04/2020,4300.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,IT COSTS,B000020892/783,CAPITA BUSINESS SERVICES LTD,27/04/2020,6093.68
INSURANCES,EXCESS PAYMENTS,CLAIM EXCESS,B000020891/61720,TRAVELERS INSURANCE COMPANY,27/04/2020,20409.38
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,WOODNOOK VAL NUMBER 5,B000020891/7524,ROSS LEE CONSTRUCTION LTD,27/04/2020,80885.02
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 21/4/20 ,B000020898/7871,STANLEY BROS TIPPERS LTD,28/04/2020,450.00
PARKS & OPEN SPACES,ASSET MAINT R&M,BULLOUGH PARK WATER INSPECT,B000020896/57133,INTERSERVE FS (UK) LTD,28/04/2020,523.08
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,FENCING FOXHILL BANK,B000020896/20,A BYRNE FENCING,28/04/2020,630.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 19.4.20,B000020896/46341,MORGAN HUNT UK LTD,28/04/2020,803.40
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 19.4.20,B000020896/33923,EDEN BROWN LIMITED,28/04/2020,975.98
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 06.04.20,B000020896/58852,OYSTER PARTNERSHIP,28/04/2020,1116.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 13-4-20 TO 19-4-20 ,B000020898/55740,RAPID RECRUITMENT LTD,28/04/2020,1399.48
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE MARCH ,B000020898/59171,COLLETT TRANSPORT SERVICES,28/04/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE MARCH 20,B000020898/59171,COLLETT TRANSPORT SERVICES,28/04/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE  MARCH 20,B000020898/59171,COLLETT TRANSPORT SERVICES,28/04/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE  MARCH 20,B000020898/59171,COLLETT TRANSPORT SERVICES,28/04/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE  MARCH 20,B000020898/59171,COLLETT TRANSPORT SERVICES,28/04/2020,4180.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020896/34573,MR R WILCOCK,28/04/2020,4600.00
HOUSING ADVICE,CHOICE BASED LETTINGS,B WITH US PARTNERSHIP COSTS,B000020896/59166,TOGETHER HOUSING ASSOCIATION,28/04/2020,9721.67
COVID 19,MATERIALS-DIRECT,SERVICE AND REPAIRS,B000020901/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/04/2020,255.00
COVID 19,MATERIALS-DIRECT,SERVCIE AND REPAIRS,B000020901/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/04/2020,267.69
COVID 19,MATERIALS-DIRECT,SAFETY SERVICE,B000020901/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/04/2020,281.80
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SYNMEX SPEC,B000020901/59186,SAR LUBRICANTS,29/04/2020,338.25
COVID 19,MATERIALS-DIRECT,SERVICE AND REPAIRS,B000020901/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/04/2020,363.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,LOLER,B000020901/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,29/04/2020,429.00
MARKETS - OPERATIONS,GENERAL SUBSCRIPTIONS,ANNUAL SUBS 20/21,B000020899/8811,NABMA,29/04/2020,716.00
MOT GENERAL,TRAINING EXPENSES,STAFF,B000020901/61466,AUTOTECH RECRUIT,29/04/2020,975.00
HUMAN RESOURCES,ADVERTISING,AD CREDITS X 5,B000020899/63948,360 RESOURCING SOLUTION LIMITED,29/04/2020,1695.00
DEV CONTROL,FINANCIAL VIABILITY ASSESSMENT,PH ID PROJ PHOENIX ACC,B000020899/59174,KEPPIE MASSIE,29/04/2020,1700.00
UNDERSPENDS,MARKETING COMMUNICATIONS,CONTRIB TO MARKETING LANCASHIRE 19/20,B000020899/54892,MARKETING LANCASHIRE LTD,29/04/2020,3010.00
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,LGA SUBS 20/21,B000020899/43988,LOCAL GOVERNMENT ASSOCIATION,29/04/2020,8402.03
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 26.4.20,B000020904/63907,BUTLER ROSE,30/04/2020,250.86
LEGAL SERVICES,GENERAL SUBSCRIPTIONS,SUBS 20/21,B000020904/63999,LLG,30/04/2020,260.00
LOCAL TAXATION,BROADWAY SHOPS MARKETING COSTS,LEGAL FEES,B000020904/60106,GREENHALGH KERR,30/04/2020,500.00
ACCOUNTANCY,AGENCY STAFF,STAFF T/S END 19.04.20,B000020904/63907,BUTLER ROSE,30/04/2020,745.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020904/34573,MR R WILCOCK,30/04/2020,960.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 24.4.20,B000020904/61657,G2 RECRUITMENT SOLUTIONS,30/04/2020,1085.40
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 20.04.20,B000020904/58852,OYSTER PARTNERSHIP,30/04/2020,1260.00
HOUSING ADVICE,GRANTS,COLD WEATHER FUND GRANT,B000020904/12122,MAUNDY RELIEF,30/04/2020,2040.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 26.04.20,B000020904/61657,G2 RECRUITMENT SOLUTIONS,30/04/2020,2062.32
REFEREND16/17 PARLIMENTAR17/18,STATIONERY,PCC20 PRINTER CANCELLATION,B000020904/62168,CIVICA ELECTION SERVICES,30/04/2020,3118.57
CUSTOMER SERVICES,BPR/CONTACT CENTRE,GARDEN ANNUAL PLAN. HUB,B000020907/64008,FRESHWORKS INC,30/04/2020,3528.00
CORPORATE PROPERTY,GENERAL GROUNDS MAINTENANCE,REFURB,B000020904/37017,PILKINGTON BROS (CHURCH) LTD,30/04/2020,6263.11
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD -APR 20,DVLA,12/03/2020,262.5
P & C G ,CENTRAL ADMIN,STATIONERY,P-CARD -APR 20,OFFICE DEPOT,18/03/2020,454.63
ENVIRONMENTAL SERVICES,CVMU,WARRANTY,P-CARD -APR 20,SNAP ON DIAGNOSTICS,20/03/2020,957.5
ENVIRONMENTAL SERVICES,ENVIRONMENTAL HEALTH,FACE MASKS,P-CARD -APR 20,AMAZON,24/03/2020,474.75
ENVIRONMENTAL SERVICES,PARKS,PPE,P-CARD -APR 20,"BUBBLES, BRUSHES",30/03/2020,2076.64
P & C G ,CENTRAL ADMIN,SUBSCRIPTION,P-CARD -APR 20,IIA,01/04/2020,263
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD -APR 20,DVLA,07/04/2020,617.5
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD -APR 20,DVLA,07/04/2020,267.5
ENVIRONMENTAL SERVICES,PEST CONTROL,DISINFECTANT,P-CARD -APR 20,PELSIS,08/04/2020,306.6
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  MARCH,32757,G4S CASH SOLUTIONS,15/04/2020,402.82
BANK CHARGES,BANK CHARGES,STREAMLINE,32782,WORLDPAY,21/04/2020,1237.29
BANK CHARGES,BANK CHARGES,STREAMLINE,32782,WORLDPAY,21/04/2020,1030.94
BANK CHARGES,BANK CHARGES,PAYAWAY,32782,PAYAWAY NATWEST,22/04/2020,1700
HOUSING BENEFIT ADMIN,SWIPE CARDS,MARCH,32788,ALLPAY.NET LTD,27/04/2020,776.39
