Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  08.6.20 - 14.06.20,B000021037/55740,RAPID RECRUITMENT LTD,26/06/2020,483.96
COVID 19,HIRED VEHICLE,VEHICLE HIRE 28-4-20-26-5-20 ,B000021037/2062,INTACK SELF DRIVE,26/06/2020,506.40
PARKS & OPEN SPACES,HIRED VEHICLE,VEHICLE HIRE 28-4-20-26-5-20 ,B000021037/2062,INTACK SELF DRIVE,26/06/2020,506.40
PEST CONTROL,HIRED VEHICLE,VEHICLE HIRE 28-4-20-26-5-20 ,B000021037/2062,INTACK SELF DRIVE,26/06/2020,506.40
STREET CLEANSING,TRAFFIC MANAGEMENT,"TRAFFIC MANAGEMENT DUNKENHALGH WAY, 29.04.20",B000021037/19776,BIBBY FACTORS NORTHWEST LTD,26/06/2020,525.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL ,B000021037/45743,WATSON PETROLEUM,26/06/2020,1305.44
WILLOWS LANE DEPOT,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE RANGER ST/ BROWN STREET  ,B000021037/44845,KEYPLUS SECURITY LTD,26/06/2020,3412.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CAMERA FAULT  ENGINEER ATTENDED,B000021039/8388,VISION TECHNIQUES LTD,27/06/2020,260.00
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,CALL OUT AND REPLACE PC,B000021039/58111,MRB WORKSHOP SERVICES,27/06/2020,564.50
ENVIRONMENTAL PROTECTION TEAM,LEGAL FEES,LEGAL FEES,B000021038/64269,NICHOLAS TRUELOVE,27/06/2020,750.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF P/E 21.06.20,B000021039/61466,AUTOTECH RECRUIT,27/06/2020,900.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF 22.06.20,B000021039/64225,QUESTECH RECRUITMENT LIMITED,27/06/2020,930.75
PARKS & OPEN SPACES,FOOTPATH REPAIRS,OAKHILL PARK MANHOLE COVER,B000021040/27030,LIGHTING AND BUILDING SERVICES LTD,29/06/2020,262.50
COVID 19,MATERIALS-DIRECT,VEHICLE INSPECTION,B000021047/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/06/2020,262.74
COVID 19,MATERIALS-DIRECT,VEHICLE INSPECTION,B000021047/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/06/2020,290.85
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WE 31-5-20,B000021041/19414,HEADS RECRUITMENT LIMITED,29/06/2020,384.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE ENTRANCE DOOR INVESTIGATION,B000021040/37111,AUTOMATIC DOOR COMPANY,29/06/2020,390.00
WASTE SERVICES,PROTECTIVE CLOTHING,HYNDBURN CRESTS,B000021041/49604,BE SMART CLOTHING LTD,29/06/2020,420.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 07/06/2020,B000021041/19414,HEADS RECRUITMENT LIMITED,29/06/2020,463.32
PARKS & OPEN SPACES,AGENCY STAFF,AGENY STAFF -WE 07.06.2020,B000021041/19414,HEADS RECRUITMENT LIMITED,29/06/2020,491.01
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,1 SURFACE PRO + COVER,B000021046/52932,INSIGHT DIRECT (UK) LTD,29/06/2020,595.00
INSURANCES,EXCESS PAYMENTS,INSURANCE CLAIM,B000021040/62197,PROTECTOR INSURANCE,29/06/2020,690.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUBSCRIPTION 30/7/20 - 29/7/21,B000021046/42067,XICON LIMITED,29/06/2020,735.00
COVID 19,MATERIALS-DIRECT,SERVICE INSPECTION,B000021047/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/06/2020,755.47
COVID 19,MATERIALS-DIRECT,VEHICLE INSPECTION,B000021047/63930,CROFT COMMERCIALS TRANSPORT LIMITED,29/06/2020,923.47
ENVIRONMENTAL PROTECTION TEAM,COMPUTER RENTAL & MAINT,CSP FOR GGP WINDOWS 1.4.20 - 31.3.21,B000021040/1639,GGP SYSTEMS LTD,29/06/2020,926.44
COVID 19,RENT AND HIRE OF PREMISES,RENTAL CHARGES,B000021040/60778,WOODNOOK PHASE 2 LTD,29/06/2020,1000.00
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,HEALTH CHECK - CREMATORS,B000021041/28418,FACULTATIEVE TECHNOLOGIES,29/06/2020,1073.69
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WE 31/05/2020,B000021041/19414,HEADS RECRUITMENT LIMITED,29/06/2020,1087.02
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 21.06.20,B000021040/61657,G2 RECRUITMENT SOLUTIONS,29/06/2020,1122.48
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 15.06.20,B000021040/58852,OYSTER PARTNERSHIP,29/06/2020,1260.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 07/06/2020,B000021041/19414,HEADS RECRUITMENT LIMITED,29/06/2020,1389.96
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000021040/62122,FRANCIS ROBERTS ARCHITECTS,29/06/2020,1404.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 21.06.20,B000021040/61657,G2 RECRUITMENT SOLUTIONS,29/06/2020,1452.74
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 21.6.20,B000021040/61657,G2 RECRUITMENT SOLUTIONS,29/06/2020,2002.00
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,MERCER PARK FLOOD LIGHTS,B000021040/27030,LIGHTING AND BUILDING SERVICES LTD,29/06/2020,3000.00
COVID 19,DISASTER PLANNING,5 LENOVO THINKBOOKS & WARRANTY,B000021046/57717,DEANE COMPUTER SOLUTIONS LIMITED,29/06/2020,3105.00
COMPUTER SERVICES,AGENCY SERVICES,FLARE SERVER MOVE,B000021046/58760,CIVICA UK LTD,29/06/2020,3450.00
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HUNCOAT MASTERPLAN FRAMEWORK,B000021040/59167,ARCADIS CONSULTING (UK) LTD,29/06/2020,3500.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,3 SERVERS & 6 HDD,B000021046/62014,TECHBUYER LIMITED,29/06/2020,4125.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,20 YEAR SERVICE AGREEMENT,B000021041/28418,FACULTATIEVE TECHNOLOGIES,29/06/2020,8516.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,20 BASE UNITS,B000021046/52932,INSIGHT DIRECT (UK) LTD,29/06/2020,8700.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,RHYDDINGS QUARTER 4 - OCT-DEC 2019,B000021041/24110,NEWGROUND CIC,29/06/2020,10391.44
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,GLASS CANS AND PLASTICS,B000021041/33025,RISHTON WASTE PAPER LTD,29/06/2020,11172.57
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,RHYDDINGS Q3 PAYMENT JUL - SEPT 2019,B000021041/24110,NEWGROUND CIC,29/06/2020,12357.71
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,RHYDDINGS QUARTER 2 APR - JUN 19,B000021041/24110,NEWGROUND CIC,29/06/2020,13811.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL COSTS,B000021041/45743,WATSON PETROLEUM,29/06/2020,15510.06
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,MILNSHAW BOWLS INTERIM PAYMENT 5,B000021041/37017,PILKINGTON BROS (CHURCH) LTD,29/06/2020,18361.61
ARSON REFUSE VEHICLES,PRIVATE CONTRACTORS WORK,SECURITY UPGRADE,B000021041/26968,LIGHTING AND BUILDING SERVICES LTD,29/06/2020,21060.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE - 02/07/2020 - 01/07/2020,B000021041/46880,SPECIALIST FLEET SERVICES LTD,29/06/2020,37088.00
HYNDBURN CEMETERIES,AGENCY STAFF,STAFF W/E 26.04.20,B000021051/19414,HEADS RECRUITMENT LIMITED,30/06/2020,273.24
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING MATERIALS,B000021051/7033,OPTION HYGIENE,30/06/2020,294.07
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,ALUMINIUM FLAT BAR ,B000021049/8397,W & G POLLARD (ACCRINGTON) LTD,30/06/2020,297.60
PARKS & OPEN SPACES,MATERIALS-DIRECT,PLANTS ,B000021049/38523,JAMES COLES & SONS (NURSERIES) LTD,30/06/2020,304.75
HUMAN RESOURCES,TRAINING EXPENSES,ITIL EXAM AND TRAINING MATERIALS,B000021051/8267,TRAINING 2000 LTD,30/06/2020,436.00
ARSON REFUSE VEHICLES,IMPLEMENTS & TOOLS,SIGNS ,B000021049/44426,HITCHENS ENGRAVERS,30/06/2020,438.51
HYNDBURN CEMETERIES,AGENCY STAFF,STAFF W/E 03.05.20,B000021051/19414,HEADS RECRUITMENT LIMITED,30/06/2020,463.32
PARKS & OPEN SPACES,AGENCY STAFF,STAFF W/E 03.05.20,B000021051/19414,HEADS RECRUITMENT LIMITED,30/06/2020,491.01
PARKS & OPEN SPACES,AGENCY STAFF,STAFF W/E 26.04.20,B000021051/19414,HEADS RECRUITMENT LIMITED,30/06/2020,491.01
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS AS PART OF HERITAGE LOTTERY FUND PROJECT AT RHYDDINGS PARK,B000021050/60670,FRIENDS OF RHYDDINGS PARK,30/06/2020,500.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,"CONTRIBUTION TO GRANT FOR EVENTS AS PART OF HERITAGE LOTTERY FUND PROJECT, RHYDDINGS PARK",B000021050/60670,FRIENDS OF RHYDDINGS PARK,30/06/2020,500.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,TRAFFIC MANAGEMENT ,B000021049/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,30/06/2020,525.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 15.6.20 TO 21.6.20  ,B000021050/55740,RAPID RECRUITMENT LTD,30/06/2020,867.99
COVID 19,GROUND RENTS,RENTAL CHARGES,B000021051/60778,WOODNOOK PHASE 2 LTD,30/06/2020,1000.00
PARKS & OPEN SPACES,AGENCY STAFF,STAFF W/E 26.04.20,B000021051/19414,HEADS RECRUITMENT LIMITED,30/06/2020,1389.96
PARKS & OPEN SPACES,AGENCY STAFF,STAFF W/E 03.05.20,B000021051/19414,HEADS RECRUITMENT LIMITED,30/06/2020,1490.94
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC MAY 20,B000021051/29112,HYNDBURN LEISURE,30/06/2020,1600.00
COVID 19 Waste Services,PROTECTIVE CLOTHING,REUSABLE FACE MASK - C219,B000021049/12320,LANTEX MANUFACTURING CO LTD,30/06/2020,2300.00
HUMAN RESOURCES,TRAINING EXPENSES,USE OF AN EXCAVATOR TRAINING,B000021051/60521,CEMETERY TRAINING SERVICES,30/06/2020,2522.50
MARKETS - OPERATIONS,WATER CHARGES,WATER 16.05.20 15.06.20,B000021051/8325,WATER PLUS LTD,30/06/2020,2745.01
ENVIRONMENTAL SERVICES,PEST CONTROL,KILLGERM,P-CARD - JUNE 20,BAITS & POISONS,19/05/2020,499.1
ENVIRONMENTAL SERVICES,PEST CONTROL,OLD CASTLE FARM,P-CARD - JUNE 20,BEE SUITS,27/05/2020,309.08
P & C G,CENTRAL ADMIN,ASK REWINDS,P-CARD - JUNE 20,PUMP,29/05/2020,1420.00
P & C G,CENTRAL ADMIN,OFFICE DEPOT,P-CARD - JUNE 20,STATIONERY,29/05/2020,260.73
ENVIRONMENTAL SERVIES,CVMU,FTA.CO.UK,P-CARD - JUNE 20,SUBSCRIPTION,03/06/2020,825.00
,NATWEST,BANK CHARGES,32905,RECEIPT ACCOUNT BANK CHARGES,05/06/2020,626.05
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  MAY,32974,G4S CASH SOLUTIONS,15/06/2020,157.66
BANK CHARGES,BANK CHARGES,STREAMLINE,32974,WORLDPAY,19/06/2020,1386.71
BANK CHARGES,BANK CHARGES,STREAMLINE,32974,WORLDPAY,19/06/2020,1058.80
HOUSING BENEFIT ADMIN,SWIPE CARDS,MAY,32976,ALLPAY.NET LTD,26/06/2020,1281.66
BANK CHARGES,BANK CHARGES,ON GROUP / NATWEST,33000,On Group 29.02.20-30.05.20,30/06/2020,2768.11
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

