Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HYNDBURN CEMETERIES,ASSET MAINT R&M,FENCING GT HAR CEM,B000020142/20,A BYRNE FENCING,26/04/2019,980.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,FLOOR COVERING SCAITCLIFFE,B000020142/52324,ABBEY FLOORING (NW)LTD,26/04/2019,2220.00
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGE PAVIOION WRA,B000020142/59248,LANCASHIRE GAS SERVICES,26/04/2019,2279.00
LEISURE IN HYNDBURN,ASSET MAINT R&M,ASBESTOS SURVEY,B000020142/59301,CONSULTANTS & SPEC SURVEYORS LTD,26/04/2019,2995.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  8.4.19 TO 14.4.19 ,B000020145/58023,BUCKINGHAM FUTURES LTD,29/04/2019,292.50
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  1-4-19 TO 7-4-19,B000020145/58023,BUCKINGHAM FUTURES LTD,29/04/2019,292.50
HYNDBURN CEMETERIES,ASSET MAINT R&M,ACC CREM  WATER HEATER,B000020143/59248,LANCASHIRE GAS SERVICES,29/04/2019,309.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR SHOP SALE,B000020149/57153,CANNS DOWN PRESS LTD,29/04/2019,346.92
WILLOWS LANE DEPOT,DEPOT COSTS,"CUT OFF NOZZLE, FILTER AND TRAVEL COSTS",B000020145/7187,PENNINE PUMP & TANK CO,29/04/2019,406.07
CORPORATE R & M (HOLDING A/C),ASSET MAINT R&M,SAFETY SIGNS AND POSTERS,B000020143/60247,SAFETY SIGNS 4 LESS,29/04/2019,426.50
GENERAL EXPENSES,CABINET ACTION FUND,DECCKCHAIR FABRIC,B000020144/17546,SCOTT DAWSON ADVERTISING LTD,29/04/2019,500.00
MARKETS - OPERATIONS,SEWERAGE,WASTE WATER  16TH MARCH  19-15TH APRIL 19,B000020144/8325,WATER PLUS LTD,29/04/2019,534.25
WILLOWS LANE DEPOT,DEPOT COSTS, ANNUAL HARDWARE SUPPORT 1.6.19 TO 31.5.20,B000020145/8288,TRISCAN SYSTEMS LIMITED,29/04/2019,657.76
ENFORCEMENT,BARRISTERS FEES,PROFESSIONAL SERVICES,B000020145/58237,KINGS CHAMBERS,29/04/2019,750.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER 1.4.19 AND 8.4.19 ,B000020145/7871,STANLEY BROS TIPPERS LTD,29/04/2019,780.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 21.4.19,B000020149/46341,MORGAN HUNT UK LTD,29/04/2019,786.90
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 8.4.19 TO 14.4.19  2 X OPERATIVES,B000020145/55740,RAPID RECRUITMENT LTD,29/04/2019,919.57
PARKS & OPEN SPACES,AGENCY STAFF, AGENCY STAFF  14.4.19,B000020145/19414,HEADS RECRUITMENT LIMITED,29/04/2019,934.83
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020148/7874,STANNAH LIFT SERVICES LIMITED,29/04/2019,1217.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,RONHILL RACE CLOSURES 3.3.19,B000020145/19776,BIBBY FACTORS NORTHWEST LTD,29/04/2019,2280.00
WILLOWS LANE DEPOT,LICENCES,"WILLOWS LANE DEPOT, ANNUAL SUBSISTANCE CHARGES 01.4.19 TO 31.3.20",B000020145/59657,ENVIRONMENT AGENCY,29/04/2019,2731.25
PARKS & OPEN SPACES,GREEN FLAG AWARD,GREEN FLAG AWARD APPLICATION 2019 9X SITES,B000020145/11991,KEEP BRITAIN TIDY,29/04/2019,2975.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020148/30178,B3P SERVICES LTD,29/04/2019,3173.70
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020148/50640,PRISM MEDICAL UK,29/04/2019,3197.53
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020149/50640,PRISM MEDICAL UK,29/04/2019,3223.15
ATC RAISED PLANETRS,CONTRACTOR OTHER,PARTIAL PAYMENT FOR PLANTERS ,B000020145/14010,BROXAP LTD,29/04/2019,3240.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020148/7874,STANNAH LIFT SERVICES LIMITED,29/04/2019,3819.00
REGISTRATION OF ELECTORS,BASIC PAY,4TH QUART STAFF,B000020144/45531,BOROUGH OF PENDLE,29/04/2019,5855.61
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HGV - FINAL 25% OF STAGE 1,B000020143/59167,ARCADIS CONSULTING (UK) LTD,29/04/2019,8766.44
CCTV'S,TELEPHONE LEASE,LINE RENTAL FOR CCTV CAMERAS  01.4.19 TO 3.3.20,B000020145/61606,BT REDCARE,29/04/2019,20596.82
HOUSING ADVICE,RENT DEPOSIT SCHEME,5 WEEKS ACCOMMODATION,B000020153/61612,DILIGENT LETTINGS LTD,30/04/2019,375.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,MOT'S,B000020152/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,30/04/2019,524.70
MARKETS - OPERATIONS,ASSET MAINT R&M,PLUMBING SERVICES,B000020151/50717,HIGH EFFICIENCY LTD,30/04/2019,580.00
CLEARANCE WEST ACCRINGTON,CONTRACTOR OTHER,LAND STEINER STREET,B000020151/1248,DUNCAN CAMPBELL,30/04/2019,600.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020152/61466,AUTOTECH RECRUIT,30/04/2019,750.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 28.4.19,B000020153/61546,R K GROUP,30/04/2019,898.31
HOUSING ADVICE,TEMPORARY ACCOMMODATION,TEMP ACCOMM - 10.12.18-21.12.18,B000020153/28199,HILL VIEW (PRIVATE) HOTEL,30/04/2019,990.00
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCH CHARGES,B000020151/45458,GLOSSOP CARAVANS LTD,30/04/2019,1920.00
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD- APR 19,OFFICE DEPOT,16/03/2019,293.80
REGENERATION,HOUSING,ACCOMMODATION,P-CARD- APR 19,TRAVELODGE,19/03/2019,289.00
P & C G,CENTRAL ADMIN,TREE STAKES,P-CARD- APR 19,GREEN-TECH,20/03/2019,1011.00
P & C G,CENTRAL ADMIN,SUBSCIPTION,P-CARD- APR 19,IIA,20/03/2019,258.00
REGENERATION,HOUSING,ACCOMMODATION,P-CARD- APR 19,TRAVELODGE,25/03/2019,358.00
P & C G,LEGAL,PUBLICATIONS,P-CARD- APR 19,LEXIS NEXIS,29/03/2019,2970.00
REGENERATION,HOUSING,ACCOMMODATION,P-CARD- APR 19,TRAVELODGE,01/04/2019,353.00
P & C G,CENTRAL ADMIN,EYE CARE VOUCHERS,P-CARD- APR 19,EDENRED,05/04/2019,554.75
BANK CHARGES,BANK CHARGES,RECEIPT ACCOUNT CHARGES,31575,NATWEST,09/04/2019,336.00
ENVIRONMENTAL SERVICES,PARKS,STEEL POSTS,P-CARD- APR 19,M J SUPPLIES,10/04/2019,800.00
ENVIRONMENTAL SERVICES,PEST CONTROL,PESTICIDE,P-CARD- APR 19,IENV SERVICES,11/04/2019,325.20
HOUSING BENEFIT ADMIN,SWIPE CARDS,MARCH,31725,ALLPAY.NET LTD,15/04/2019,1035.08
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  MARCH,31725,G4S CASH SOLUTIONS,15/04/2019,318.07
BANK CHARGES,BANK CHARGES,STREAMLINE,31738,WORLDPAY,23/04/2019,850.00
BANK CHARGES,BANK CHARGES,STREAMLINE,31738,WORLDPAY,23/04/2019,1707.63

