Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCRINGTON CREMATORIUM,RELINE CREMATOR,CREMATORIUM CREDITS 2017 517 M,B000019309/57342,SCARBOROUGH BOROUGH COUNCIL,29/01/2018,15510.00
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS DECORATIONS,2 COLUMN DISPLAYS- G-H,B000019311/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,575.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 21.1.18,B000019314/46341,MORGAN HUNT UK LTD,29/01/2018,914.64
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019310/7874,STANNAH LIFT SERVICES LIMITED,29/01/2018,2539.00
ENFORCEMENT,ENFORCEMENT BAGS,CS01235-SERVICE-5000 PRINTED P,B000019313/19799,DURASAK,29/01/2018,1819.56
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF WK 14,B000019309/58023,BUCKINGHAM FUTURES LTD,29/01/2018,936.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK 21,B000019309/58023,BUCKINGHAM FUTURES LTD,29/01/2018,962.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF WK 14-1-18 / 21-1,B000019309/58023,BUCKINGHAM FUTURES LTD,29/01/2018,1119.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 21.1.18,B000019314/55150,VENN GROUP LIMITED,29/01/2018,956.28
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 21.1.18,B000019314/55150,VENN GROUP LIMITED,29/01/2018,1036.74
HUNCOAT IND EST-GENERAL,FEES-ANALYSTS & CONSULTANTS,PLOT 14B HUNCOAT- RENTAL VALUA,B000019311/42770,TAYLOR WEAVER LTD,29/01/2018,375.00
LIBRARY ST DEPOT,GENERAL REPAIR & MAINT BLDGS,HF10863-SERVICE-SUPPLY & INSTA,B000019310/24998,BELLIT SECURITY LIMITED,29/01/2018,2379.94
LYNDON PLAYING FIELDS GT HWD,CONTRACTOR OTHER,HF11059-SERVICE-RE-LOCATE EXIS,B000019310/54933,THE SMALL SIGN COMPANY,29/01/2018,650.00
MANAGEMENT BUSINESS UNIT,ADVERTISING,JOB ADVERT,B000019311/60319,WE ARE SUNDAY LTD,29/01/2018,675.00
MANAGEMENT BUSINESS UNIT,ADVERTISING,JOB ADVERT,B000019311/60304,SYON MEDIA LTD,29/01/2018,800.00
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF POLLING STATION 3.5.18,B000019311/13215,NW RFCA,29/01/2018,390.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 14.1.18 2 ,B000019309/19414,HEADS RECRUITMENT LIMITED,29/01/2018,613.69
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,CS01247-SERVICE-TORO 30069 MID,B000019313/60260,CHESHIRE TURF MACHINERY,29/01/2018,5673.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,HF10945-SERVICE-CLEAN OUT GUTT,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,475.00
STREET CLEANSING,IMPLEMENTS & TOOLS,CS01252-SERVICE-LP1133 LITTERP,B000019313/8077,THE HELPING HAND COMPANY (LEDBURY) LTD,29/01/2018,398.40
STREET CLEANSING,AGENCY STAFF, AGENCY STAFF WK 14.12.17,B000019309/19414,HEADS RECRUITMENT LIMITED,29/01/2018,478.27
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WK 15.1.18 ,B000019309/55740,RAPID RECRUITMENT LTD,29/01/2018,4682.55
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000019309/55740,RAPID RECRUITMENT LTD,29/01/2018,4873.09
SUPERANNUATION,SALARIES PAYMY OVER SUSPENSE,JANUARY 18,B000019311/59631,NHS BUSINESS SERVICES AUTHORITY,29/01/2018,1533.27
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE FOR WILLOWS LANE ,B000019309/7871,STANLEY BROS TIPPERS LTD,29/01/2018,780.00
UNDERSPENDS,FEES-ANALYSTS & CONSULTANTS,CS01260-SERVICE-HYNDBURN BOOST,B000019313/60285,LIBERATA UK LIMITED,29/01/2018,8800.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,FILTER KIT,B000019308/1164,DENNIS EAGLE LIMITED,29/01/2018,511.32
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CS01128-SERVICE-VT BANKSMAN RE,B000019313/46880,SPECIALIST FLEET SERVICES LTD,29/01/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CS01128-SERVICE-VT BANKSMAN RE,B000019313/46880,SPECIALIST FLEET SERVICES LTD,29/01/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CS01128-SERVICE-VT BANKSMAN RE,B000019313/46880,SPECIALIST FLEET SERVICES LTD,29/01/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CS01128-SERVICE-VT BANKSMAN RE,B000019313/46880,SPECIALIST FLEET SERVICES LTD,29/01/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CS01128-SERVICE-VT BANKSMAN RE,B000019313/46880,SPECIALIST FLEET SERVICES LTD,29/01/2018,2644.75
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDOW REGULATOR,B000019308/1164,DENNIS EAGLE LIMITED,29/01/2018,258.76
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIDE SKIDS,B000019308/7688,AEBI SCHMIDT UK LTD,29/01/2018,482.75
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIPERS,B000019308/1918,HYDRAIR,29/01/2018,755.40
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BNKSMAN RADAR HEAD,B000019308/8388,VISION TECHNIQUES LTD,29/01/2018,875.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKE PADS,B000019308/1918,HYDRAIR,29/01/2018,913.34
WILLOWS LANE DEPOT,PENDLE - OUT OF HOURS,OOH CALLS  1.10.17 TO 31.12.17,B000019309/59166,TOGETHER HOUSING ASSOCIATION,29/01/2018,3971.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10941-SERVICE-REWIRE COLUMN ,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,900.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10939-SERVICE-COLUMN DISPLAY,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,1100.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10938-SERVICE-COLUMN DISPLAY,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,1450.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10943-SERVICE-ADDITIONAL LIG,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,1775.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10937-SERVICE-COLUMN DISPLAY,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,2100.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10944-SERVICE-NEW LIGHTS IN ,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,4025.00
XMAS DECORATIONS,CONTRACTOR OTHER,HF10942-SERVICE-LIGHTING TO MA,B000019310/27030,LIGHTING AND BUILDING SERVICES LTD,29/01/2018,5775.00
"DS6776-368-370 BBURN RD,BB51SA",GENERAL REPAIR & MAINT BLDGS,TRAFFIC SIGNS ,B000019317/59927,CONNOLLY RECLAIMED STONE LTD,31/01/2018,400.00
HUMAN RESOURCES,TRAINING EXPENSES,LICENSING TRAINING,B000019317/47283,INSTITUTE OF LICENSING,31/01/2018,845.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000019317/49780,ROSSENDALES COLLECT LTD,31/01/2018,305.16
PROPOSED SELEC LICENSING 2017,ADVERTISING GENERAL,ADVERT 19.1.18,B000019317/59724,TMP (UK) TLD,31/01/2018,863.84

