Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF - 11.2.19 TO 17.2.19,B000020024/55740,RAPID RECRUITMENT LTD,26/02/2019,2581.16
COMPUTER SERVICES,TELEPHONES, JAN 2019,B000020025/40272,CABLE & WIRELESS,26/02/2019,3317.25
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,16 HP 290 G1 PC'S,B000020025/52932,INSIGHT DIRECT (UK) LTD,26/02/2019,7200.00
COMPUTER SERVICES,R & M HARDWARE LINK COSTS,PSN  HEALTH CHECK,B000020025/29231,SEC-1 LIMITED,26/02/2019,8025.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL,B000020024/7979,T SPLITT,26/02/2019,24748.44
ACCRINGTON CREMATORIUM,GAS,ACC CEM OFFICE 09.1.19 - 31.1.19,B000020028/35310,SWALEC,27/02/2019,271.66
WILLOWS LANE DEPOT,GAS,WILLOWS LANE 03.01.19 - 06.02.19  GAS,B000020028/35310,SWALEC,27/02/2019,403.56
WILLOWS LANE DEPOT,ASSET MAINT R&M,PAT TESTING WILLOWS LANE,B000020028/58451,SISTO COMPLIANCE,27/02/2019,406.60
HUMAN RESOURCES,TRAINING EXPENSES,CHEMICAL STOREKEEPER,B000020028/52325,BASIS (REGISTRATION) LTD,27/02/2019,411.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 3.2.19,B000020029/61466,AUTOTECH RECRUIT,27/02/2019,412.50
WILLOWS LANE DEPOT,GAS,GAS WILLOWS LANE JAN 2019,B000020028/35310,SWALEC,27/02/2019,429.10
WILLOWS LANE DEPOT,GAS,GAS WILLOWS LANE 03.01.19 - 06.02.19,B000020028/35310,SWALEC,27/02/2019,430.79
ACCRINGTON CREMATORIUM,GAS,ACC CEM JAN 2019,B000020028/35310,SWALEC,27/02/2019,447.04
PARKS & OPEN SPACES,GAS,26.10.18 - 28.1.19 HIGHAMS,B000020028/35310,SWALEC,27/02/2019,448.51
SCAITCLIFFE HOUSE,ASSET MAINT R&M,IT SERVER ROOM SURVEY,B000020028/17583,PROTEC FIRE DETECTION PLC,27/02/2019,649.75
PARKS & OPEN SPACES,ASSET MAINT R&M,ASBESTOS SURVEY WILSONS,B000020028/59301,CONSULTANTS & SPEC SURVEYORS LTD,27/02/2019,650.00
PARKS & OPEN SPACES,GAS,KING GEORGES GAS 29.09.18 - 21.1.19,B000020028/35310,SWALEC,27/02/2019,853.55
LIBRARY ST DEPOT,WATER CHARGES,"WATER LIBRARY ST,CHUCH",B000020029/8325,WATER PLUS LTD,27/02/2019,1287.02
HAWORTH STABLES,GAS,HAG  GAS 29.9.18 - 21.1.19,B000020028/35310,SWALEC,27/02/2019,1451.61
HUMAN RESOURCES,TRAINING EXPENSES,CHAINSAW TRAINING PARKS,B000020028/41978,MYERSCOUGH COLLEGE,27/02/2019,1645.00
HYNDBURN CEMETERIES,GAS,ACC CEM OFFICE JAN 2019,B000020028/35310,SWALEC,27/02/2019,1761.32
MARKETS - OPERATIONS,GAS,GAS ACC MARKET HALL  3.1.19 - 31.1.19,B000020028/35310,SWALEC,27/02/2019,1849.18
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,RUNTIME LICENCES,B000020033/17209,CIVICA UK LIMITED,28/02/2019,272.57
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020035/49780,ROSSENDALES COLLECT LTD,28/02/2019,280.33
HUMAN RESOURCES,TRAINING EXPENSES,TRACTOR TRAINING,B000020038/41978,MYERSCOUGH COLLEGE,28/02/2019,360.00
OFF STREET PARKING,SEWERAGE,CAR PARK GAME ST,B000020035/8325,WATER PLUS LTD,28/02/2019,374.45
PENDLE ST PH1,CONTRACTOR OTHER,CLEAR RUBBISH PENDLE ST,B000020033/1248,DUNCAN CAMPBELL,28/02/2019,600.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000020033/46341,MORGAN HUNT UK LTD,28/02/2019,738.34
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000020033/46341,MORGAN HUNT UK LTD,28/02/2019,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000020033/33923,EDEN BROWN LTD,28/02/2019,996.45
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000020033/33923,EDEN BROWN LTD,28/02/2019,1010.10
HIGHWAYS GENERAL,PRIVATE CONTRACTORS WORK,DESIGN FEES,B000020035/61482,ILECS LTD,28/02/2019,1292.67
LEISURE IN HYNDBURN,GAS,MERCER HALL - 1.1.19-31.1.19,B000020035/35310,SWALEC,28/02/2019,1369.69
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,STAFF JAN 2019,B000020036/55748,URBAN VISION PARTNERSHIP LTD,28/02/2019,1413.35
Corporate Property Bus Unit,AGENCY STAFF,STAFF  WK 18.02.19,B000020033/58852,OYSTER PARTNERSHIP,28/02/2019,1440.00
LEISURE IN HYNDBURN,GAS,TOWN HALL - 9.1.19-31.1.19,B000020035/35310,SWALEC,28/02/2019,2182.41
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TRANSLATION SERVICE CHARGE,B000020033/17209,CIVICA UK LIMITED,28/02/2019,2340.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020035/25868,HYNDBURN PLUMBING & HEATING SERVICES,28/02/2019,3705.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020037/45450,MERCERS BUILDERS LTD,28/02/2019,4500.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020037/21792,H & M BUILDING & JOINERY LTD,28/02/2019,5025.00
REGISTRATION OF ELECTORS,BASIC PAY,CAR ALLOWANCES OCT 18-DEC-18,B000020035/45531,BOROUGH OF PENDLE,28/02/2019,5927.71
DEV CONTROL,DEV CONTROL SYSTEM,IDOX 1.4.19 - 31.3.20,B000020036/32441,IDOX SOFTWARE LTD,28/02/2019,6127.94
LEISURE IN HYNDBURN,GAS,SPORTS CENTRE - 3.1.19-6.2.19,B000020035/35310,SWALEC,28/02/2019,8020.04
HOUSING BENEFIT ADMIN,SWIPE CARDS,JANUARY,31294,ALLPAY.NET LTD,14/02/2019,1529.24
BANK CHARGES,BANK CHARGES,STREAMLINE,31314,NATWEST BANK,20/02/2019,1885.00
BANK CHARGES,BANK CHARGES,STREAMLINE,31314,NATWEST BANK,20/02/2019,1176.68
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  JANUARY,31314,G4S CASH SOLUTIONS,21/02/2019,318.07
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD - FEB 19,OFFICE DEPOT,25/02/2019,753.15
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD - FEB 19,DVLA,28/02/2019,252.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD - FEB 19,DVLA,28/02/2019,252.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD - FEB 19,DVLA,28/02/2019,252.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD - FEB 19,DVLA,28/02/2019,252.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD - FEB 19,DVLA,28/02/2019,252.50
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD - FEB 19,OFFICE DEPOT,04/03/2019,346.35
ENVIRONMENTAL SERVICES,CEMETERIES,TIMBER,P-CARD - FEB 19,WHEWELLS,11/03/2019,292.81

