Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HLF STABLE BLOCK PROJECT PH2,WORKSHOPS/COURSES,EASTER WORKSHOP,B000019411/59423,THE ART GARDEN,26/03/2018,350.00
RECYCLING COLLECTION,LEAFLETS,"5,000 GREEN WASTE LEAFLETS",B000019412/1344,ELLISON PRINTING,26/03/2018,354.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,PARTS,B000019409/7688,AEBI SCHMIDT UK LTD,26/03/2018,358.17
STREET CLEANSING,AGENCY STAFF,AGENCY W/E 11/03/2018,B000019416/19414,HEADS RECRUITMENT LIMITED,26/03/2018,403.67
PARKS & OPEN SPACES,MATERIALS-DIRECT,SERVICE-MAXI CROP 2 MO,B000019412/51506,PROGREEN WEED CONTROL SOLUTIONS LTD,26/03/2018,477.00
HUMAN RESOURCES,ADVERTISING, JOB ADVERT,B000019411/59687,BLUETOWNONLINE LTD,26/03/2018,479.00
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,SUPPLIES,B000019412/36319,LANDSCAPE SUPPLY COMPANY,26/03/2018,495.34
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,TRAINING 13.3.18,B000019411/45536,ZEBRA TRAINING SERVICES LTD,26/03/2018,520.00
ADMINISTRATION EXPENSES,PHOTOGRAPHIC EXPENSES,PHOTOCOPIER CHARGES,B000019416/999,SHARP BUSINESS SYSTEMS UK PLC,26/03/2018,536.78
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 18.3.18,B000019415/60226,SELLICK PARTNERSHIP LTD,26/03/2018,633.60
UNDERSPENDS,RISK ASSESSMENTS,FIXED WIRE ELECTRICAL TESTING-,B000019411/60330,CALBARRIE LTD,26/03/2018,656.25
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 12.3.18,B000019415/58852,OYSTER PARTNERSHIP,26/03/2018,659.34
HLF STABLE BLOCK PROJECT PH2,WORKSHOPS/COURSES,EASTER WORKSHOPS,B000019411/60033,JUST IMAGINE NW - DANIELLE SMITH,26/03/2018,700.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 18/03/2018,B000019416/58023,BUCKINGHAM FUTURES LTD,26/03/2018,721.50
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 11.03.2018,B000019416/19414,HEADS RECRUITMENT LIMITED,26/03/2018,758.25
UNDERSPENDS,RISK ASSESSMENTS,FIXED WIRE ELECTRICAL TESTING,B000019411/60330,CALBARRIE LTD,26/03/2018,800.00
BUILDING CONTROL B.U.,MISC EXPENSES OTHER,JOB ADVERT,B000019411/60319,WE ARE SUNDAY LTD,26/03/2018,825.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 19.3.18,B000019411/33923,EDEN BROWN LTD,26/03/2018,884.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 18.3.18,B000019411/46341,MORGAN HUNT UK LTD,26/03/2018,914.64
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.3.18,B000019415/55150,VENN GROUP LIMITED,26/03/2018,917.02
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 9.5.18,B000019415/59823,HAYS,26/03/2018,947.90
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.3.18,B000019415/46341,MORGAN HUNT UK LTD,26/03/2018,1029.28
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 11.3.18,B000019415/46341,MORGAN HUNT UK LTD,26/03/2018,1036.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.3.18,B000019415/46341,MORGAN HUNT UK LTD,26/03/2018,1036.84
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,3D SECURE SERVICE YEAR 3,B000019411/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,26/03/2018,1100.00
HAG STABLE BLOCK CONVERSION,ARCHITECT FEES,RETENTION FEE- FINAL PAYMENT,B000019410/56621,BUTTRESS FULLER ALSOP WILLIAMS LTD,26/03/2018,1434.29
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER ,B000019410/50717,HIGH EFFICIENCY LTD,26/03/2018,1485.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - JAN 18,B000019415/29112,HYNDBURN LEISURE,26/03/2018,1600.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,INTRIM PAYMENT,B000019412/58933,HORTICON LTD,26/03/2018,2102.09
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019409/29877,ROSSENDALE VULCANISING (SALES LTD),26/03/2018,2256.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,NEW BOILER ,B000019410/35745,AGS HEATING & PLUMBING LTD,26/03/2018,3840.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,INTERIM PAYMEN,B000019412/58933,HORTICON LTD,26/03/2018,4901.99
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 11-03-2018,B000019416/55740,RAPID RECRUITMENT LTD,26/03/2018,5185.88
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,INTERIM PAYMENT  5,B000019416/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,26/03/2018,5426.25
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,INTERIM PAYMENT 6 ,B000019416/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,26/03/2018,5426.25
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 18.03.2018,B000019416/55740,RAPID RECRUITMENT LTD,26/03/2018,5972.10
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FOAM FILLED TYRES,B000019409/29877,ROSSENDALE VULCANISING (SALES LTD),26/03/2018,6600.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MGT FEE - FEB 18,B000019415/29112,HYNDBURN LEISURE,26/03/2018,12083.33
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,INTERIM PAYMENT 6 ,B000019416/7524,ROSS LEE CONSTRUCTION LTD,26/03/2018,103199.92
WILLOWS LANE DEPOT,DEPOT COSTS,DEHUMIDIFIER/HEATERS,B000019419/34488,JEWSON LIMITED,27/03/2018,268.18
PARKS & OPEN SPACES,WATER CHARGES,WATER CHARGES WILSONS,B000019419/8325,WATER PLUS LTD,27/03/2018,320.94
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WAGON  358861,B000019419/9294,STANLEY BROTHERS (TIPPERS) LTD,27/03/2018,390.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 18/03/2018,B000019419/19414,HEADS RECRUITMENT LIMITED,27/03/2018,545.41
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,AGENCY STAFF W/E 18.03.2018,B000019419/19414,HEADS RECRUITMENT LIMITED,27/03/2018,758.25
VEHICLE MAINT SUPERVISION,FUEL STOCK,ARTIC - GAS OIL,B000019419/7979,T SPLITT,27/03/2018,1436.68
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,GREEN FLAG AWARDS 2018-2019,B000019419/11991,KEEP BRITAIN TIDY,27/03/2018,2602.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,ARTIC - ULSD,B000019419/7979,T SPLITT,27/03/2018,23734.47
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,OIL/BLADES,B000019422/7805,SPALDINGS UK LTD,28/03/2018,266.36
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RADIATOR,B000019421/1164,DENNIS EAGLE LIMITED,28/03/2018,278.30
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,E-HP 400 G3 COMPUTER,B000019424/1106,B T BUSINESS DIRECT,28/03/2018,293.10
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,PEEL PARK TRASH SCREEN,B000019423/54658,WADE GROUP,28/03/2018,410.00
INVEST TO SAVE FUND,ENGRAVED PAVING STONE,WORKS OUTSIDE ST JAMES CHURCH,B000019423/38733,MARCHBRIDGE BUILDERS LTD,28/03/2018,436.68
LIBRARY ST DEPOT,GENERAL REPAIR & MAINT BLDGS,KERB REPAIRS CVMU,B000019424/52330,JOHN WADE GROUNDWORKS LTD,28/03/2018,459.00
OFF STREET PARKING,GENERAL REPAIR & MAINT BLDGS,REPIRS TO CAR PARK - OSW,B000019424/52330,JOHN WADE GROUNDWORKS LTD,28/03/2018,784.00
FACILITIES TEAM,RENTAL & MAINT SOFTWARE MISC,ERVICE-sITEHELPDESK ,B000019424/43299,SITEHELPDESK.COM,28/03/2018,1205.00
HUMAN RESOURCES,DRUGS & ALCOHOL,DRUG TESTING EQUIPMENT,B000019424/57686,D TEC INTERNATIONAL,28/03/2018,1377.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019423/58083,YOUR HOUSING GROUP,28/03/2018,2211.12
CHRISTMAS DECS & AMENITY COSTS,ELECTRICITY,1.3.17 TO 28.2.18,B000019423/25200,E.ON UK PLC,28/03/2018,2706.48
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019424/34573,MR R WILCOCK,28/03/2018,3720.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019424/59806,GREENWOOD PLUMBERS,28/03/2018,7126.00
STREET CLEANSING,DOG BAGS,SERVICE-IMPORTED SOURCE,B000019420/19799,DURASAK,28/03/2018,8120.40
ENVIRONMENTAL SERVICES,CEMETRIES,PLANTS,P-CARD- MAR 18,PARK LANE PLANTS,22/02/2018,276.50
P & CG,ADMIN,STATIONERY,P-CARD- MAR 18,OFFICE DEPOT,23/02/2018,359.45
ENVIRONMENTAL SERVICES,CEMETRIES,CONCRETE,P-CARD- MAR 18,GREENVALE PRODUCTS,06/03/2018,416.67
P & CG,ADMIN,STATIONERY,P-CARD- MAR 18,OFFICE DEPOT,08/03/2018,437.86
P & CG,HR,SHELVING,P-CARD- MAR 18,EQUIP4WORK.CO.UK,09/03/2018,1542.15
HOUSING BENEFIT ADMIN,SWIPE CARDS,FEBRUARY,29954,ALLPAY.NET LTD,14/03/2018,706.04
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  FEB,29954,G4S CASH SOLUTIONS,15/03/2018,318.07
LAND ADJ PEEL PARK ACCRINGTON,ACQUISITION OF LAND,PURCHASE OF LAND OFF PLANTATION RD,29951,JMW SOLICITORS,20/03/2018,21331.80
BANK CHARGES,BANK CHARGES,STREAMLINE,29976,NATWEST BANK,21/03/2018,793.20
BANK CHARGES,BANK CHARGES,STREAMLINE,29976,NATWEST BANK,21/03/2018,442.62
BANK CHARGES,BANK CHARGES,BANK CHARGES QUARTER 4,30017,NATWEST BANK,29/03/2018,3242.91

