Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023291/21792,H & M BUILDING & JOINERY LTD,23/05/2022,1045.38
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023291/30178,B3P SERVICES LTD,23/05/2022,5000.14
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023291/35745,AGS HEATING & PLUMBING LTD,23/05/2022,2100.00
CORPORATE PROPERTY,GENERAL GROUNDS MAINTENANCE,REPAIRS TO ROOF - OSW CIVIC,B000023291/37017,PILKINGTON BROS (CHURCH) LTD,23/05/2022,5928.82
PSDS HLC,CONTRACTOR OTHER,VALUATION 6 - HLC DECARBON ALLIANCE SERVICES,B000023291/48468,ALLIANCE LEISURE SERVICES LTD,23/05/2022,322366.47
MARKETS - OPERATIONS,ASSET MAINT R&M,NEW ELECTRIC MOTOR -ACC MARKET,B000023291/54975,ROLLER SHUTTER SERVICES LTD,23/05/2022,630.00
MARKETS - OPERATIONS,ASSET MAINT R&M,NEW ELECTRIC MOTOR -ACC MARKET,B000023291/54975,ROLLER SHUTTER SERVICES LTD,23/05/2022,630.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 15.5.22,B000023291/61657,G2 RECRUITMENT SOLUTIONS,23/05/2022,755.66
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 15.5.22,B000023291/61657,G2 RECRUITMENT SOLUTIONS,23/05/2022,1248.75
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DESIGN WORK ,B000023291/62103,THE INTELLIGENT DESIGN CENTRE LTD,23/05/2022,697.50
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DESIGN WORK,B000023291/62103,THE INTELLIGENT DESIGN CENTRE LTD,23/05/2022,700.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023291/64557,HARRIS HEATING (NW) LTD,23/05/2022,1925.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023291/64557,HARRIS HEATING (NW) LTD,23/05/2022,2145.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023291/64557,HARRIS HEATING (NW) LTD,23/05/2022,4825.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023291/66471,MCCALLOTT WINDOWS,23/05/2022,840.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PAINT A BENCH ,B000023293/37017,PILKINGTON BROS (CHURCH) LTD,24/05/2022,295.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REMOVE SHRUBS IN 2 LARGE SHRUB BEDS,B000023293/54658,WADE GROUP,24/05/2022,2450.00
LOWERFOLD PARK PLAY AREA REFUR,CONTRACTOR OTHER,PROVIDE SINGLE TENNIS COURT MARKINGS,B000023293/62193,THERMOPLASTIC DESIGNS AND LINES,24/05/2022,480.00
MARKETS - OPERATIONS,WATER CHARGES,MARKET HALL WATER 22,B000023294/8325,WATER PLUS LTD,25/05/2022,485.95
LEISURE IN HYNDBURN,GRANTS-GENERAL,LCC WIEHT MANAGEMENT GRANT APR - JUN 22,B000023295/29112,HYNDBURN LEISURE,25/05/2022,22028.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 15.05.22,B000023295/33923,EDEN BROWN LIMITED,25/05/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF WE 15.05.22,B000023295/33923,EDEN BROWN LIMITED,25/05/2022,1147.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 15.05.22,B000023295/46341,MORGAN HUNT UK LTD,25/05/2022,1075.59
LOCAL TAXATION,COMPUTER RENTAL & MAINT,CAPITA RENX 2022 - 019,B000023295/65220,CAPITA  BUSINESS SERVICES LTD,25/05/2022,1549.85
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE,B000023295/65220,CAPITA  BUSINESS SERVICES LTD,25/05/2022,5638.02
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF P/E 17.04.2022,B000023296/61860,VIVID RESOURCING,25/05/2022,1168.74
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF P/E 10.04.2022,B000023296/61860,VIVID RESOURCING,25/05/2022,1298.60
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF P/E 03.04.2022,B000023296/61860,VIVID RESOURCING,25/05/2022,1466.30
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,REPLACE TOILET,B000023296/65674,CAMPBELL PLUMBING & HEATING LTD,25/05/2022,290.00
GYPSY SITE,SEWERAGE,CLEAR SEWAGE,B000023296/65674,CAMPBELL PLUMBING & HEATING LTD,25/05/2022,680.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,DILL HALL CEM COPING STONES ,B000023297/37017,PILKINGTON BROS (CHURCH) LTD,25/05/2022,379.47
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RESALE IN SHOP,B000023297/42878,MARSTON BOOK SERVICES LIMITED,25/05/2022,587.16
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,OAKHILL PARK WEEKLY CLEAN MAY 2022,B000023297/50873,SERVICEMASTER,25/05/2022,254.96
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MILNSHAW PARK PAV CLEANING MAY 22,B000023297/50873,SERVICEMASTER,25/05/2022,318.79
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING FOR WEDDINGS,B000023297/57628,S.R.S. CATERING LTD,25/05/2022,5166.67
HUMAN RESOURCES,OD AND EQUALITY,AUDITING MAJOR PROJECTS TRAINING,B000023297/64197,BUSINESS RISK MANAGEMENT LIMITED,25/05/2022,1200.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,APRIL,35311,ALLPAY.NET LTD,26/05/2022,1377.35
DEV CONTROL,DEV CONTROL SYSTEM,CONSULTANCY PORTAL SETUP,B000023299/1639,GGP SYSTEMS LTD,26/05/2022,2750.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,HIRE OF SUITE,B000023299/1669,GLOBE ENTERPRISES LTD,26/05/2022,704.80
MEMBERS EXPENSES,GENERAL CONTRIBUTIONS,MAYOR MAKING CROCKERY CUTLERY HIRE,B000023299/55185,ABBEY CATERING EQUIPMENT HIRE LTD,26/05/2022,489.78
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,ANNUAL TECH CHARGES,B000023299/57679,CRITIQOM,26/05/2022,700.00
GREEN INFRASTRUCTURE,WOODNOOK ROTHWELL,DRY STONE WALLING ,B000023299/58693,ALAN RHODES,26/05/2022,2000.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,EXPENSES AND DISBURSEMENTS,B000023299/65926,WSP UK LTD,26/05/2022,3600.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,INTERIM INVOICE DEL OF DRAFT LEVEL 1,B000023299/67252,JBA CONSULTING,26/05/2022,7693.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COUPLING FLANGE,B000023303/1164,DENNIS EAGLE LIMITED,27/05/2022,1128.67
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,"BELT,BOLT,NUT, WHEEL ETC",B000023303/1640,GIBSONS GARDEN MACHINERY LTD,27/05/2022,491.13
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL,B000023303/8325,WATER PLUS LTD,27/05/2022,373.96
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 22.05.22,B000023304/33923,EDEN BROWN LIMITED,30/05/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF WE 22.05.22,B000023304/33923,EDEN BROWN LIMITED,30/05/2022,1146.69
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023304/35745,AGS HEATING & PLUMBING LTD,30/05/2022,2040.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 22.05.22,B000023304/46341,MORGAN HUNT UK LTD,30/05/2022,1075.59
MEMBERS EXPENSES,GENERAL CONTRIBUTIONS,DESIGN AND PRINT MAYOR MAKING,B000023304/65011,BRANDS INSIDE OUT LIMITED,30/05/2022,270.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000023304/67720,DOCUMENT LOGIC,30/05/2022,572.99
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023306/30178,B3P SERVICES LTD,30/05/2022,4953.31
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023306/61427,INDEPENDENT ADAPTIONS LTD,30/05/2022,4035.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,AT02959-SERVICE-4 X SEAGATE 3TB 7200RPM,B000023306/62014,TECHBUYER LIMITED,30/05/2022,260.00
PARKS & OPEN SPACES,CONTRACTOR OTHER,PLANNED WORKS AT OAKHILL PARK,B000023307/24998,FULL CIRCUIT FIRE & SECURITY LTD,30/05/2022,3917.87
PARKS & OPEN SPACES,GAS,KING GEORGES - 6.4.22 - 5.5.22,B000023307/35310,SWALEC,30/05/2022,327.04
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 15.5.22,B000023307/61860,VIVID RESOURCING,30/05/2022,1491.78
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023307/64211,ONWARD HOMES,30/05/2022,310.88
CORPORATE PROPERTY,GROUND RENTS,GROUND RENT ,B000023311/16782,INGHAM & YORKE,31/05/2022,1250.00
LAND CHARGES,SEARCH FEES,LAND CHARGES - APRIL 22,B000023312/2496,LANCASHIRE COUNTY COUNCIL,31/05/2022,325.50
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXI LICENSING,B000023312/60103,NEWAUTO LTD,31/05/2022,1263.90
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF W/E 8.5.22,B000023312/60568,CUMMINS MELLOR,31/05/2022,1026.60
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF W/E 15.5.22,B000023312/60568,CUMMINS MELLOR,31/05/2022,1091.85
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF W/E 22.5.22,B000023312/60568,CUMMINS MELLOR,31/05/2022,1287.60
