Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
RESO - Resources,AAD - ICT,Charges - 19.05.24 - 18.06.24,2,CRINV0002439,EE Limited,09/07/2024,7.00
RESO - Resources,AAD - ICT,12 month subscription for licences,1,CRINV0002444,Bytes Software Services Ltd,09/07/2024,"2,280.48"
RESO - Resources,AAD - ICT,Charges  - 1.5.24 to 3.6.24,1,CRINV0002484,Xbm Ltd,09/07/2024,398.61
PLAN - Planning & Transportation,EAC - Green Infrastructure,Graphics work,1,CRINV0002787,Proffitts Investing In Communities,09/07/2024,723.60
PLAN - Planning & Transportation,EAD - Planning,Advert - 14.6.24,1,CRINV0002795,People Scout Limited,09/07/2024,299.41
RESO - Resources,AAD - ICT,New Canon Copier,1,CRINV0002902,Aurora Managed Services Ltd,09/07/2024,"2,725.86"
RESO - Resources,AAD - ICT,New Canon Copier,2,CRINV0002902,Aurora Managed Services Ltd,09/07/2024,"2,725.86"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable warmth Grant,1,CRINV0003003,Artisan Windows,09/07/2024,"3,725.00"
ENVS - Environmental Services,CAE - Waste Services,Temporary staff - w/e 16.06.24,1,CRINV0003168,Rapid Recruitment Ltd,09/07/2024,"2,610.10"
ENVS - Environmental Services,CAD - Town Centre & Markets,Event grant for Osw Carnival 24 and road traffic mgt costs,1,CRINV0003174,Oswaldtwistle Carnival,09/07/2024,"1,125.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003180,Trade Windows (Preston) Limited,09/07/2024,"2,295.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003181,Artisan Windows,09/07/2024,"1,425.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003182,Harris Heating (Nw) Ltd,09/07/2024,"2,275.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003183,Artisan Windows,09/07/2024,"3,870.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003184,Artisan Windows,09/07/2024,"2,580.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003185,Trade Windows (Preston) Limited,09/07/2024,"3,110.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003186,Harris Heating (Nw) Ltd,09/07/2024,"3,275.00"
ENVH - Environmental Health,BAA - Housing Standards,Temp staff W/E 20.5.24,1,CRINV0003197,Oyster Partnership,09/07/2024,"1,435.20"
RESO - Resources,AAF - Finance,"Water, Scaitcliffe House. Jun 244",1,CRINV0003204,Water Plus - 4081791400 Canteen Scaitcliffe House,09/07/2024,645.15
RESO - Resources,AAF - Finance,Water Scaitcliffe Apr/May 24,1,CRINV0003209,Water Plus - 4081791400 Canteen Scaitcliffe House,09/07/2024,"1,538.85"
RESO - Resources,AAF - Finance,Premium 01.04.24 - 31.03.25,1,CRINV0003219,Metlife,09/07/2024,"3,596.47"
REGN - Regeneration & Housing,FAB - Facilities,Electricity Invoice period 01/03/2024 - 31/03/2024,1,CRINV0003225,EDF - 3671768478 Scaitcliffe House Ormerod St,09/07/2024,"12,556.83"
REGN - Regeneration & Housing,FAB - Facilities,Electricity Invoice period 01/02/2024 - 29/02/2024,1,CRINV0003226,EDF - 3671768478 Scaitcliffe House Ormerod St,09/07/2024,"13,429.64"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Buriel services June 24,1,CRINV0003234,James O Garnett Ltd,09/07/2024,"2,100.00"
LEGL - Legal & Democratic,DAA - Democratic Services,Wreaths,1,CRINV0003240,Rbl Poppy Appeal,09/07/2024,300.00
LEGL - Legal & Democratic,DAB - Human Resources,Design work,1,CRINV0003247,Brands Inside Out Limited,09/07/2024,600.00
REGN - Regeneration & Housing,FAB - Facilities,Electricity Invoice period: 01 Apr 24 - 30 Apr 24 - G-H Cem Service Building,1,CRINV0003264,EDF - 0439532723 Great Harwood Cemetery Site 3,09/07/2024,566.43
ENVS - Environmental Services,CAC - Parks & Cemeteries,Electricity Invoice 01/04/2024 - 01/05/2024 Accrington Crem,1,CRINV0003266,EDF - 207575286 Accrington Crematorium Site 2,09/07/2024,"2,408.17"
REGN - Regeneration & Housing,FAF - Strategic Housing,Professional fees,1,CRINV0003273,Pinsent Masons LLP,09/07/2024,"2,808.00"
ENVS - Environmental Services,CAF - CVMU,Water and Wastewater Bill 27/05/2024 - 26/06/2024 CVMU,1,CRINV0003277,Water Plus - 4206400451 CVMU,09/07/2024,419.48
ENVS - Environmental Services,CAC - Parks & Cemeteries,CCTV Hire - 1st - 28th June 24,1,CRINV0003290,Ross Lee Construction Ltd,09/07/2024,"1,056.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Great Harwood Memorial,1,CRINV0003296,Stone Central,09/07/2024,"23,466.40"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre Construction,1,CRINV0003312,Alliance Leisure Services Limited,09/07/2024,"834,445.46"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre Construction,2,CRINV0003312,Alliance Leisure Services Limited,09/07/2024,"5,228.57"
RESO - Resources,AAG - Management Resources,Wilson Field Leisure Centre Construction,3,CRINV0003312,Alliance Leisure Services Limited,09/07/2024,"5,400.00"
RESO - Resources,AAD - ICT,"1 x Apple 10.9`` iPad 
1 X JLC Rhino protective case for iPad
1 x Otterbox Alpha Glass Screen Protector for iPad",1,CRPOI0002746,Insight Direct (Uk) Ltd,09/07/2024,513.42
ENVS - Environmental Services,CAC - Parks & Cemeteries,Provide event planning and management services ,1,CRPOI0002852,The Prospects Foundation,09/07/2024,"3,770.00"
LEGL - Legal & Democratic,DAH - Licencing,Goods for Taxi Licensing,1,CRPOI0002888,Vip-System Ltd,09/07/2024,"4,737.60"
RESO - Resources,AAF - Finance,Two Daf Box vans operating Lease,1,CRPOI0003155,Chrystal Medical,09/07/2024,826.19
ENVS - Environmental Services,CAC - Parks & Cemeteries,2 X TTL-050 Tool Tags (pack 50) ,1,CRPOI0003229,Reactec,09/07/2024,418.30
ENVS - Environmental Services,CAC - Parks & Cemeteries,Standard UK Delivery,2,CRPOI0003229,Reactec,09/07/2024,18.00
RESO - Resources,AAF - Finance,LG Inform Plus subscription 24/25,1,CRPOI0003257,Local Government Association,09/07/2024,"1,560.00"
ENVS - Environmental Services,CAE - Waste Services,Blue 2.8mm Poly & 3.3mm Wire 3 ROW ,1,CRPOI0003261,Probrush,09/07/2024,"4,237.49"
RESO - Resources,AAF - Finance,Account Fee and monthly charges,1,CRINV0002318,Allpay Ltd,11/07/2024,"1,424.63"
RESO - Resources,AAF - Finance,Direct Debits,1,CRINV0002789,Lloyds Bank Cardnet,11/07/2024,"2,214.61"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Single Acter Pump,1,CRINV0002839,Teleshore (Uk) Ltd,11/07/2024,496.80
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test,1,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM - Emergency lighting test,2,CRINV0002842,BES Group Electrical Limited,11/07/2024,171.60
REGN - Regeneration & Housing,FAB - Facilities,PPm Emergency lighting test,3,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM - Emergency lighting test - Mercer Bowls,4,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Memorial,5,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Lowefold,6,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Pakhill,7,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Oakhill Tennis,8,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Dill Hall,9,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Oakhill,10,CRINV0002842,BES Group Electrical Limited,11/07/2024,171.60
REGN - Regeneration & Housing,FAB - Facilities,PPm Emergency lighting test - Oakhill Bowls,11,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test,12,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Rhyddings,13,CRINV0002842,BES Group Electrical Limited,11/07/2024,171.60
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Brian Walmsley,14,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Bullough,15,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Milnshaw,16,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Rhyddings Bowls,17,CRINV0002842,BES Group Electrical Limited,11/07/2024,171.60
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Parker St,18,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test,19,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test - Peel Park,20,CRINV0002842,BES Group Electrical Limited,11/07/2024,171.60
REGN - Regeneration & Housing,FAB - Facilities,PPm Emergency lighting test -G-H Cem,21,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test,22,CRINV0002842,BES Group Electrical Limited,11/07/2024,171.60
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test,23,CRINV0002842,BES Group Electrical Limited,11/07/2024,87.36
REGN - Regeneration & Housing,FAB - Facilities,PPM Emergency lighting test,24,CRINV0002842,BES Group Electrical Limited,11/07/2024,131.04
LEGL - Legal & Democratic,DAB - Human Resources,Inflatable penalty shoot out -16.6.24,1,CRINV0002856,Accrington Stanley Football In The Community,11/07/2024,250.00
REGN - Regeneration & Housing,FAD - Housing Advice,Cold Weather Payment - May 24,1,CRINV0002883,Maundy Relief,11/07/2024,"1,240.00"
LEGL - Legal & Democratic,DAB - Human Resources,"Event items, labour, delivery costs",1,CRINV0002916,International Music Event Production,11/07/2024,"21,291.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Mercer Park Playground,1,CRINV0002947,John Wade Groundworks Ltd,11/07/2024,"66,238.49"
ENVS - Environmental Services,CAF - CVMU,Nozzle Trunking & Hose Clip,1,CRINV0002958,Bucher Municipal Ltd,11/07/2024,557.02
LEGL - Legal & Democratic,DAB - Human Resources,Connecting Cultures - Haworth Art Gallery,1,CRINV0003000,Ruqaiya Hussain,11/07/2024,250.00
RESO - Resources,AAG - Management Resources,Leasing charges,1,CRINV0003043,Lex Autolease Ltd,11/07/2024,"2,469.53"
RESO - Resources,AAG - Management Resources,Leasing charges,2,CRINV0003043,Lex Autolease Ltd,11/07/2024,"2,469.53"
RESO - Resources,AAG - Management Resources,Leasing charges,3,CRINV0003043,Lex Autolease Ltd,11/07/2024,415.58
RESO - Resources,AAF - Finance,Monthly charges - May 24,1,CRINV0003101,Allpay Ltd,11/07/2024,"1,441.60"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC083,1,CRINV0003121,Accrington Community Events,11/07/2024,"1,500.00"
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of 8 wheeler - 18.06.24,1,CRINV0003177,Stanley Brothers (Tippers) Ltd,11/07/2024,648.00
ENVS - Environmental Services,CAA - Environmental Maintenance,Elect 12 Broadway Apr 24,1,CRINV0003212,E.On Next Energy - A-54DE8BBA,11/07/2024,399.27-
ENVS - Environmental Services,CAA - Environmental Maintenance,Elect Apr 24 12 Broadway,2,CRINV0003212,E.On Next Energy - A-54DE8BBA,11/07/2024,436.52
ENVS - Environmental Services,CAA - Environmental Maintenance,Elect 12 Broadway Apr 24,3,CRINV0003212,E.On Next Energy - A-54DE8BBA,11/07/2024,264.67
ENVS - Environmental Services,CAA - Environmental Maintenance,ElEct 12 Broadway May 24,1,CRINV0003213,E.On Next Energy - A-54DE8BBA,11/07/2024,388.45
ENVS - Environmental Services,CAA - Environmental Maintenance,Client CDM Advisor,1,CRINV0003215,Ma Cost Consulting Limited,11/07/2024,"2,220.00"
RESO - Resources,AAD - ICT,MX5050 Reading 03/06/2024 - 01/07/2024,1,CRINV0003227,Xbm Ltd,11/07/2024,421.76
LEGL - Legal & Democratic,DAH - Licencing,IOL Membership 24/25 ,1,CRINV0003241,Institute Of Licensing,11/07/2024,310.00
PLAN - Planning & Transportation,EAD - Planning,Temp Staff we 30.06.24 ,1,CRINV0003250,Macdonald & Company,11/07/2024,"1,582.60"
RESO - Resources,AAD - ICT,Broadband/Phone Quarterly Bill - June 2024 ,1,CRINV0003255,British Telecommunications Plc,11/07/2024,"1,773.54"
ENVH - Environmental Health,BAA - Housing Standards,Agency Staff Costs -  W/C 30.06.2024,1,CRINV0003279,G2 Recruitment Solutions,11/07/2024,"1,950.02"
RESO - Resources,AAD - ICT,1GB Internet Connection & 2 Domain Name Registrations 01/04/2024 - 31/03/2025,1,CRINV0003291,Lancashire County Council,11/07/2024,"6,922.80"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Grass cutting - various locations,1,CRINV0003304,Grounds Gardens & Trees Ltd,11/07/2024,"21,631.34"
ENVS - Environmental Services,CAC - Parks & Cemeteries,St James Church War Memorial,1,CRINV0003315,L I T E,11/07/2024,420.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Final Water & Wastewater Bill,1,CRINV0003324,"Water Plus - 4082166147 Ladies, Service Building",11/07/2024,269.62
ENVH - Environmental Health,BAA - Housing Standards,Agency Staff W/C 10/06/2024,1,CRINV0003329,Oyster Partnership,11/07/2024,"1,414.61"
RESO - Resources,AAF - Finance,LCC C/tax Pecept July 24,1,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"3,652,944.00"
RESO - Resources,AAF - Finance,LCC Ctax Deficit 23/24,2,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"106,396.00-"
RESO - Resources,AAF - Finance,LCC NDR Precept July 24,3,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"211,187.00"
RESO - Resources,AAF - Finance,LCC NDR Surplus 23/24,4,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"15,923.00"
RESO - Resources,AAF - Finance,Fire C/Tax Precept July 24,5,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"187,211.00"
RESO - Resources,AAF - Finance,Fire C/tax deficit 23/24,6,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"5,559.00-"
RESO - Resources,AAF - Finance,Fire NDR Precept July 24,7,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"23,465.00"
RESO - Resources,AAF - Finance,Fire NDR Surplus 23/24,8,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"1,769.00"
RESO - Resources,AAF - Finance,Police Ctax Precept July 24,9,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"581,982.00"
RESO - Resources,AAF - Finance,Police Ctax Deficit 23/24,10,CRINV0003334,Lancashire County Council (Direct Debit Payments),11/07/2024,"16,989.00-"
LEGL - Legal & Democratic,DAB - Human Resources,CAY Recharge April 24,1,CRINV0003335,Lancashire County Council (Direct Debit Payments),11/07/2024,"44,818.13"
ENVS - Environmental Services,CAE - Waste Services,Hazardous Wastebag Service,1,CRINV0003340,Rentokil Initial Uk Ltd,11/07/2024,304.24
RESO - Resources,AAF - Finance,Lease Rental,1,CRINV0003346,Societe Generale Equipment Finance Ltd,11/07/2024,"3,025.20"
REGN - Regeneration & Housing,FAF - Strategic Housing,Subs - Planning Resource - July 24 - June 25,1,CRINV0003360,Haymarket Business Media,11/07/2024,555.00
RESO - Resources,AAG - Management Resources,Grant - 1.4.24 to 31.3.25,1,CRINV0003400,Citizens Advice East Lancashire,11/07/2024,"25,000.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Town Hall cabins - June 24,1,CRINV0003409,Smartest Energy - 100011736903 77-79 Blackburn Rd,11/07/2024,860.28
REGN - Regeneration & Housing,FAB - Facilities,Emergency works at 3-5 Abbey St,1,CRINV0003411,Buildeasi Nw Ltd,11/07/2024,"9,018.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant ,1,CRINV0003420,Artisan Windows,11/07/2024,"4,595.00"
RESO - Resources,AAF - Finance,Balance due on policy deductible.,1,CRINV0003421,Travelers Insurance Company,11/07/2024,"25,000.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003422,Mccallott Windows,11/07/2024,"1,936.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0003423,Mccallott Windows,11/07/2024,"1,835.72"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant ,1,CRINV0003424,Assist Fm Ltd,11/07/2024,"1,250.00"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003427,EDF - 7368808979 Accrington Town Hall,11/07/2024,"3,998.67"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant ,1,CRINV0003429,Trade Windows (Preston) Limited,11/07/2024,"2,450.00"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003430,EDF - 8950977786 Community Hub Fielding Ln,11/07/2024,858.14
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003431,EDF - 682823573 Vehicle Maintenance Depot,11/07/2024,"2,393.59"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003433,EDF - 9083492488 Mercer Hall Leisure Centre,11/07/2024,"5,813.43"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003434,EDF - 5091617368 Accrington Market Blackburn Rd,11/07/2024,"4,277.45"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003435,EDF - 893361461 Hyndburn Leisure Centre,11/07/2024,"44,915.84"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.6.24 to 30.6.24,1,CRINV0003436,EDF - 3671768478 Scaitcliffe House Ormerod St,11/07/2024,"6,175.19"
ENVS - Environmental Services,CAB - Other Environmental Services,"19,000 Litres HVO (Fuel)",1,CRPOI0003352,Crown Oil Ltd,11/07/2024,"25,243.92"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Provide a venue for ten meetings ,1,CRPOI0003355,Space To Make,11/07/2024,250.00
ENVS - Environmental Services,CAF - CVMU,Music Licence,1,CRINV0004325,Barclaycard,14/07/2024,305.06
ENVS - Environmental Services,CAF - CVMU,mot Testing,1,,Barclaycard,14/07/2024,410.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Flags,1,CRINV0004325,Barclaycard,14/07/2024,270.95
RESO - Resources,AAC - Chief Executive,excess/arrears volume & charge,1,CRINV0002625,Aurora Managed Services Ltd,16/07/2024,253.26
LEGL - Legal & Democratic,DAB - Human Resources,1 Hosting and SSL Re-Charge,1,CRINV0002932,Media Village,16/07/2024,270.00
ENVH - Environmental Health,BAB - Environmental Protection,Temp staff w/e 16.6.24,1,CRINV0002971,Vivid Resourcing,16/07/2024,344.93
ENVH - Environmental Health,BAB - Environmental Protection,Temp staff w/e 16.6.24 ,1,CRINV0002972,Vivid Resourcing,16/07/2024,"2,220.00"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff 19.06.24 ,1,CRINV0002975,G2 Recruitment Solutions,16/07/2024,"2,495.02"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff w/c 10/06/24 ,1,CRINV0002981,Oyster Partnership,16/07/2024,"1,076.40"
ENVH - Environmental Health,BAA - Housing Standards,Agency Staff w/c 10/06/24 ,1,CRINV0002982,Oyster Partnership,16/07/2024,744.12
RESO - Resources,AAB - Benefits & Customer Contact,Agency staff - w/e 16.06.24 ,1,CRINV0003009,Eden Brown Limited,16/07/2024,"1,212.12"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges ,1,CRINV0003010,Greenhalgh Kerr,16/07/2024,"1,182.00"
RESO - Resources,AAB - Benefits & Customer Contact,Software support - 01.08.24 - 31.07.25,1,CRINV0003012,Nec Software Solutions Uk Ltd,16/07/2024,130.97
RESO - Resources,AAB - Benefits & Customer Contact,Software support - 01.08.24 - 31.07.25,2,CRINV0003012,Nec Software Solutions Uk Ltd,16/07/2024,130.97
RESO - Resources,AAB - Benefits & Customer Contact,Software support - 01.08.24 - 31.07.25,3,CRINV0003012,Nec Software Solutions Uk Ltd,16/07/2024,65.47
ENVS - Environmental Services,CAA - Environmental Maintenance,Accrington Town Square Works Payment 7,1,CRINV0003031,Morgan Sindall Construction & Infrastructure Ltd,16/07/2024,"301,633.76"
ENVS - Environmental Services,CAA - Environmental Maintenance,Accrington Town Square Payment 7,2,CRINV0003031,Morgan Sindall Construction & Infrastructure Ltd,16/07/2024,"89,848.36"
ENVS - Environmental Services,CAA - Environmental Maintenance,On-going Accrington Town Square Works Payment 7,3,CRINV0003031,Morgan Sindall Construction & Infrastructure Ltd,16/07/2024,"250,291.85"
ENVS - Environmental Services,CAF - CVMU,Car parts,1,CRINV0003050,Dennis Eagle Limited,16/07/2024,655.97
RESO - Resources,AAB - Benefits & Customer Contact,Agency staff - w/e 23.06.24 ,1,CRINV0003082,Eden Brown Limited,16/07/2024,"1,212.12"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/c 10.06.24 ,1,CRINV0003088,Oyster Partnership,16/07/2024,"2,223.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Temp staff w/e 10.8.24,1,CRINV0003165,Proman Supply Chain Ltd,16/07/2024,"2,320.31"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 10.06.24,1,CRINV0003196,Proman Supply Chain Ltd,16/07/2024,"1,249.46"
ENVS - Environmental Services,CAA - Environmental Maintenance,"Electricity Supply- 47 Blackburn Road, Accrington",1,CRINV0003208,SSE - 8700244644 47 Blackburn Road,16/07/2024,327.31
ENVS - Environmental Services,CAE - Waste Services,Temp staff Staff x4 w/e 23/06/24,1,CRINV0003285,Rapid Recruitment Ltd,16/07/2024,"2,747.47"
ENVS - Environmental Services,CAA - Environmental Maintenance,Provision of legal services,1,CRINV0003320,Womble Bond Dickinson (Uk) LLP,16/07/2024,"3,763.43"
ENVS - Environmental Services,CAA - Environmental Maintenance,provision of legal services,2,CRINV0003320,Womble Bond Dickinson (Uk) LLP,16/07/2024,"3,763.43"
ENVS - Environmental Services,CAA - Environmental Maintenance,provision of legal services,3,CRINV0003320,Womble Bond Dickinson (Uk) LLP,16/07/2024,"3,763.41"
ENVS - Environmental Services,CAF - CVMU,Safety Boots,1,CRINV0003378,"Bubbles, Brushes & Wiper Co Ltd",16/07/2024,270.00
ENVS - Environmental Services,CAF - CVMU,Sealed Calipe,1,CRINV0003387,A&P Truck And Trailer Parts,16/07/2024,402.32
ENVS - Environmental Services,CAF - CVMU,Knorr Econix Caliper,1,CRINV0003390,A&P Truck And Trailer Parts,16/07/2024,656.96
ENVS - Environmental Services,CAF - CVMU,Knorr Econix Caliper,1,CRINV0003393,A&P Truck And Trailer Parts,16/07/2024,656.96
ENVS - Environmental Services,CAF - CVMU,Rental charges: 12.7.24 to 11.7.25,1,CRINV0003428,NRG Riverside,16/07/2024,"179,837.86"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.4.24 to 30.4.24,1,CRINV0003440,EDF - 728277959 White Ash Playing Fields Site 5,16/07/2024,"1,074.68"
REGN - Regeneration & Housing,FAB - Facilities,Supply & Fit Box section frame,1,CRINV0003448,Jcm Steel Fabrications Ltd,16/07/2024,744.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant ,1,CRINV0003459,Artisan Windows,16/07/2024,"3,890.00"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant ,1,CRINV0003460,Buildeasi Nw Ltd,16/07/2024,"20,997.81"
PLAN - Planning & Transportation,EAA - Building Control,Agency staff - w/e 05.07.24,1,CRINV0003478,Deekay Tech Recruitment Ltd,16/07/2024,"1,383.88"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.06.24 - 30.06.24 - Civic Theatre,1,CRINV0003480,Corona Energy - 60161120 Oswaldtwistle Civic Theat,16/07/2024,"1,098.80"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.06.24 - 01.07.24,1,CRINV0003482,EDF - 44093774 Haworth Park Site 1,16/07/2024,664.20
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.06.24 - 01.07.24,2,CRINV0003482,EDF - 44093774 Haworth Park Site 1,16/07/2024,50.64
LEGL - Legal & Democratic,DAG - Elections,response plus service,1,CRINV0003490,Royal Mail Group Ltd,16/07/2024,915.24
LEGL - Legal & Democratic,DAG - Elections,response plus  service,2,CRINV0003490,Royal Mail Group Ltd,16/07/2024,600.62
LEGL - Legal & Democratic,DAG - Elections,UKPGE 24 Hire of Building,1,CRINV0003504,St Peters & St Pauls Parish Church,16/07/2024,300.00
LEGL - Legal & Democratic,DAG - Elections,UKPGE 24 Hire of Buildings,1,CRINV0003507,St Johns Church,16/07/2024,250.00
LEGL - Legal & Democratic,DAG - Elections,UKPGE 2024 Hire of building,1,CRINV0003509,St Josephs Accrington,16/07/2024,400.00
LEGL - Legal & Democratic,DAG - Elections,UKPGE 2024 Hire of building,1,CRINV0003510,St Christophers C E School,16/07/2024,300.00
LEGL - Legal & Democratic,DAG - Elections,UKPGE 2024 Hire of building,1,CRINV0003514,HALO,16/07/2024,510.00
LEGL - Legal & Democratic,DAG - Elections,UKPGE 2024 Hire of building,1,CRINV0003516,Rishton Methodist Church,16/07/2024,250.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Music Licence,1,CRINV0003517,Ppl Prs Ltd,16/07/2024,"1,811.61"
LEGL - Legal & Democratic,DAG - Elections,UKPGE 2024 Hire of building,1,CRINV0003518,Mount Carmel High School,16/07/2024,250.00
LEGL - Legal & Democratic,DAG - Elections,UKPGE 2024 Hire of building,1,CRINV0003520,Peel Park Primary School,16/07/2024,300.00
LEGL - Legal & Democratic,DAB - Human Resources,exam re sit,1,CRINV0003532,Trs Training Limited,16/07/2024,600.00
LEGL - Legal & Democratic,DAB - Human Resources,Exam re sits,2,CRINV0003532,Trs Training Limited,16/07/2024,230.00
ENVH - Environmental Health,BAA - Housing Standards,Agency Costs  W/C 01/07/2024,1,CRINV0003536,Oyster Partnership,16/07/2024,675.00
LEGL - Legal & Democratic,DAG - Elections,Portable toilets election day,1,CRINV0003539,Portable Toilet Company Ltd,16/07/2024,883.20
LEGL - Legal & Democratic,DAG - Elections,Hire of land Elections,1,CRINV0003548,Gm Fitted Furniture,16/07/2024,450.00
