Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF FOOD ,B000019867/58023,BUCKINGHAM FUTURES LTD,26/11/2018,1001.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019867/58023,BUCKINGHAM FUTURES LTD,26/11/2018,1055.17
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,APPEAL,B000019866/61235,DTPC (NORTHWEST),26/11/2018,1405.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,HALF PAYMENT FOR DICKENSIAN NIGHT AT ACCRINGTON TOWN CENTRE,B000019867/61031,NEW FREEDOM,26/11/2018,1636.00
STREET CLEANSING,HIRED VEHICLE,VEHICLE HIRE 5.11.18 TO 16.11.18 ,B000019867/6987,DAWSONGROUP SWEEPERS LTD,26/11/2018,1640.00
STREET CLEANSING,HIRED VEHICLE,HIRE OF VEHICLE 1.10.18 TO 14.10.18 ,B000019867/6987,DAWSONGROUP SWEEPERS LTD,26/11/2018,1640.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,GLO FESTIVAL 21.10.18 IN ACCRINGTON TOWN HALL,B000019867/29112,HYNDBURN LEISURE,26/11/2018,2850.00
UNAPPORTIONED CENTRAL O/HEAD,PENSION INCREASE ACT PAYMENT,PENSION RECHARGE 18/19 -  2/2,B000019866/1709,GREATER MANCHESTER PENSION FUND,26/11/2018,3068.67
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,FINAL FOOTPATH WORKS FOR RHYDDINGS PARKS,B000019867/38733,MARCHBRIDGE BUILDERS LTD,26/11/2018,4837.53
REGISTRATION OF ELECTORS,BASIC PAY,JULY - SEPT 18 - LAND CHARGES,B000019866/45531,BOROUGH OF PENDLE,26/11/2018,5947.96
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019869/34573,MR R WILCOCK,26/11/2018,6290.00
ATC CLEANSING MACHINE/EQUIPMNT,EQUIPMENT,ALL ROUND DEEP CLEANER,B000019866/7750,SHORROCK TRICHEM,26/11/2018,11943.00
UNDERSPENDS,ADVERTISING GENERAL,ACC PALS INTERACTIVE MODULE 2/3,B000019870/17546,SCOTT DAWSON ADVERTISING LTD,26/11/2018,14600.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019874/51317,PRISM MEDICAL UK,28/11/2018,339.48
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 18.11.18,B000019876/46341,MORGAN HUNT UK LTD,28/11/2018,763.80
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.11.18,B000019876/55150,VENN GROUP LIMITED,28/11/2018,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.11.18,B000019876/33923,EDEN BROWN LTD,28/11/2018,1010.10
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019874/7874,STANNAH LIFT SERVICES LIMITED,28/11/2018,1316.00
ACC TOWN HALL,ELECTRICITY,A.T.H - 1.1018-31.10.18,B000019876/25200,E.ON UK PLC,28/11/2018,1717.60
ACCRINGTON MARKET,ELECTRICITY,MARKET - 1.10.18-31.10.18,B000019876/25200,E.ON UK PLC,28/11/2018,3005.10
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019874/7874,STANNAH LIFT SERVICES LIMITED,28/11/2018,3054.00
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.10.18-31.10.18,B000019876/25200,E.ON UK PLC,28/11/2018,3922.44
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019874/48969,SPAIN BUILDING & MAINTENANCE LTD,28/11/2018,5530.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - 1.10.18-31.10.18,B000019876/25200,E.ON UK PLC,28/11/2018,6751.63
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COLUMN SWITCH,B000019881/1758,GUNN JCB LTD,30/11/2018,304.95
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CLUTCH,B000019881/8433,WALTON SUMMIT TRUCK CENTRE LTD,30/11/2018,326.40
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDSCREEN,B000019881/1164,DENNIS EAGLE LIMITED,30/11/2018,345.84
ENVIRONMENTAL PROTECTION TEAM,OTHER FEES,WWI PHOTO STUDIO,B000019882/60932,HISTORY NEEDS YOU,30/11/2018,350.00
VEHICLE MAINT SUPERVISION,TELEPHONES,PHONE SERVICE CHARGE,B000019881/35290,LOGICALTELECOM,30/11/2018,427.59
ACCRINGTON MARKET,ELECTRICITY,ELEC CELLAR 9 14.8.18 - 09.11.18,B000019879/43682,SCOTTISH POWER,30/11/2018,499.98
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019879/46341,MORGAN HUNT UK LTD,30/11/2018,572.85
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY FEES,B000019880/46341,MORGAN HUNT UK LTD,30/11/2018,934.99
GENERAL EXPENSES,CABINET ACTION FUND,STAGE & LIGHTING FOR G-H LIGHT SWITCH ON,B000019882/61248,LANCASHIRE P A HIRE,30/11/2018,1000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019880/7874,STANNAH LIFT SERVICES LIMITED,30/11/2018,1021.00
TOWNSCAPE HERITAGE INITIATIVE,PLAN PRINTING,A5 BOOKLET - TALES FROM MARKET,B000019882/60970,LAMBERT PRINT & DESIGN LTD,30/11/2018,1045.00
SECRETERIAL,FEES-ANALYSTS & CONSULTANTS,CONSULTANCY,B000019880/61104,NORTHGATEARINSO UK LIMITED,30/11/2018,2000.00
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,BUILDING CONTROL SUPPORT,B000019880/55748,URBAN VISION PARTNERSHIP LTD,30/11/2018,3399.54
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019880/30178,B3P SERVICES LTD,30/11/2018,3799.00
OAKHILL PARK SERV BLDNG REROOF,CONTRACTOR OTHER,OAKHILL PARK REROOF,B000019879/1024,CRAIG HAMBLING LTD,30/11/2018,30237.18
P & C G,LEGAL SERVICES,SUBSCRIPTIONS,P-CARD - NOV 18,THE LAW SOCIETY,12/10/2018,368.00
P & C G,LEGAL SERVICES,SUBSCRIPTIONS,P-CARD - NOV 18,THE LAW SOCIETY,12/10/2018,368.00
P & C G,LEGAL SERVICES,SUBSCRIPTIONS,P-CARD - NOV 18,THE LAW SOCIETY,12/10/2018,368.00
REGENERATION,HOUSING,SALTO LOCKS,P-CARD - NOV 18,ALLGOOD HOLDINGS,17/10/2018,270.75
P & C G,ADMIN SERVICES,STATIONERY,P-CARD - NOV 18,OFFICE DEPOT,17/10/2018,441.46
P & C G,ADMIN SERVICES,SUBSCRIPTIONS,P-CARD - NOV 18,THE LAW SOCIETY,17/10/2018,368.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,OCTOBER,31002,ALLPAY.NET LTD,14/11/2018,1876.66
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  OCTOBER,31002,G4S CASH SOLUTIONS,15/11/2018,318.07
LOCAL TAXATION,SUMMONSES,HMCTS,31002,MINISTRY OF JUSTICE,16/11/2018,2413.00
BANK CHARGES,BANK CHARGES,STREAMLINE,31030,NATWEST BANK,21/11/2018,1530.83
BANK CHARGES,BANK CHARGES,STREAMLINE,31030,NATWEST BANK,21/11/2018,1394.51

