Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
CCTV'S,PRIVATE CONTRACTORS WORK,MONITORING OF CCTV FEB 2020,B000020692/28873,BLACKBURN WITH DARWEN B.C.,04/02/20,7526.68
HLC ENERGY EFFICIENCY IMPROVEM,OTHER FEES,CONDITION SURVEYS TO LEISURE SITES,B000020698/61933,AHR BUILDING CONSULTANCY LTD,07/02/20,7839.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FANTASTICAL FOREST PARADE ,B000020692/24254,ADVENTURE HYNDBURN,04/02/20,8045.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020735/993,COOKSON BUILDERS LTD,28/02/20,8254.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - JAN 20,B000020716/25200,E.ON UK PLC,17/02/20,8854.81
WILLOWS LANE DEPOT,DEPOT COSTS, FIT STAY BARS,B000020724/20,A BYRNE FENCING,25/02/20,9894.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020729/45450,MERCERS BUILDERS LTD,26/02/20,10330.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,"WORKS AT THORNEYHOLME RD, ACC",B000020735/42355,O'CALLAGHAN LTD,28/02/20,11999.23
HOUSING ADVICE,GRANTS,RAPID REHOUSING PATHWAY (2ND),B000020698/19391,MAUNDY RELIEF,07/02/20,15000.00
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,PAYMENT 2,B000020724/37017,PILKINGTON BROS (CHURCH) LTD,25/02/20,16251.31
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL DELIVERY 30.01.20 ,B000020704/56040,TATE FUEL OILS LTD,11/02/20,20684.02
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,payment 1,B000020691/37017,PILKINGTON BROS (CHURCH) LTD,04/02/20,31462.87
