Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCRINGTON MARKET,ASSET MAINT R&M,LIGHTNING PROTECTION,B000019476/60080,BEST,25/04/2018,400.00
PARKS & OPEN SPACES,ASSET MAINT R&M,HF11138-SERVICE-NO HEATING OR HOT WATER KGV,B000019479/59248,LANCASHIRE GAS SERVICES,25/04/2018,531.68
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 1.4.18,B000019477/46341,MORGAN HUNT UK LTD,25/04/2018,746.76
LEISURE IN HYNDBURN,LIH R&M,HF10968-SERVICE-NEW PARTS TO BOILER CCH,B000019479/59248,LANCASHIRE GAS SERVICES,25/04/2018,831.35
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 15.4.18,B000019477/55150,VENN GROUP LIMITED,25/04/2018,888.42
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,RENTAL CHARGES,B000019477/48843,CLEARWAY ENV SERVICES (UK) LTD,25/04/2018,932.00
GYPSY SITE,NET RENTS,APRIL 18,B000019477/45458,GLOSSOP CARAVANS LTD,25/04/2018,1217.67
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,RELACEMENT BOILER ,B000019477/35745,AGS HEATING & PLUMBING LTD,25/04/2018,1596.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE AGREEMENT APRIL 18 VX63 HCV,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE AGREEMENT VX63 HCP APRIL 18,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE AGREEMENT MAY 18 VX63 HCL,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE AGREEMENT APRIL 18 VX63 HCU,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE MAY 18 VX63 HCY,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,HIRE AGREEMENT MAY 18 VX63 HCV,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,HIRE AGREEMENT SMAY 2018 VX63 HCU,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE HIRE AGREEMENT APRIL 18 VX63 HCY,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE RENTAL AGEREEMENT APRIL 18 VX63 HCL,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,HIRE AGREEMENT MAY 18 VX63 HCP,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,2644.75
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER ,B000019477/50717,HIGH EFFICIENCY LTD,25/04/2018,2675.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019476/7874,STANNAH LIFT SERVICES LIMITED,25/04/2018,2919.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,ACC TOWN HAL SURVEY- BUILDING LIGHTS,B000019477/60393,SURVEY SYSTEMS,25/04/2018,4540.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019476/25868,HYNDBURN PLUMBING & HEATING SERVICES,25/04/2018,5625.00
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,LGA SUBS 18/19,B000019477/43988,LOCAL GOVERNMENT ASSOCIATION,25/04/2018,8026.08
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,RENTAL AGREEMENT VX15 KHA 01.04.18 TO 24.06.18,B000019478/46880,SPECIALIST FLEET SERVICES LTD,25/04/2018,8715.93
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK16/4/18 ,B000019485/58023,BUCKINGHAM FUTURES LTD,30/04/2018,260.00
PENDLE ST PH1,CONTRACTOR OTHER,SECURE PROPERTY,B000019487/1248,DUNCAN CAMPBELL,30/04/2018,280.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR SHOP SALE,B000019488/57153,CANNS DOWN PRESS LTD,30/04/2018,294.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STABILISER ARM,B000019484/8014,TERBERG MATTEC UK LTD,30/04/2018,335.12
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 15.04.18 ,B000019485/19414,HEADS RECRUITMENT LIMITED,30/04/2018,430.95
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  15.4.18 ,B000019485/58023,BUCKINGHAM FUTURES LTD,30/04/2018,487.50
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,AT02500-SERVICE-CONSUMABLES,B000019482/53622,SPECTRUM COMPUTER SUPPLIES LTD,30/04/2018,518.46
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK 8.4.18 14 HRS ,B000019485/58023,BUCKINGHAM FUTURES LTD,30/04/2018,522.20
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 15.04.18 ,B000019485/19414,HEADS RECRUITMENT LIMITED,30/04/2018,548.90
STREET CLEANSING,PRIVATE CONTRACTORS WORK,TRAFFIC MANAGEMENT FOR DUNK WAY FEB 28TH 2018,B000019486/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,30/04/2018,598.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,AT02495-SERVICE-Red Hat Ent Linux Server Standard,B000019482/36434,BYTES SOFTWARE SERVICES LTD,30/04/2018,685.84
PENDLE ST PH1,CONTRACTOR OTHER,WASTE REMOVAL AND SECURING,B000019487/1248,DUNCAN CAMPBELL,30/04/2018,800.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK 15.04.18 AND 22.4.18 ,B000019485/58023,BUCKINGHAM FUTURES LTD,30/04/2018,807.08
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF   2 X OPERATIVES WK 15.04.18,B000019485/19414,HEADS RECRUITMENT LIMITED,30/04/2018,861.90
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF,B000019487/46341,MORGAN HUNT UK LTD,30/04/2018,1044.58
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,PARTS,B000019484/442,BALMERS GARDEN MACHINERY,30/04/2018,1537.16
WILLOWS LANE DEPOT,RENTAL & MAINT SOFTWARE MISC,ANNUAL SOFTWARE LICENCE RENEWAL 1.5.18 TO 30.4.19,B000019485/8288,TRISCAN SYSTEMS LIMITED,30/04/2018,1570.13
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REFS,B000019486/7171,PEEL HOUSE MEDICAL PRACTICE,30/04/2018,2440.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,INTERIM PAYMENT NO 7 FOR RHYDDINGS COACH HOUSE,B000019489/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,30/04/2018,6426.25
RANGER ST COMPOUND & DEPOT,RATES,RATES BROWN STREET/ RANGER ST DEOPT 1.4.18 TO 31.3.19,B000019485/1944,HYNDBURN BOROUGH COUNCIL,30/04/2018,6960.00
WILLOWS LANE DEPOT,RATES,ANNUAL RATES WILLOWS LANE  01.4.18 TO 31.3.19,B000019485/1944,HYNDBURN BOROUGH COUNCIL,30/04/2018,15480.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,RHYDDINGS COACH HOUSE AND KITCHEN,B000019489/7524,ROSS LEE CONSTRUCTION LTD,30/04/2018,70387.04
REFUSE COLLECTION,RENTAL & MAINT SOFTWARE,5TH YEAR MAINTENANCE FOR 15 LICENCES,30286,RESCO SPOL SRO,30/04/2018,343.90
RECYCLING COLLECTION,RENTAL & MAINT SOFTWARE,5TH YEAR MAINTENANCE FOR 15 LICENCES,30286,RESCO SPOL SRO,30/04/2018,343.90

