Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ECONOMIC DEVELOPMENT LEVEL UP,FEES-ANALYSTS & CONSULTANTS,ECON DEV AND REGEN SERVICES PROVIDED TO HBC FOR APRIL 2022,B000023424/66485,CHEREGEN,22/07/2022,2083.33
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE - FIRE RELAY LINK ENTRANCE DOORS TO FIRE ALARM SYSTEM,B000023425/24998,FULL CIRCUIT FIRE & SECURITY LTD,22/07/2022,361.82
Asbestos removal various sites,CONTRACTOR OTHER,WILLOWS LANE - ENCAPSULATION OF THE AB CEILING PANELS 30M2 IN GF7 / G 007,B000023425/40686,ASSIST FM LTD,22/07/2022,1200.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023425/64332,R W BUILDING AND DEVELOPMENT,22/07/2022,5365.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023425/64332,R W BUILDING AND DEVELOPMENT,22/07/2022,7000.00
ACC TOWN HALL,ASSET MAINT R&M,TOWN HALL ACC PPM PAT TESTING,B000023426/53957,LANTEI LIMITED,25/07/2022,379.50
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL PASSENGER LIFT  DIAGNOSTIC INSP,B000023426/64522,R J LIFT SERVICES LTD,25/07/2022,545.00
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,ANNUAL MEMBERSHIP 01.04.22 -31.03.23,B000023428/6983,NORTHERN HOUSING CONSORTIUM LTD,25/07/2022,990.00
PARKS & OPEN SPACES,AGENCY STAFF,SEASONAL STAFF,B000023431/19414,PROMAN SUPPLY CHAIN LTD,25/07/2022,446.83
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF W/E 10.7.22,B000023431/19414,PROMAN SUPPLY CHAIN LTD,25/07/2022,520.23
REFUSE/CLEANSING ADMIN STAFF,CIVIL CONTINGENCY ACT,FIRST AID KITS,B000023431/56379,ABC NORTH WEST LTD,25/07/2022,355.45
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONTRIBUTION TO LEISURE PASSPORT INDUCTIONS APR - JUN 22,B000023433/29112,HYNDBURN LEISURE,27/07/2022,330.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONTRIBUTION TO ARMED FORCES FREE US APR - JUN 22,B000023433/29112,HYNDBURN LEISURE,27/07/2022,929.40
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONGTRIBUTION TO REDUCED PRICED SWIMMING APR - JUN 22,B000023433/29112,HYNDBURN LEISURE,27/07/2022,999.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 17.07.22,B000023433/55150,VENN GROUP LIMITED,27/07/2022,1147.00
HOUSING ADVICE,ACCOM EX OFFENDERS,RENT,B000023433/67671,SENSORY HOUSING,27/07/2022,450.00
MARKETS - OPERATIONS,MARKETING INITIATIVES,FRONT PAGE AD ACORN,B000023434/52885,ACORN COMMUNITY NEWS,27/07/2022,300.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 12.06.22,B000023435/63907,BUTLER ROSE,27/07/2022,579.88
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 05.06.22,B000023435/63907,BUTLER ROSE,27/07/2022,672.66
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 26.06.22,B000023435/63907,BUTLER ROSE,27/07/2022,765.44
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 19.06.22,B000023435/63907,BUTLER ROSE,27/07/2022,800.23
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 29.05.22,B000023435/63907,BUTLER ROSE,27/07/2022,951.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 22.05.22,B000023435/63907,BUTLER ROSE,27/07/2022,1113.36
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 15.05.22,B000023435/63907,BUTLER ROSE,27/07/2022,1527.16
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000023436/61466,AUTOTECH RECRUIT,27/07/2022,864.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,MECH STRG MCS,B000023436/66129,LOOKERS PRESTON TRADE PARTS CENTRE,27/07/2022,1299.59
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE RENTAL,B000023438/19083,SOCIETE GENERALE EQUIPMENT FINANCE LTD,27/07/2022,2965.00
SCAITCLIFFE HOUSE,WATER CHARGES,WATER - 1.4.22 TO 30.6.22,B000023438/8325,WATER PLUS LTD,27/07/2022,1947.67
REFUSE COLLECTION,CONTAINER REPAIRS & SPARES,RED 240LTR LIDS UNPRINTED,B000023439/59653,MGB PLASTICS,27/07/2022,645.00
REFUSE COLLECTION,CONTAINER REPAIRS & SPARES,GREY 240LTR LIDS UNPRINTED,B000023439/59653,MGB PLASTICS,27/07/2022,645.00
REFUSE COLLECTION,CONTAINER REPAIRS & SPARES,BROWN 140LTR LIDS UNPRINTED,B000023439/59653,MGB PLASTICS,27/07/2022,645.00
REFUSE COLLECTION,NEW CONTAINERS,GREY 140LTR WHEELED BINS T,B000023439/59653,MGB PLASTICS,27/07/2022,1715.00
GREEN WASTE COLLECTION,NEW CONTAINERS,GREEN 240LTR WHEELED BINS ,B000023439/59653,MGB PLASTICS,27/07/2022,6225.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,MAC PROFESSIONAL SERVICES - PART 5,B000023441/65816,BRADSHAW ADVISARY LTD,28/07/2022,2050.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,PROJECT SERVICE FEES,B000023441/66574,CBRE LTD,28/07/2022,3500.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 17.7.22,B000023442/33923,EDEN BROWN LIMITED,28/07/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF W/E 24.7.22,B000023442/33923,EDEN BROWN LIMITED,28/07/2022,1175.52
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023442/35745,AGS HEATING & PLUMBING LTD,28/07/2022,2184.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 24.7.22,B000023442/46341,MORGAN HUNT UK LTD,28/07/2022,904.50
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 24/7/22,B000023442/46341,MORGAN HUNT UK LTD,28/07/2022,1075.59
SELF ISOLATION PROJECT,GENERAL CONTRIBUTIONS,GRANT AGREEMENT - DHSC,B000023442/65573,HYNDBURN & RIBBLE VALLEY CVS,28/07/2022,18000.00
CORPORATE PROPERTY,ELECTRICITY,24-26 WHALLEY RD - 22.1.22 - 30.4.22,B000023443/35310,SSE,31/07/2022,250.25
DEVELOPMENT CONTROL B.U.,PRIVATE CONTRACTORS WORK,AGENCY STAFF W/E 24.7.22,B000023444/67448,MACDONALD & COMPANY,31/07/2022,1895.67
DEVELOPMENT CONTROL B.U.,PRIVATE CONTRACTORS WORK,AGENCY STAFF - W/E 3/7/22 + 10/7/22 + 17/7/22,B000023444/67448,MACDONALD & COMPANY,31/07/2022,3450.83
ALLOTMENTS,PRIVATE CONTRACTORS WORK,AGENCY STAFF - W/E 10/7/22 AND 17/7/22,B000023444/67448,MACDONALD & COMPANY,31/07/2022,3803.08
ALLOTMENTS,ADVERTISING,VACANCY ADVERT,B000023444/67691,PLANNINGJOBS.COM LIMITED,31/07/2022,745.00
HOUSING ADVICE,RENTAL & MAINT SOFTWARE MISC,LOCATA HOMELESSNESS SYSTEM SUPPORT COSTS,B000023444/67872,LOCATA HOUSING SERVICES LTD,31/07/2022,8000.00
REGENERATION,HOUSING SERVICES,ACCOMMODATION,P-CARD - JULY 22,TRAVELODGE,16/06/2022,301.70
REGENERATION,HOUSING SERVICES,ACCOMMODATION,P-CARD - JULY 22,TRAVELODGE,22/06/2022,259.21
REGENERATION,HOUSING SERVICES,ACCOMMODATION,P-CARD - JULY 22,TRAVELODGE,28/06/2022,365.45
P & CG,Central admin,PUBLICATION,P-CARD - JULY 22,RIBA BOOKSHOP,04/07/2022,275.00
REGENERATION,HOUSING SERVICES,ACCOMMODATION,P-CARD - JULY 22,TRAVELODGE,05/07/2022,417.32
REGENERATION,HOUSING SERVICES,ACCOMMODATION,P-CARD - JULY 22,TRAVELODGE,12/07/2022,415.60
