Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,COPIER CHARGES 16.07.19 - 15.08.19,B000020370/61288,XBM LTD,43706,326.48
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES 22.5.19 - 21.8.19,B000020370/781,CANON (UK) LTD,43706,340.95
Plumbing works various sites,CONTRACTOR OTHER,MARKET HALL WATER RISK ASSESSMENT WORKS,B000020370/59248,LANCASHIRE GAS SERVICES,43706,384
Plumbing works various sites,CONTRACTOR OTHER,BULLOUGH- WATER RISK ASSESSMENT  WORKS,B000020370/59248,LANCASHIRE GAS SERVICES,43706,576
STRATEGIC HOUSING DEPARTMENT,LEGAL FEES,RE TRIBUNAL,B000020370/26004,FORBES SOLICITORS,43706,696
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 18.08.19,B000020370/46341,MORGAN HUNT UK LTD,43706,760.67
Replacement Boilers various,CONTRACTOR OTHER,PEEL PARK  NEW WATER HEATER,B000020370/59248,LANCASHIRE GAS SERVICES,43706,974.5
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 18.08.19,B000020370/33923,EDEN BROWN LTD,43706,1010.1
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,THI PUBLIC REALM FINAL PAYMENT,B000020370/2496,LANCASHIRE COUNTY COUNCIL,43706,8403.61
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,VARIOUS PARTS,B000020371/442,BALMERS GARDEN MACHINERY,43707,523.43
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/24239,GREAT HARWOOD WINDOWS LTD,43707,566.67
WOODNOOK VALE ENTRANCE IMPS,CONTRACT WORKS,WALLING,B000020372/58693,ALAN RHODES,43707,800
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/45450,MERCERS BUILDERS LTD,43707,1587
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/1248,DUNCAN CAMPBELL,43707,1700
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/50640,PRISM MEDICAL UK,43707,1942.02
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/7874,STANNAH LIFT SERVICES LIMITED,43707,3436
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/50640,PRISM MEDICAL UK,43707,6241.5
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/7874,STANNAH LIFT SERVICES LIMITED,43707,6903
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020373/17577,WESSEX LIFT CO LTD,43707,9852
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR SHOP SALE,B000020376/58232,LAYLA AMBER ROUS,43708,302.5
MARKETS - OPERATIONS,CLEANING MATERIALS,CLEANING MATERIALS,B000020374/7033,OPTION HYGIENE,43708,311.6
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR SHOP SALE,B000020376/57153,CANNS DOWN PRESS LTD,43708,317.52
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT ,B000020379/26944,EAFIELD & MAPLE,43708,395
INSURANCES,PREMIUMS PAID,INDUSTRIAL UNITS - 2019/20,B000020378/1287,ZURICH INSURANCE PLC,43708,438.46
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 25.8.19,B000020378/46341,MORGAN HUNT UK LTD,43708,747.56
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 23.8.19,B000020378/59823,HAYS,43708,782.08
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020374/7874,STANNAH LIFT SERVICES LIMITED,43708,1378
CUSTOMER SERVICES,BPR/CONTACT CENTRE,ANNUAL SUPPORT/MTCE 25.9.19 - 24.9.20,B000020378/58238,LIQUID VOICE MAINTENANCE LTD,43708,1403.23
Asbestos removal various sites,CONTRACTOR OTHER,ASBESTOS REMOVAL - WILSONS,B000020376/40686,ASSIST FACILITIES MANAGEMENT,43708,1510
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPAIRS,B000020376/61805,HOME RUN,43708,2344
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020376/45450,MERCERS BUILDERS LTD,43708,4130
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020378/31295,ASTOR-BANNERMAN (MEDICAL)LTD,43708,11667
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,ACC TOWN HALL PHASE 4 - VALUATION 4,B000020376/7524,ROSS LEE CONSTRUCTION LTD,43708,32244.97
INSURANCES,PREMIUMS PAID,MATERIAL DAMAGE 2019/20,B000020378/1287,ZURICH INSURANCE PLC,43708,93654.47

