Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISBALED FACILITIES GRANT,B000020634/50640,PRISM MEDICAL UK,09/01/2020,3150.67
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISBALED FACILITIES GRANT,B000020634/50640,PRISM MEDICAL UK,09/01/2020,3261.24
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020634/34573,MR R WILCOCK,09/01/2020,4140.00
REFEREND16/17 PARLIMENTAR17/18,ELECTION FEES-COUNTING VOTES,TABLE HIRE PARL 19 COUNT,B000020629/49997,DALE EVENT HIRE,08/01/2020,305.00
MOT GENERAL,AGENCY STAFF,STAFF P/E 05.01.20,B000020632/61466,AUTOTECH RECRUIT,08/01/2020,325.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,ATTENDED TO DIAGNOSE FAULT,B000020631/8433,WALTON SUMMIT TRUCK CENTRE LTD,08/01/2020,346.25
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SUPPLY AND FIT WINDSCREEN,B000020631/38986,LANCASHIRE WINDSCREENS LIMITED,08/01/2020,395.00
HUMAN RESOURCES,TRAINING EXPENSES,EMP LAW UPDATE TRAINING,B000020628/58090,NORTH WEST EMPLOYERS,08/01/2020,450.00
GRAPHICS & COMMUNICATIONS,OTHER FEES,GRAPHICS OCT DEC 2019,B000020629/29112,HYNDBURN LEISURE,08/01/2020,474.75
REFEREND16/17 PARLIMENTAR17/18,ELECTION FEES-POSTAL BALLOT,PARL 19 RETURN PV POSTAGE,B000020629/51517,ROYAL MAIL GROUP LTD,08/01/2020,587.69
LICENSING,OTHER FEES,DBS CHECKS NOV 19,B000020633/54847,DISCLOSURE & BARRING SERVICE,08/01/2020,640.00
ARSON REFUSE VEHICLES,MATERIALS-DIRECT,VEHICLE PARTS,B000020631/8014,TERBERG MATTEC UK LTD,08/01/2020,775.84
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,TEMP STAFF DEC 19,B000020628/61898,AURORA ACCOUNTING SERVICES,08/01/2020,945.00
INSURANCES,EXCESS PAYMENTS,INSURANCE PAY OUT CLAIM ,B000020628/62197,PROTECTOR INSURANCE,08/01/2020,1168.96
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 22.11.19,B000020628/59823,HAYS,08/01/2020,1239.43
HUMAN RESOURCES,OTHER FEES,PROFESSIONAL FEES,B000020629/26004,FORBES SOLICITORS,08/01/2020,1646.50
PLANNING POLICY B.U.,ADVERTISING,ADVERTISING  ,B000020629/58800,HAYMARKET MEDIA GROUP LTD,08/01/2020,1660.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISBALED FACILITIES GRANT,B000020630/61433,JCM STEEL FABRICATIONS LTD,08/01/2020,1750.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,FEES,B000020633/62122,FRANCIS ROBERTS ARCHITECTS,08/01/2020,2327.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020630/50640,PRISM MEDICAL UK,08/01/2020,3801.93
FACILITIES TEAM,LEGAL FEES,TRIBUNAL LEGAL FEES,B000020629/26004,FORBES SOLICITORS,08/01/2020,8473.80
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK, RE-FIXING OF JAPANESE LANTERN ,B000020621/61538,STEVENSON MEMORIALS,06/01/2020,341.67
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,ENGINEERS VISIT,B000020624/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,06/01/2020,390.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,"PARTS FOR ""ROTA BOUNCE"" ",B000020621/28755,PLAYDALE PLAYGROUNDS LTD,06/01/2020,449.26
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020620/27972,ROSSENDALES,06/01/2020,457.69
CHURCH ST PLAY AREA,CONTRACTOR OTHER,PROVIDE A NEW BENCH ,B000020621/54326,ARK PLASTICS LTD,06/01/2020,543.00
ARSON REFUSE VEHICLES,MATERIALS-DIRECT,PARTS,B000020623/1164,DENNIS EAGLE LIMITED,06/01/2020,669.61
HOUSING BENEFIT ADMINISTRATION,FRANKING MACHINE LEASE,WEB BENEFITS CALC,B000020622/19244,OVALTECH LTD,06/01/2020,695.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,NPS SOFTWARE FBID LICENCE,B000020620/17209,CIVICA UK LIMITED,06/01/2020,800.00
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,CONSULTANCY AGREEMENT STAGES 5 /6,B000020621/52714,THE INTELLIGENT DESIGN CENTRE LTD,06/01/2020,840.70
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 20.12.19,B000020620/46341,MORGAN HUNT UK LTD,06/01/2020,952.94
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 22.12.19,B000020622/33923,EDEN BROWN LTD,06/01/2020,1010.10
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020623/61466,AUTOTECH RECRUIT,06/01/2020,1050.00
LOCAL TAXATION,COMPUTER RENTAL & MAINT,IRRV ANNUAL SUBS,B000020620/52997,IRRV,06/01/2020,1200.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 9.12.19,B000020625/58852,OYSTER PARTNERSHIP,06/01/2020,1440.72
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS, HAVWEAR,B000020621/44219,REACTEC,06/01/2020,1978.66
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,SERVICE CREMATORIUM,B000020621/28418,FACULTATIEVE TECHNOLOGIES,06/01/2020,2200.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020620/59806,GREENWOOD PLUMBERS,06/01/2020,3450.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TRANSACTION SERVICES 3D SECURE,B000020620/17209,CIVICA UK LIMITED,06/01/2020,3543.20
PENDLE ST PH1,CONTRACTOR OTHER,REMOVAL OF GAS METERS ,B000020625/62188,CROWN ENERGY LTD,06/01/2020,3920.00
SYRIAN RESETTLEMENT PROGRAMME,MEET & GREET/ORIENTATION/CASEW,SYRIAN RESETTLEMENT SUPPORT - JAN-APR 20,B000020625/60802,CALICO ENTERPRISE,06/01/2020,8750.00
CHURCH ST PLAY AREA,CONTRACTOR OTHER,NEW PLAY AREA TO CHURCH ST,B000020621/43700,KOMPAN LTD,06/01/2020,70437.16
ENVIRONMENTAL SERVICES,CVMU,DRIVER CPC,P-CARD - JAN 20,ENTERPRISE TRANSPORT,06/01/2020,270.84
VEHICLE MAINT SUPERVISION,SECURITY SYSTEM MAINTENANCE,"ALARM RESPONSE CVMU 30.11.19 , ",B000020619/44845,KEYPLUS SECURITY LTD,03/01/2020,290.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF WK 9.12.19 TO 15.12.19,B000020619/58023,BUCKINGHAM FUTURES LTD,03/01/2020,325.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 8.12.19 ,B000020619/19414,HEADS RECRUITMENT LIMITED,03/01/2020,362.04
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  - WK 1.12.19 ,B000020619/19414,HEADS RECRUITMENT LIMITED,03/01/2020,373.91
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 1.12.19 ,B000020619/19414,HEADS RECRUITMENT LIMITED,03/01/2020,747.82
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 24.11.19 ,B000020619/19414,HEADS RECRUITMENT LIMITED,03/01/2020,747.82
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ANNUAL KEY HOLDER CHARGES- PARKS,B000020619/44845,KEYPLUS SECURITY LTD,03/01/2020,1490.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF 11.11.19 TO 1.12.19 ,B000020619/58023,BUCKINGHAM FUTURES LTD,03/01/2020,1597.70
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,PAYMENT 2 OF 2 FOR  LIGHT SWITCH ON ,B000020619/61582,ACCRINGTON COMMUNITY EVENTS,03/01/2020,4720.00
CCTV'S,LICENCES,ANNUAL RENT FOR CCTV MAST LANCASTER AVENUE LICENCE 51792 JAN- DEC 20,B000020619/6880,ARQIVA,03/01/2020,5353.00
ENVIRONMENTAL SERVICES,WASTE SERVICES,4 X KEY SAFES,P-CARD - JAN 20,AMAZON,02/01/2020,354.50
ENVIRONMENTAL SERVICES,PARKS,GRANIT PADLOCKS,P-CARD - JAN 20,AMAZON,30/12/2019,1072.94
ENVIRONMENTAL SERVICES,WASTE SERVICES,4 X KEY SAFES,P-CARD - JAN 20,AMAZON,22/12/2019,507.28
ENVIRONMENTAL SERVICES,PARKS,GRANIT PADLOCKS,P-CARD - JAN 20,AMAZON,20/12/2019,711.60
ENVIRONMENTAL SERVICES,PARKS,GRANIT PADLOCKS,P-CARD - JAN 20,SCREWFIX,19/12/2019,1199.93
P & C G,CENTRAL ADMIN,SUBSCRIPTION,P-CARD - JAN 20,CIPFA,17/12/2019,1103.75
P & C G,CENTRAL ADMIN,TRAINING,P-CARD - JAN 20,LABC.UK,16/12/2019,2501.00
REGENERATION,ART GALLERY,PRESERVATION OF EQPT,P-CARD - JAN 20,PRESERVATION EQUIPMENT,11/12/2019,688.50
,,,,,,

